species;population;N.ind;N.plots;pop.sd
Coussarea klugii;10539343,6258;14;5;11300172,5755218
Coussarea longiflora;1594212,284;1;1;1995141,99347736
Coussarea macrophylla;18736275,6262;16;3;16985182,9603655
Coussarea obliqua;3663724,8114;8;4;2236784,11426683
Coussarea ovalis;2358649,23;1;1;2907669,31401994
Coussarea paniculata;127939108,026;93;18;99920911,1341523
Coussarea platyphylla;7871110,6046;17;6;3999811,80852056
Coussarea racemosa;238805871,6716;170;26;166343564,252909
Coussarea revoluta;2762106,781;5;5;1250062,05771703
Coussarea tenuiflora;1465996,6586;5;3;954884,670679349
Coussarea uniflora;881793,2524;1;1;898064,853568605
Coussarea violacea;1503138,7134;1;1;1321381,51457687
Coutarea hexandra;44951511,6646;56;6;28670813,4049339
Crataeva benthamii;547197289,9878;482;19;427021450,203244
Crataeva tapia;28213240,9058;22;10;11076049,1639615
Cratylia argentea;540334,3822;1;1;683836,132827528
Cremastosperma brevipes;22512750,1288;11;3;23501391,1918097
Cremastosperma cauliflorum;3675173,3328;6;6;1770817,63397094
Cremastosperma gracilipes;1783866,6322;4;3;1096132,2086361
Cremastosperma leiophyllum;21381543,439;15;5;10897123,3474683
Cremastosperma longicuspe;2313489,3904;1;1;2172654,61905806
Cremastosperma megalophyllum;5890674,5686;9;3;4731266,28993263
Cremastosperma monospermum;1233845,4058;2;1;990054,874779315
Cremastosperma napoense;2471426,2478;2;2;2032359,11796559
Crescentia amazonica;47814072,7856;48;3;39936079,4715328
Crescentia cujete;744121,7684;1;1;734245,979224553
Croton argyrophylloides;57882322,0172;219;6;49158182,3484646
Croton bilocularis;4147244,2744;5;4;2664294,15381009
Croton cajucara;4289835,7988;4;3;2775452,20409206
Croton cuneatus;149908789,1544;163;40;43939096,1685476
Croton diasii;12589759,9894;13;5;6271201,37598424
Croton draconoides;19999927,5702;19;9;9685809,78974424
Croton gossypiifolius;42594071,0382;47;9;22820504,5333
Croton hostmannii;341769,84;1;1;341361,096523356
Croton lanjouwensis;63384625,1138;105;38;16648555,9866315
Croton lechleri;15874321,408;19;6;11137388,2536562
Croton matourensis;126517497,0454;202;59;49701066,0589335
Croton megalodendron;321228499,172;310;12;101167858,769054
Croton micranthus;1911881,1492;2;1;1628453,13347999
Croton palanostigma;110474121,1278;67;16;37918205,5058331
Croton pullei;8740307,9538;5;4;4928286,79880338
Croton sampatik;19819931,9446;27;4;10984850,8599145
Croton smithianus;4488156,6944;5;2;4389359,20091203
Croton tessmannii;84441318,8986;110;28;49561791,8291435
Croton trombetensis;51591548,362;97;23;8817678,00273325
Crudia amazonica;114764105,2716;97;24;54703990,6678155
Crudia aromatica;91775551,8928;181;12;45806648,3404674
Crudia bracteata;56774408,6858;371;27;12418649,3389437
Crudia glaberrima;121587054,7526;210;40;31658591,2078762
Crudia humboldtiana;1994510,428;2;1;2356815,98248272
Crudia michelsonii;997255,2138;1;1;1178407,99108568
Crudia oblonga;63087823,9586;104;26;24611574,9566716
Cryptocarya aschersoniana;301533,533;1;1;286522,640730537
Cryptocarya guianensis;975971,5244;1;1;910724,325323876
Cryptocarya yasuniensis;3516742,8502;13;9;1210602,42686192
Cupania americana;5163952,122;4;3;3289223,08377017
Cupania cinerea;59952549,064;78;27;21585539,8648937
Cupania dentata;4327927,4572;4;3;2572792,02638495
Cupania diphylla;78174656,2602;95;21;27645839,9797176
Cupania emarginata;2599233,4272;2;1;2232145,65436249
Cupania hirsuta;11327859,6648;21;12;5124959,83149229
Cupania hispida;2281375,6878;3;3;1618323,4183909
Cupania latifolia;19129529,841;18;11;6716731,19228519
Cupania livida;3179457,1298;9;5;1575573,72522782
Cupania oblongifolia;79523054,1048;48;2;46494218,0983772
Cupania polyodonta;5107895,3372;7;2;3540235,04472524
Cupania rubiginosa;6005560,7982;28;17;1777686,550538
Cupania rufescens;916706,921;2;1;934032,001488277
Cupania scrobiculata;455591618,648;559;148;64822490,7669485
Cupania vernalis;650564,5566;3;1;703939,317342512
Curarea candicans;475680,715;1;1;449009,019044418
Curarea tecunarum;2047408,0268;2;2;1589912,39308304
Curatella americana;46384773,126;79;10;27091020,9911958
Curupira tefeensis;7894932,3818;3;3;4670712,47901172
Cuspidaria lateriflora;7461329,0948;7;2;5505607,62298372
Cybianthus amplus;11333162,1748;2;2;7957674,72021939
Cybianthus cuatrecasasii;1965871,9168;1;1;2107790,29562675
Cybianthus detergens;1925485,536;1;1;1964138,23317039
Cybianthus fulvopulverulentus;12072057,616;38;12;3929327,607402
Cybianthus gardneri;1336545,3434;2;1;1509598,77755522
Cybianthus gigantophyllus;1143036,6838;2;1;871045,93830039
Cybianthus grandifolius;219339,2314;1;1;242194,173446643
Cybianthus guyanensis;39095825,47;15;6;27671866,891972
Cybianthus laurifolius;997255,2138;1;1;1178407,99108568
Cybianthus longifolius;281595,0518;1;1;272414,732973727
Cybianthus microbotrys;459955,91;1;1;472650,667533185
Cybianthus nanayensis;4086016,3054;1;1;4463814,33942745
Cybianthus nestorii;12938984,16;59;1;13717796,6324412
Cybianthus peruvianus;7063861,8784;19;8;2933298,97842444
Cybianthus prieurii;3294752,7366;2;1;2990866,72287072
Cybianthus reticulatus;21609343,402;23;2;17609882,1545111
Cybianthus spicatus;3292050,6658;3;1;4209321,84184913
Cybianthus spichigeri;668142,4414;1;1;755861,099943674
Cybianthus subspicatus;411458,0578;1;1;475043,816107353
Cybianthus surinamensis;1151109,999;2;1;1348499,50394226
Cybianthus vasquezii;529427,0564;1;1;533422,199962274
Cybianthus venezuelanus;1440339,7742;1;1;1775958,20859397
Cybistax antisyphilitica;865038,0914;2;1;1211980,54809492
Cyclolobium blanchetianum;3856751,456;3;2;3520456,16510032
Cymbopetalum brasiliense;760358,908;3;2;940303,138281546
Cynometra bauhiniifolia;141490985,1254;101;17;76750492,7443568
Cynometra cuneata;171500,5588;1;1;209940,800891531
Cynometra longicuspis;114572677,1548;122;27;35369863,4581269
Cynometra marginata;487722941,4592;336;30;245249467,788884
Cynometra martiana;9543507,2854;15;3;7480593,06774431
Cynometra spruceana;79853199,7312;88;16;35704415,6006847
Cynophalla amplissima;1655339,0386;3;1;1697221,42524888
Cynophalla polyantha;72195428,1806;74;1;59352385,0971094
Cyrilla racemiflora;17557603,5488;16;1;22449716,4858445
Cyrillopsis paraensis;22932261,0602;44;18;8381367,39411752
Dacryodes belemensis;23282722,2058;27;10;11206032,2659821
Dacryodes chimantensis;97273644,6562;108;37;20601346,7140038
Dacryodes cupularis;1632647,241;4;2;1565774,59071884
Dacryodes cuspidata;16366344,9276;37;17;3694519,21702667
Dacryodes edilsonii;10608395,1406;8;1;11661028,1643
Dacryodes edulis;2613324,2738;2;2;1982136,50842644
Dacryodes glabra;1481100,1696;1;1;1628351,17357703
Dacryodes granatensis;1268020,8508;1;1;1291076,72550532
Dacryodes hopkinsii;3222131,0194;5;5;2036903,53246148
Dacryodes microcarpa;31484992,309;39;6;15090817,7332563
Dacryodes negrensis;1301924,358;3;1;1296156,63007636
Dacryodes nitens;117927277,188;196;74;21302063,7735811
Dacryodes peruviana;111416410,6952;153;50;44475438,8187336
Dacryodes roraimensis;60501507,4324;52;17;19718212,992917
Dacryodes sclerophylla;17703723,2732;13;8;7581436,13593343
Dalbergia frutescens;28326701,2756;52;24;8926316,24295125
Dalbergia gracilis;19845724,9566;29;10;8703158,77383049
Dalbergia hygrophila;1032672,3762;1;1;1211285,24529725
Dalbergia inundata;92680675,5804;33;3;77197262,4880606
Dalbergia miscolobium;2162595,2282;5;1;3029951,36933652
Dalbergia monetaria;9137945,597;19;11;2924151,21979616
Dalbergia nigra;1164734,2852;1;1;1162702,00296679
Dalbergia riedelii;35318270,7584;22;2;25185788,4389478
Dalbergia riparia;11160356,4686;8;3;9182116,56889118
Dalbergia spruceana;1020840,733;1;1;1468662,27490852
Dalechampia parvibracteata;608500,3172;1;1;555271,773503164
Daphnopsis equatorialis;4028396,6414;7;4;2247118,06611407
Decaphalangium peruvianum;1103555,2098;2;2;1077700,48568991
Deguelia amazonica;38583403,329;65;9;21950535,5242721
Deguelia scandens;7492628,4136;7;7;2751955,02780046
Dendrobangia boliviana;333193009,382;887;200;44657517,8198635
Dendrobangia multinervia;14819925,6828;19;18;5431881,54910201
Dendropanax arboreus;149102235,3514;210;74;28579584,9605671
Dendropanax caucanus;81643713,2612;137;45;27429489,7234363
Dendropanax cuneatus;9831565,613;16;7;4812710,02858662
Dendropanax macropodus;51232989,3666;44;12;36190491,8394816
Dendropanax neblinae;6328596,8746;5;2;5007231,77597003
Dendropanax palustris;68777177,6272;64;10;26199621,2325165
Dendropanax tessmannii;37881117,4252;25;5;24043865,179966
Dendropanax umbellatus;48354288,1618;119;9;24175626,8630731
Dialium guianense;900229721,192;918;314;95128507,4324933
Dialium guineense;86661690,3192;19;2;60690159,2568426
Dialypetalanthus fuscescens;53554436,3416;51;22;14762315,5639338
Dichapetalum rugosum;2151950,8872;1;1;2357210,68207461
Diclinanona calycina;41700066,4742;30;20;16910513,4468295
Diclinanona tessmannii;37918741,6922;67;21;8636111,18964093
Dicorynia guianensis;269120052,658;1115;100;69371386,2805
Dicorynia paraensis;56204772,2918;48;8;35187437,6960484
Dictyocaryum ptarianum;5669533,9552;4;2;4931304,61575987
Dictyoloma peruvianum;3505011,6346;5;1;4295019,84318245
Dicymbe altsonii;157596123,3364;276;7;79737469,4716817
Dicymbe corymbosa;1260990676,414;1158;9;528880020,155289
Dicymbe pharangophila;1155259,77;1;1;1067864,7445631
Dicymbe stipitata;923737,6788;1;1;912765,164790074
Dicymbe uaiparuensis;237786893,235;491;8;139288239,107166
Dicypellium caryophyllatum;4098963,6574;3;2;3879032,72939747
Dicypellium manausense;44051771,0436;30;11;21844947,3102659
Didymocistus chrysadenius;74383679,0568;91;6;40644069,9473623
Digomphia densicoma;311145001,28;199;1;270914707,109725
Dilodendron bipinnatum;68019230,8682;55;10;35616091,3127209
Dilodendron elegans;954262,9972;2;2;655909,34986674
Dimorphandra caudata;789356,4388;2;1;782870,317802112
Dimorphandra coccinea;3823004,2112;3;2;2828807,23571054
Dimorphandra conjugata;39212420,6854;52;1;45907596,1964682
Dimorphandra cuprea;2730739,253;2;2;1908494,30558738
Dimorphandra gardneriana;11936120,9046;3;3;7563291,67799006
Dimorphandra gigantea;2271743,061;2;1;2109123,73066249
Dimorphandra macrostachya;19913443,875;30;12;9021718,81881677
Dimorphandra multiflora;5692938,7124;16;13;1987509,66017837
Dimorphandra parviflora;24226125,2278;25;23;8393163,73539789
Dimorphandra pennigera;24110147,0632;32;9;16637759,3971016
Dimorphandra polyandra;2216055,6432;22;2;2446605,77862344
Dimorphandra unijuga;1323896,8192;1;1;1450805,78506673
Dinizia excelsa;77782057,3816;113;72;13069612,5615023
Diospyros amazonica;831838,5964;1;1;785189,601594086
Diospyros artanthifolia;109144868,6976;153;66;31719023,3495234
Diospyros brasiliensis;1799336,0774;1;1;1612850,28272127
Diospyros bullata;14355693,7284;7;5;7788496,42161687
Diospyros capreifolia;79141668,9978;142;85;15663683,7819843
Diospyros carbonaria;15485848,0694;44;25;4624656,96747006
Diospyros cauligera;6100547,8914;2;2;4249709,93361164
Diospyros cavalcantei;15949707,9548;17;16;6599080,19711014
Diospyros cayennensis;18713744,231;49;23;7695647,95405827
Diospyros dichroa;56666155,7026;76;16;22518723,8237704
Diospyros duckei;21504914,6274;33;10;9645615,02094777
Diospyros ekodul;520717,5266;2;2;347178,451393751
Diospyros ferrea;1411361,0774;1;1;1593484,40916015
Diospyros glomerata;1926623,4472;2;2;1447593,02303454
Diospyros guianensis;285819289,0414;708;63;90208174,1491102
Diospyros hispida;1730076,1822;4;1;2423961,09531616
Diospyros inconstans;903529,3842;1;1;1185155,30254066
Diospyros kondor;14069209,5748;10;3;11671847,4187543
Diospyros lissocarpoides;1300853,3658;3;3;776694,206615263
Diospyros longistyla;5072584,1298;4;2;3877030,64504203
Diospyros manausensis;2237833,6158;2;1;2131977,08458306
Diospyros manu;5510986,5292;10;6;4801241,0712072
Diospyros martinii;3465041,1858;3;3;2859799,10543028
Diospyros micrantha;2425191,1222;2;1;2452497,14515109
Diospyros nanay;6151168,6042;4;3;5309682,75232097
Diospyros pavonii;2786462,4522;6;5;1209734,65348804
Diospyros peruviana;1254697,0148;3;1;1412088,0008256
Diospyros poeppigiana;169645246,297;432;37;50100011,7385945
Diospyros pseudoxylopia;12882034,62;34;23;4499420,34218582
Diospyros rotok;961701,273;2;1;913683,712272836
Diospyros santaremnensis;3913097,0484;3;2;2871075,88319533
Diospyros sericea;7516799,7944;17;10;2944903,75884054
Diospyros tetrandra;88432845,645;244;13;38943059,4429771
Diospyros vestita;73963929,1872;72;39;17439679,8721065
Diplokeleba floribunda;661514,767;1;1;794685,846011582
Diploon cuspidatum;18163607,2218;48;27;5469443,64444678
Diplotropis brasiliensis;6201105,346;7;5;3522187,48061159
Diplotropis duckei;12851919,8194;14;10;4308031,37792128
Diplotropis martiusii;210538873,8678;172;42;68304676,6745687
Diplotropis peruviana;2426899,0808;1;1;2354033,6201604
Diplotropis purpurea;444844699,396;438;191;61431868,328794
Diplotropis racemosa;411458,0578;1;1;475043,816107353
Diplotropis triloba;4322957,8356;11;10;1413517,51341636
Dipteryx alata;55490917,925;72;23;16635413,1701965
Dipteryx ferrea;18489296,6238;6;2;14687906,0706185
Dipteryx lacunifera;941811,5258;1;1;945305,210868836
Dipteryx magnifica;48402358,75;83;62;11395684,4951071
Dipteryx micrantha;24000442,0176;44;32;5671655,58646467
Dipteryx odorata;195540752,848;318;170;29908913,6250267
Dipteryx polyphylla;24125086,9438;21;16;8117695,22825472
Dipteryx punctata;54944251,8088;64;46;16809609,1024986
Dipteryx rosea;5284487,0816;4;2;4222295,20023932
Diptychandra aurantiaca;30937374,5668;15;2;29027955,1843689
Discocarpus essequeboensis;321405950,1074;220;12;164756920,899501
Discocarpus spruceanus;73916201,3056;67;11;25150398,0616633
Discophora guianensis;42589205,1866;91;54;9696045,08122903
Dodecastigma amazonicum;11832297,4728;18;7;4665162,63598899
Dodecastigma integrifolium;137183612,6046;128;12;52062227,5353138
Drypetes amazonica;394725591,752;676;116;72945415,3788601
Drypetes fanshawei;39449853,6976;104;38;16127499,125057
Drypetes gentryi;19707770,6824;40;16;7178027,97787895
Drypetes sessiliflora;7303082,5922;2;2;6754885,59355112
Drypetes variabilis;301492925,382;650;192;45142949,1649627
Duckeodendron cestroides;32507657,4602;92;59;5047620,75508478
Duckesia verrucosa;26100395,3584;42;37;10008639,5574572
Duguetia arenicola;1688985,8432;2;2;1240963,84644154
Duguetia argentea;4665233,2622;3;3;3105189,40913599
Duguetia asterotricha;3289090,9726;4;3;2025700,26562014
Duguetia cadaverica;33233101,108;19;5;17462906,1458309
Duguetia calycina;68027451,7824;153;56;13523243,0637819
Duguetia cauliflora;23510390,032;25;20;5943010,35938324
Duguetia chrysea;14269874,2058;34;18;4902609,77731774
Duguetia decurrens;9817344,3386;26;1;11661746,93987
Duguetia dimorphopetala;8136586,11;5;1;9375948,92560046
Duguetia duckei;8987720,4378;4;1;9065771,63939095
Duguetia echinophora;320746430,9578;237;73;133056836,584322
Duguetia flagellaris;37612091,6724;20;15;20311472,6700721
Duguetia furfuracea;34761686,0686;52;4;35243990,4391771
Duguetia hadrantha;8877130,1186;24;15;2999189,31724627
Duguetia latifolia;2093768,5468;1;1;2334200,49422644
Duguetia lepidota;107120131,9284;64;2;87578896,8001561
Duguetia longicuspis;27766959,3668;17;6;18682221,5125863
Duguetia lucida;62540060,9076;27;4;53114910,062056
Duguetia macrophylla;2036099,5378;5;3;1293695,5352985
Duguetia manausensis;22366902,2918;60;20;5505195,08383102
Duguetia marcgraviana;105696028,437;194;30;40013632,862609
Duguetia megalocarpa;12851377,6724;29;20;5457569,51430904
Duguetia neglecta;29008869,7868;64;18;8962525,98046845
Duguetia odorata;42907254,7726;52;21;18289330,5742432
Duguetia paraensis;2459809,565;3;2;2286836,8143994
Duguetia pauciflora;1151109,999;2;1;1348499,50394226
Duguetia pycnastera;303627814,066;275;55;76073888,6109915
Duguetia quitarensis;140889386,8236;190;66;30610173,0345605
Duguetia riparia;2905512,0602;6;2;2286229,83701287
Duguetia sancticaroli;5488450,1326;4;2;4019865,55784135
Duguetia spixiana;300936401,638;439;68;75334745,8237503
Duguetia stelechantha;68641742,2556;105;65;25940733,4005093
Duguetia stenantha;4150889,702;5;4;2842939,59256114
Duguetia surinamensis;73135072,962;187;68;19340223,1092936
Duguetia trunciflora;9994041,9974;17;7;5777267,08202958
Duguetia ulei;715529,7952;1;1;703109,224490484
Duguetia uniflora;127973319,8452;115;5;66840032,9877801
Duguetia yeshidan;2976880,6936;5;2;2120466,61416657
Dulacia candida;41938560,3384;70;57;7958172,19561126
Dulacia egleri;8598456,9734;50;7;4835926,26453193
Dulacia guianensis;45694176,4052;63;40;12863796,3437543
Dulacia inopiflora;1971771,0196;4;2;1097357,93721199
Duroia aquatica;21160806,2164;82;38;5025085,50225372
Duroia bolivarensis;7353923,2714;5;5;3425772,75349087
Duroia duckei;134967586,6626;137;26;91787406,5202415
Duroia eriopila;97758282,742;165;44;23954148,0391157
Duroia genipoides;118575155,1512;97;19;37858658,2890337
Duroia gransabanensis;8521641,4636;4;4;5959230,44330619
Duroia hirsuta;23511199,2146;33;17;10383860,4602886
Duroia longiflora;32582143,9456;90;32;13158279,0292099
Duroia longifolia;12961896,9012;4;2;9013464,98847251
Duroia macrophylla;64146067,2974;130;74;7939506,20511312
Duroia maguirei;8321572,9954;8;6;3755917,60745605
Duroia martiniana;1331044,3434;1;1;1355855,93195053
Duroia micrantha;34417115,3252;21;13;14578178,0174825
Duroia petiolaris;28785858,6772;35;8;14000346,5053779
Duroia prancei;32386005,6008;159;8;19951086,1512087
Duroia saccifera;82632449,7778;154;52;38813311,302517
Duroia velutina;1753593,3184;1;1;1938632,64413482
Dussia discolor;8060351,0276;14;11;3159857,54474722
Dussia tessmannii;61533466,1362;71;51;18076572,8737271
Dystovomita brasiliensis;16682933,0228;22;16;8854519,86379754
Dystovomita paniculata;30377769,6892;17;3;21860071,9786116
Ecclinusa bullata;25928612,7674;18;4;16097779,541416
Ecclinusa guianensis;1177255265,214;1555;297;197164778,316213
Ecclinusa lanceolata;113248942,34;141;58;41979674,5454663
Ecclinusa lancifolia;9426485,5848;15;7;3745297,52211634
Ecclinusa parviflora;1032672,3762;1;1;1211285,24529725
Ecclinusa ramiflora;172027079,1284;192;77;43194594,4300409
Elaeagia maguirei;7060773,1826;3;2;4818611,23738491
Elaeagia utilis;2093768,5468;1;1;2334200,49422644
Elaeodendron xylocarpum;2348592,0554;3;2;1665147,44919831
Elaeoluma crispa;28258406,3852;23;2;30590746,6868929
Elaeoluma glabrescens;230637935,5858;244;24;141545326,620751
Elaeoluma nuda;24437444,2502;44;25;15281503,3730988
Elaeoluma schomburgkiana;10516865,2054;11;5;8931306,17599754
Elizabetha bicolor;1561925,5658;2;2;1180922,53451882
Elizabetha paraensis;2759735,458;6;1;2835904,00361441
Elizabetha princeps;135407090,949;188;9;61481979,2040411
Elizabetha speciosa;10107424,7324;17;9;4480530,11842849
Elvasia calophyllea;100219602,978;104;3;79632848,4536415
Elvasia elvasioides;57854456,9294;237;6;58948950,4872811
Elvasia macrostipularis;12145563,8822;139;4;6660206,29019459
Emmotum acuminatum;26246783,099;52;26;10150331,2043425
Emmotum fagifolium;60821758,9374;125;34;13943326,0603453
Emmotum floribundum;181288509,9576;141;19;121242148,552897
Emmotum nitens;84301270,9164;156;38;22489178,0492617
Emmotum orbiculatum;11857948,1512;16;4;7503731,96476447
Endlicheria anomala;43992288,5382;54;13;18819163,1676809
Endlicheria arunciflora;1593416,0418;1;1;1980484,71625828
Endlicheria aurea;2878443,9908;6;6;1456619,38307796
Endlicheria bracteata;22096685,3368;19;13;8216187,48051456
Endlicheria bracteolata;97002601,7028;95;21;19422899,8591279
Endlicheria canescens;15931087,5274;34;14;5510433,9884887
Endlicheria chalisea;7082229,8804;17;11;2514492,23249757
Endlicheria citriodora;23662514,3808;17;12;11133776,8119022
Endlicheria directonervia;2596779,8074;5;5;1696427,73633357
Endlicheria dysodantha;13706865,9212;29;13;6352153,06236106
Endlicheria ferruginosa;2630416,6836;2;1;3488379,23484285
Endlicheria formosa;63803003,9766;84;46;16778552,2239778
Endlicheria gracilis;3242355,5018;8;5;1830671,35129714
Endlicheria griseo-sericea;2600307,0596;3;2;1990061,73157778
Endlicheria klugii;4358770,722;9;7;2378962,957682
Endlicheria krukovii;18007745,6438;31;24;4612513,43965001
Endlicheria lorastemon;866426,4126;4;3;560174,678141483
Endlicheria macrophylla;32614069,1676;42;14;10428564,1765963
Endlicheria melinonii;5257632,9708;16;14;2072335,46667768
Endlicheria metallica;5089926,7232;20;7;2429365,71966018
Endlicheria mishuyacensis;10039566,562;12;6;9089995,77663099
Endlicheria multiflora;7046953,7924;7;3;5241299,0502552
Endlicheria paniculata;76861276,7754;79;32;26373297,3253014
Endlicheria punctulata;8093113,1744;13;10;3004738,14452426
Endlicheria pyriformis;25017726,4956;12;5;17982860,364622
Endlicheria rubriflora;2047330,896;3;3;1363078,58529741
Endlicheria ruforamula;29872356,007;35;17;7002360,85980008
Endlicheria sericea;28196785,2016;33;19;16487453,7100985
Endlicheria sprucei;6964955,2974;12;9;2834746,03675302
Endlicheria szyszylowiczii;2486178,8582;5;5;1163767,24980075
Endlicheria tessmannii;9244963,0408;12;9;5723260,22765615
Endlicheria tschudyana;204756,1542;1;1;248931,770362547
Endlicheria verticillata;20073155,5538;25;14;11426020,921973
Endlicheria williamsii;18820524,3146;23;11;8769583,30076298
Endopleura uchi;329065983,86;362;127;44207932,0798373
Entada polystachya;899580,1244;1;1;970734,239672515
Enterolobium barnebianum;17172042,1994;17;10;8947713,65033999
Enterolobium contortisiliquum;7877220,8288;11;4;4642549,24600908
Enterolobium cyclocarpum;8790301,1304;16;12;2962229,45203862
Enterolobium maximum;108893496,7208;107;30;37162577,6806614
Enterolobium oldemanii;2828946,4124;12;9;1265858,08820697
Enterolobium schomburgkii;388264645,486;428;157;56790452,0654469
Enterolobium timbouva;956475,537;2;2;1050090,39552805
Eperua bijuga;104010426,5344;22;4;76200929,2778219
Eperua duckeana;139159997,6854;185;31;44261486,8786392
Eperua falcata;1953419153;6031;127;307740489,569844
Eperua glabriflora;193323911,17;490;100;40160453,204453
Eperua grandiflora;540710496,616;1625;52;189867023,671051
Eperua jenmanii;193045624,0996;161;5;114829332,297178
Eperua leucantha;1838183417,334;1390;16;594402534,265185
Eperua purpurea;544432509,02;433;13;192540079,872244
Eperua rubiginosa;184677147,2122;588;10;110408445,976841
Eperua schomburgkiana;26889439,8076;6;2;18804891,4607685
Eperua venosa;9423641,4212;8;2;6385760,61525468
Ephedranthus amazonicus;44595418,412;105;56;8617066,89375283
Ephedranthus guianensis;35131591,1814;51;18;8916599,80569245
Ephedranthus parviflorus;80358015,843;95;5;62418864,6355176
Ephedranthus pisocarpus;13276330,3708;7;2;10865410,4628662
Ericoides racemosum;8348817,3892;16;7;4587996,74476291
Eriotheca candolleana;7836794,9126;5;3;5121191,46939154
Eriotheca crassa;787226,3404;14;2;613259,935831057
Eriotheca globosa;155828849,464;288;122;29780599,8907329
Eriotheca gracilipes;19467038,4458;40;6;8526864,16040328
Eriotheca longipedicellata;48279861,6966;39;19;19739493,5028233
Eriotheca longitubulosa;17749356,2606;39;23;7103290,58584422
Eriotheca loretensis;702240,9022;1;1;801128,886760543
Eriotheca macrophylla;53101468,3114;72;30;18023865,9000514
Eriotheca roseorum;3116775,7154;3;2;2157968,20976237
Eriotheca surinamensis;12271133,9688;31;16;4002887,08299765
Erisma bicolor;137118974,584;156;72;42215408,738965
Erisma blancoa;2423335,4328;1;1;2176166,21808866
Erisma bracteosum;9711784,5574;20;10;3937139,70101008
Erisma calcaratum;118408772,5992;106;16;52437771,2965872
Erisma floribundum;3935814,338;4;3;2880053,54377846
Erisma fuscum;17647040,7718;12;8;12020793,1017848
Erisma gracile;5028459,092;10;7;2898217,64009505
Erisma japura;40619545,3038;37;7;32235966,0207752
Erisma laurifolium;146162365,5962;151;16;40078515,3025254
Erisma micranthum;10827827,3648;6;2;5928894,42764219
Erisma nitidum;3922503,6634;8;2;2805036,11401132
Erisma splendens;66864489,1232;73;18;25307619,1787606
Erisma uncinatum;542849782,4;600;119;120634073,698393
Erythrina amazonica;2940911,6814;8;8;1238472,97775147
Erythrina dominguezii;33767606,3058;5;2;24181731,0906714
Erythrina fusca;33547066,7774;13;2;35690782,8414142
Erythrina poeppigiana;15117809,4116;16;8;6424744,70149555
Erythrina ulei;25757106,9034;27;9;9944369,33643749
Erythrina velutina;1634960,5982;1;1;1739384,11055121
Erythrina verna;1594212,284;1;1;1995141,99347736
Erythroxylum amazonicum;4789669,5406;5;4;2690340,58248934
Erythroxylum amplifolium;1538927,9918;3;2;1187586,08120925
Erythroxylum anguifugum;8969995,2504;34;5;4858511,03442934
Erythroxylum citrifolium;61001369,534;38;23;20841945,3415898
Erythroxylum daphnites;5156550,3272;6;3;3780401,76835094
Erythroxylum divaricatum;315914,244;1;1;420903,254475097
Erythroxylum gracilipes;2764143,3862;3;3;1923713,52844225
Erythroxylum kapplerianum;15980869,6018;20;9;5880405,18171548
Erythroxylum ligustrinum;213448,9116;1;1;255360,894708146
Erythroxylum macrophyllum;19142812,5648;27;22;5203192,50545777
Erythroxylum mucronatum;8880706,3754;8;7;3828379,34752831
Erythroxylum ruryi;2394346,963;4;1;2232013,21722049
Erythroxylum spruceanum;3493356,6624;10;2;3106259,35509866
Erythroxylum squamatum;22926187,4386;15;7;11804991,1058892
Erythroxylum subrotundum;3902455,5784;4;1;3208237,03244843
Erythroxylum tucuruiense;4305459,6286;4;3;3060820,29914202
Erythroxylum vasquezii;480850,6372;1;1;456841,856513404
Eschweilera alata;147137774,6316;241;26;34231287,3959754
Eschweilera albiflora;874372485,694;926;80;168052224,636009
Eschweilera amazonica;368894880,106;667;88;54975450,5829844
Eschweilera amazoniciformis;138060185,502;212;33;61575215,4959969
Eschweilera andina;236308500,9484;298;57;65802501,2187984
Eschweilera apiculata;125955625,4734;128;59;57449601,4171408
Eschweilera atropetiolata;700737143,694;1062;153;148449948,327932
Eschweilera bracteosa;509070139,304;655;140;107025978,163664
Eschweilera carinata;205210198,7408;66;25;73585626,3993375
Eschweilera chartaceifolia;93348232,0918;173;48;35191927,7365334
Eschweilera collina;152988041,9232;370;103;36189646,7458167
Eschweilera congestiflora;3866461,2886;35;10;1753451,19066409
Eschweilera coriacea;4998490432,84;9048;560;280051459,983581
Eschweilera cyathiformis;188796294,5104;268;44;89706605,9677371
Eschweilera decolorans;485480595,316;925;95;75940405,4348118
Eschweilera eperuetorum;69774345,5476;124;27;12180932,6342274
Eschweilera gigantea;100039675,332;149;44;22693015,8891122
Eschweilera grandiflora;907550948,454;1657;221;131506214,986324
Eschweilera integrifolia;26362430,8742;25;3;23766073,2774797
Eschweilera itayensis;182656586,1498;229;49;57981394,9378715
Eschweilera juruensis;33921996,3374;67;27;10280012,1053674
Eschweilera laevicarpa;92416187,8296;186;46;27500240,6363185
Eschweilera macrocarpa;1270131,0074;1;1;1338313,19120371
Eschweilera micrantha;177478182,92;904;102;25485089,1176665
Eschweilera nana;9869784,7214;7;1;9575973,1307494
Eschweilera obversa;12414887,9498;22;17;3448675,80335543
Eschweilera ovalifolia;208723870,218;249;43;69449775,4544483
Eschweilera ovata;324458609,0006;298;25;118014533,141572
Eschweilera parviflora;731855343,054;1256;70;144306234,964944
Eschweilera parvifolia;693869178,806;1026;85;124421125,295253
Eschweilera pedicellata;627798506,228;1164;210;133114396,531224
Eschweilera piresii;15857560,2784;45;15;4851655,06694644
