species;population;N.ind;N.plots;pop.sd
Mouriri longifolia;800619,1258;1;1;770837,769117617
Mouriri lunatanthera;43224198,8282;19;10;33105240,4251443
Mouriri myrtifolia;123113870,2856;107;26;57413330,6002221
Mouriri myrtilloides;8766793,9374;15;11;3522797,86949128
Mouriri nervosa;15702044,2668;28;17;11687673,1796858
Mouriri nigra;149489347,8354;171;77;49544233,3564674
Mouriri oligantha;10377235,474;13;5;6532548,97521474
Mouriri peruviana;5824329,718;18;7;2808826,7011805
Mouriri sagotiana;26739607,4976;44;19;9846195,38963568
Mouriri sideroxylon;6825415,0734;9;2;5503451,18059569
Mouriri spruceana;10091957,448;5;2;7359068,88861603
Mouriri subumbellata;957841,002;1;1;1217204,91480376
Mouriri torquata;3718655,529;7;5;2085568,261596
Mouriri trunciflora;2970289,4926;7;3;2877913,50969255
Mouriri uncitheca;30822376,9892;18;2;24154824,8731789
Mouriri vernicosa;52023196,3318;94;21;24182218,313412
Mucoa duckei;87279926,5558;97;30;31527478,6161003
Myracrodruon urundeuva;128722340,0644;87;6;95957627,3647381
Myrceugenia correifolia;2177130,8332;7;6;948612,261057016
Myrcia aliena;10675639,3804;19;12;3662346,28417568
Myrcia amazonica;233902023,0186;332;43;117479762,317598
Myrcia atramentifera;24090696,222;24;18;7860768,99321949
Myrcia bracteata;4878322,8832;7;6;2391408,41836954
Myrcia citrifolia;8552994,3576;5;2;8813968,33248266
Myrcia coumete;1404932,5496;1;1;1054785,6489786
Myrcia crassimarginata;2812330,6604;4;4;1562619,59560983
Myrcia cuprea;1049128,4844;3;3;729804,337403594
Myrcia decorticans;5663214,9724;32;14;2239588,80240282
Myrcia deflexa;13988444,0702;17;11;5889085,03789856
Myrcia dichasialis;1237136,485;1;1;1511320,59803598
Myrcia eximia;6120639,585;8;7;3773221,31259817
Myrcia fallax;116160134,0986;167;100;27725349,2384511
Myrcia fenestrata;6613885,2864;1;1;4867990,22716361
Myrcia floribunda;474323,2328;2;1;424015,414241148
Myrcia gigas;1123751,1178;2;2;862154,884059721
Myrcia graciliflora;8455128,838;10;4;4397896,36855277
Myrcia grandis;18096729,8644;51;24;5112695,82382037
Myrcia guianensis;9456028,595;11;10;5092622,88982983
Myrcia huallagae;2261856,5264;1;1;2534178,18202751
Myrcia inaequiloba;7298771,7502;4;2;5749503,54467741
Myrcia laruotteana;504650,7664;1;1;474109,142103321
Myrcia lucida;3207018,9396;2;2;2547281,52696604
Myrcia madida;2585588,0898;1;1;3422506,85308861
Myrcia magnoliifolia;18534020,3354;14;10;7612596,69763388
Myrcia minutiflora;7701053,9802;7;6;5675031,60190305
Myrcia multiflora;235887664,3364;263;37;88930594,5319404
Myrcia obumbrans;6132903,3536;6;5;3270510,07867599
Myrcia paivae;34924957,4264;39;26;18326252,9302922
Myrcia platyclada;39273771,3898;34;5;31571859,5824546
Myrcia pyrifolia;295652,284;1;1;374599,935681761
Myrcia regnelliana;3479124,4638;4;1;3308171,46388423
Myrcia rufipila;4666599,852;6;6;2394289,66179003
Myrcia sellowiana;20485442,8502;65;4;12534531,607164
Myrcia servata;7920629,6904;18;11;3412725,35510197
Myrcia silvatica;4873411,9158;3;3;3854496,16948437
Myrcia speciosa;377590,167;1;1;448528,7286834
Myrcia splendens;16843028,0898;26;17;5161986,83102626
Myrcia subsericea;894046,6536;2;2;583680,180082303
Myrcia sylvatica;6459908,2142;10;5;4497962,60135968
Myrcia tomentosa;18763020,1408;16;3;17846680,2630447
Myrcianthes prodigiosa;97707,4346;1;1;110437,140045271
Myrciaria amazonica;503749,0014;2;2;352230,884136414
Myrciaria dubia;171245270,0676;284;15;77333292,543613
Myrciaria floribunda;312258460,55;268;104;132477101,760807
Myrciaria tenella;30359705,8486;21;11;15490474,569064
Myrciaria vismeifolia;309965,3142;1;1;323847,78004501
Myriocarpa stipitata;753767,9608;1;1;614696,418656113
Myrocarpus frondosus;128673293,4884;74;12;43182445,9876019
Myroxylon balsamum;77596754,2448;130;57;16359590,9473164
Myrsine guianensis;4000628,3926;7;1;3048660,78337925
Myrsine laetevirens;756768,402;1;1;786117,523167499
Myrsine umbellata;15900832,0432;16;4;8728124,96626381
Naucleopsis caloneura;340388017,852;570;129;79522951,9305403
Naucleopsis concinna;71340831,8212;60;33;20487181,0644426
Naucleopsis glabra;116774830,6112;146;56;29496689,1330772
Naucleopsis guianensis;7563742,9854;26;17;2284739,39856981
Naucleopsis herrerensis;12592097,4062;33;21;2918705,6383795
Naucleopsis humilis;451167,8674;2;1;427679,763615644
Naucleopsis imitans;25791914,8424;44;28;6081074,07212197
Naucleopsis krukovii;138038917,3422;268;87;24397932,3452467
Naucleopsis macrophylla;20225409,3084;31;20;7614019,22486937
Naucleopsis oblongifolia;35976639,9084;70;32;9311107,21723707
Naucleopsis pseudonaga;29082059,5676;47;20;15524440,166149
Naucleopsis ternstroemiiflora;58468840,6426;82;28;27962265,3428283
Naucleopsis ulei;126921232,5796;195;99;28306385,9904289
Nealchornea yapurensis;319880084,884;311;82;51094895,6069347
Nectandra acuminata;9608223,0904;7;5;4197155,01380454
Nectandra acutifolia;23089274,7048;36;4;15473630,3113184
Nectandra amazonum;175687810,3388;175;26;71160989,7740897
Nectandra canescens;8159285,3494;28;4;4246380,26033201
Nectandra cissiflora;101960280,0816;204;37;34353163,5847109
Nectandra coeloclada;10246468,241;28;8;4683106,66876808
Nectandra crassiloba;10298780,2194;33;17;2847796,69433553
Nectandra cuneatocordata;11736102,9394;27;15;3777554,1022468
Nectandra cuspidata;253033341,664;246;77;45117793,0877186
Nectandra fragrans;3516260,6296;1;1;3344644,98522063
Nectandra fulva;2835098,1116;2;2;2115095,91607233
Nectandra gardneri;5791075,125;10;2;4507926,40986937
Nectandra globosa;23145463,6348;33;11;8186252,64135626
Nectandra gracilis;4137418,0628;9;6;2057408,99164725
Nectandra hihua;116160848,2394;199;12;84949033,0471838
Nectandra lanceolata;9932921,259;7;4;4897306,25483721
Nectandra latissima;1236658,7572;3;1;1281567,10242582
Nectandra laurel;1466932,6186;2;1;1527188,5807222
Nectandra lineata;14616043,6084;23;7;10673443,8575754
Nectandra lineatifolia;10489274,9256;14;5;4610843,46545766
Nectandra longifolia;39175699,8932;84;29;9571906,73312779
Nectandra maguireana;929524,5138;2;1;883814,596657378
Nectandra matthewsii;416530,8754;1;1;319585,828743485
Nectandra maynensis;732526,4318;2;2;564046,096210854
Nectandra membranacea;8642341,4066;20;15;3067871,8213287
Nectandra oppositifolia;1664865,462;7;5;868573,540543657
Nectandra parviflora;970160,4046;3;3;632440,307151348
Nectandra paucinervia;10572931,939;41;14;3338272,57660855
Nectandra pearcei;7895919,141;19;10;3393556,66819771
Nectandra pulverulenta;96932878,0976;122;48;36056119,0460579
Nectandra purpurea;18362426,8474;29;11;7490849,37845657
Nectandra reflexa;2093768,5468;1;1;2334200,49422644
Nectandra reticulata;29742120,4752;37;19;10890554,5544969
Nectandra rubra;20309728,781;16;5;8569229,54248465
Nectandra sanguinea;1345305,6892;1;1;1356805,93186265
Nectandra surinamensis;941811,5258;1;1;945305,210868836
Nectandra turbacensis;15081318,71;39;17;4146726,4825986
Nectandra umbrosa;7558468,39;7;2;8689321,79496496
Nectandra viburnoides;11302171,66;28;15;2776204,6137235
Nectandra yarinensis;1286791,231;3;3;884125,860818434
Neea altissima;32534645,7036;57;8;21724408,4453778
Neea amplifolia;31024240,0408;40;5;22127882,3646984
Neea anisophylla;22241496,7988;27;5;11458508,5198005
Neea boliviana;17866409,6144;14;2;16179512,4679091
Neea bracteosa;3200285,813;2;1;3052641,53213835
Neea chlorantha;31229938,1204;59;21;7850506,61333036
Neea constricta;15747988,3418;19;2;11687688,2492593
Neea davidsei;3541419,2504;3;3;1878676,06483417
Neea divaricata;210770215,32;204;65;60396612,1695899
Neea floribunda;271744476,93;291;75;73210188,1803469
Neea glaziovii;331578,7478;1;1;377175,957070369
Neea glomeruliflora;3354140,9104;4;3;2098928,44675487
Neea hermaphrodita;40056027,2614;33;8;16911440,9353097
Neea hirsuta;1835666,5102;2;2;1161374,49634763
Neea laxa;9436173,5242;10;9;4812945,61371912
Neea longipedunculata;442782,375;1;1;322969,863363685
Neea macrophylla;72683790,055;122;60;18398019,4977755
Neea madeirana;76541672,871;91;32;28478250,9305028
Neea mapirensis;3329684,299;3;1;3276928,50486867
Neea obovata;16670385,8794;13;6;10652757,1020204
Neea oppositifolia;108651615,2746;84;36;33206998,370929
Neea ovalifolia;30874728,3552;53;28;10887241,1470809
Neea parviflora;19974498,7044;38;16;5648466,24694033
Neea psychotrioides;7737395,7676;15;9;3680521,55528529
Neea ramiflora;1300415,9028;1;1;1432543,1084419
Neea robusta;9003709,4346;8;7;3326834,85041702
Neea speciosa;589921,8186;1;1;570201,03354247
Neea spruceana;94625306,2116;135;52;30079073,4363902
Neea stellulata;1852773,9136;4;4;1143695,94862362
Neea verticillata;25579566,0798;38;19;8948149,56810566
Neea virens;1096365,5062;1;1;1229506,48855336
Neocalyptrocalyx leprieurii;2011092,3938;7;4;1206954,47568276
Neocalyptrocalyx maroniensis;5693613,7044;25;14;3633439,14403145
Neocouma ternstroemiacea;36229271,4724;33;10;14886430,7642874
Neoptychocarpus apodanthus;693835,3036;2;2;567581,441213028
Neoptychocarpus killipii;901574,7466;2;2;622367,955048537
Neoraputia paraensis;217684130,5658;107;6;207572598,299997
Neosprucea grandiflora;3416851,8162;8;6;2076082,99949631
Neosprucea rimachii;1046776,9746;1;1;1111896,92657637
Niemeyera acuminata;1615231,4412;3;2;1267343,53785086
Ochroma pyramidale;19981364,8146;27;10;8967514,52959412
Ochthocosmus barrae;29846001,5536;30;4;21253672,5682467
Ochthocosmus multiflorus;122534428,2718;659;8;60196066,162157
Ocotea abbreviata;3251997,6286;3;2;2588081,98828682
Ocotea aciphylla;535982762,27;638;158;105277436,443902
Ocotea acutangula;36137882,6878;57;8;26931974,5052964
Ocotea adenotrachelium;1593416,0418;1;1;1980484,71625828
Ocotea aenea;3994805,0744;7;4;1710050,98390197
Ocotea amazonica;77472249,6266;118;54;23462095,8755672
Ocotea amplissima;491348,9258;1;1;640105,033493631
Ocotea argyrophylla;114057085,7792;167;78;33739905,2513836
Ocotea aurantiodora;7485644,0098;100;4;4584152,90716539
Ocotea baturitensis;2809865,0992;2;1;2109571,29767925
Ocotea bofo;80114001,3364;115;44;20309652,8629102
Ocotea boissieriana;2304559,2488;1;1;2261712,2399215
Ocotea brachybotrya;3266720,9148;4;2;2588173,53258468
Ocotea bracteosa;1634860,2772;4;3;725925,116340769
Ocotea brenesii;8997892,7532;6;4;5250865,63433197
Ocotea camphoromoea;39045556,6472;75;22;15646349,6888141
Ocotea canaliculata;180617757,748;250;81;46581774,3538844
Ocotea ceanothifolia;13521369,9266;37;29;4082149,16705253
Ocotea cernua;430983340,85;522;175;68063865,7900711
Ocotea chrysophylla;483376,7474;1;1;467597,7768268
Ocotea cinerea;302536564,704;370;89;82864025,0776854
Ocotea complicata;1179905,3306;1;1;1129438,97841508
Ocotea corymbosa;78007601,8524;46;2;48348965,8413768
Ocotea cujumary;151486046,598;187;83;61372441,9227976
Ocotea cuneifolia;2570255,813;8;5;1418863,5865148
Ocotea cymbarum;79617295,8768;95;31;21038504,7471115
Ocotea delicata;19694850,1434;15;12;7569304,68358476
Ocotea dielsiana;412147,1664;1;1;539068,052849833
Ocotea diffusa;604995,2494;1;1;662945,973446449
Ocotea diospyrifolia;1753593,3184;1;1;1938632,64413482
Ocotea discrepens;459955,91;1;1;472650,667533185
Ocotea douradensis;37221049,5648;35;20;11961190,1588869
Ocotea esmeraldana;1135871,5312;1;1;1054561,86613815
Ocotea fasciculata;41250497,8176;56;22;19959783,6918808
Ocotea fendleri;9518842,5352;9;4;5294985,01106941
Ocotea floribunda;69888238,2638;179;76;11675961,3872317
Ocotea fragrantissima;3395439,0356;3;1;3162014,94181983
Ocotea gardneri;12258048,915;3;1;13391443,0168839
Ocotea glomerata;108932346,936;178;53;27316463,3059487
Ocotea gracilis;11460171,5932;17;9;5659365,70137768
Ocotea grandifolia;3637786,6828;3;1;3678745,71723982
Ocotea guianensis;279409335,19;403;49;59959289,8143161
Ocotea hirtostyla;1459383,5624;4;3;799074,636383837
Ocotea hoehnei;867419,4092;4;1;938585,756667817
Ocotea immersa;15824080,3452;10;6;6481714,28348649
Ocotea indirectinervia;3684736,538;27;13;1227670,99903486
Ocotea insularis;376526,7248;1;1;391298,428722207
Ocotea javitensis;148523720,416;176;72;22494902,5679138
Ocotea lenitae;833061,7522;2;1;639171,657910093
Ocotea leucoxylon;310942563,7456;367;49;109767979,875804
Ocotea ligulata;1081558,6442;3;2;818696,176071989
Ocotea longifolia;224989644,4;200;83;51334209,290259
Ocotea marmellensis;19117233,5302;19;7;12514549,7600692
Ocotea matogrossensis;61628790,9408;92;26;46423715,2837467
Ocotea meziana;1042295,4372;2;1;1093642,09822314
Ocotea minor;2955705,9702;9;9;953577,499762403
Ocotea minutiflora;2051278,0612;4;1;2092596,98758147
Ocotea myriantha;70203404,1366;86;40;18337659,3993668
Ocotea neblinae;57731959,2588;37;17;18139789,2702891
Ocotea neesiana;302875,1774;1;1;336089,11449721
Ocotea nigra;3831517,2648;16;10;1618815,69459032
Ocotea nigrescens;121047466,8524;88;44;52199865,1499054
Ocotea nilssonii;1933057,992;1;1;2193342,85261211
Ocotea nitida;5037249,8722;8;8;2206172,334987
Ocotea obliqua;3275786,5282;9;8;1240447,18687309
Ocotea oblonga;82777032,8238;162;60;16979420,1020681
Ocotea obovata;10964957,5958;21;8;4877056,80670815
Ocotea olivacea;12281246,2798;22;11;4872881,72041109
Ocotea oppositifolia;957841,002;1;1;1217204,91480376
Ocotea ovalifolia;416530,8754;1;1;319585,828743485
Ocotea panurensis;485679,4686;1;1;511471,594918929
Ocotea pauciflora;29969475,3816;29;10;10884827,113599
Ocotea percurrens;124190593,402;281;87;12751841,8714876
Ocotea petalanthera;58185889,3958;104;49;9668000,1197254
Ocotea porosa;126319381,6066;75;2;76218035,2398936
Ocotea puberula;42604784,3394;80;32;12903106,1475134
Ocotea quixos;11368301,8814;20;13;3635279,66367981
Ocotea rhodophylla;25562182,9536;35;24;8920000,03789484
Ocotea riparia;376526,7248;1;1;391298,428722207
Ocotea rubrinervis;27773675,18;37;24;10943006,8530879
Ocotea sandwithii;2136464,7144;5;4;1211296,66220474
Ocotea scabrella;480838,8036;1;1;483355,937274545
Ocotea scalariformis;1227688,734;4;4;628704,333798968
Ocotea schomburgkiana;148712727,51;471;35;41629208,9282691
Ocotea silvae;3341542,2672;2;1;3637815,81336575
Ocotea splendens;210320088,085;141;55;91800714,4044332
Ocotea subterminalis;22607949,774;61;30;6397036,85664358
Ocotea sulcata;1345305,6892;1;1;1356805,93186265
Ocotea tabacifolia;25554920,7316;14;12;6340049,70434572
Ocotea tessmannii;17421877,79;43;26;4122608,78122948
Ocotea tomentella;35459687,5552;57;30;19868182,3916405
Ocotea ucayalensis;6015951,3238;11;9;3032810,95942572
Ocotea whitei;1996566,91;2;2;1440013,15114231
Oenocarpus bacaba;1237426981,4;2107;308;131681497,325235
Oenocarpus balickii;3624094,7984;5;4;2339562,97265263
Oenocarpus bataua;3711704020,22;4857;350;396581876,630778
Oenocarpus distichus;119192712,7702;136;48;43232667,7437602
Oenocarpus mapora;274895758,458;374;83;55808055,2584217
Oenocarpus minor;54064659,0874;20;4;46176429,471748
Olmedia aspera;604912,488;3;2;532742,162629538
Omphalea diandra;20742502,5544;35;13;7487578,63810226
Onychopetalum amazonicum;135294174,8376;226;80;21657143,6766165
Onychopetalum periquino;8586398,4134;6;5;5191737,46048121
Ophiocaryon heterophyllum;48065764,672;74;26;13240621,2641181
Ophiocaryon klugii;6147311,5866;6;3;4006191,99019548
Ophiocaryon manausense;16912151,7752;28;13;6578574,79009531
Opuntia brasiliensis;11583593,5668;12;2;7671818,26468883
Ormosia amazonica;15840660,8304;16;14;6057011,36649681
Ormosia arborea;3199162,6566;6;3;1553014,88285716
Ormosia bolivarensis;2525572,2062;23;7;1584045,32966769
Ormosia bopiensis;20125676,8718;28;17;8912330,59837888
Ormosia coarctata;15047796,2224;23;8;8034050,18783717
Ormosia coccinea;38261410,2112;35;25;15128899,6811995
Ormosia costulata;36466939,7228;99;38;9001033,04882611
Ormosia coutinhoi;75642803,8926;260;35;25349412,4489354
Ormosia discolor;39275639,6248;39;16;15522567,4142696
Ormosia elata;1796808,4718;7;6;932810,779024819
Ormosia excelsa;86257472,919;199;15;40569134,1492717
Ormosia fastigiata;17831054,542;17;8;7569778,49830633
Ormosia flava;36559161,7294;30;27;10202361,4034902
Ormosia grandiflora;6846971,5956;10;10;2374998,19930461
Ormosia grossa;21439284,1854;13;12;10944861,5139669
Ormosia henryi;1456124,528;4;3;921161,497164801
Ormosia holerythra;13582483,015;15;10;7979891,7345863
Ormosia lignivalvis;1069968,626;4;4;694473,435961112
Ormosia macrocalyx;53289216,2944;42;19;17384925,519247
Ormosia macrophylla;2599233,4272;2;1;2232145,65436249
Ormosia melanocarpa;2576998,6082;11;6;1374748,52250153
Ormosia nobilis;21926732,0184;28;19;9722228,66713459
Ormosia panamensis;834047,5758;2;1;882738,323508673
Ormosia paraensis;217352598,536;216;98;49547425,6396284
Ormosia smithii;941811,5258;1;1;945305,210868836
Ormosia stipularis;1618643,6354;4;3;1412548,51586694
Osteophloeum platyspermum;615378094,668;785;280;78123468,4429036
Otoba glycycarpa;285712765,204;613;61;71763953,7351927
Otoba parvifolia;634367922,402;1773;105;106334143,266861
Ouratea acuminata;1869316,0254;1;1;2396366,26984771
Ouratea amplifolia;11106822,4808;17;9;5847971,08351004
Ouratea angulata;2702269,2944;2;2;2249702,21194884
Ouratea aromatica;701501,4058;3;2;497976,917916314
Ouratea candollei;7317744,0646;15;3;6054235,01175216
Ouratea castaneifolia;30005728,2438;29;15;11433135,9389992
Ouratea chiribiquetensis;6434654,71;5;3;4336222,51497241
Ouratea decagyna;2552028,6264;18;12;800234,125008362
Ouratea discophora;211198856,542;356;61;59159336,347521
Ouratea ferruginea;1481100,1696;1;1;1628351,17357703
Ouratea guianensis;5792404,9412;13;8;3108227,02617618
Ouratea hexasperma;34834285,072;14;3;24980937,3023675
Ouratea inundata;3199674,805;3;2;2847092,62980688
Ouratea iquitosensis;411221,748;1;1;410125,152874077
Ouratea kananariensis;836464,6766;2;1;941392,000752211
Ouratea leprieurii;10151677,0448;13;2;11177382,5776994
Ouratea macrobotrys;1125188,5788;1;1;1045181,66032082
Ouratea melinonii;5749127,3868;40;18;1476931,8642971
Ouratea paraensis;4504718,3014;3;2;4120180,39982223
Ouratea pendula;7134124,9662;8;6;3084855,08844133
Ouratea polyantha;7123323,3816;5;4;3896955,59061554
Ouratea polygyna;12437253,8364;13;5;9475024,59460018
Ouratea racemiformis;3794882,4232;4;4;2230010,90782643
Ouratea scottii;7925087,6326;14;4;4633412,87378408
Ouratea spectabilis;278806,1788;1;1;273539,184526815
Ouratea spruceana;71436976,1228;164;3;50968839,6328795
Ouratea williamsii;380677,0244;1;1;335413,6255925
Oxandra acuminata;171018065,0238;284;36;94789319,380204
Oxandra asbeckii;230113779,6688;840;81;73177208,0804947
Oxandra dielsiana;1542405,3116;4;1;1731127,51264636
Oxandra espintana;217746647,4792;261;23;145443537,117144
Oxandra euneura;36123255,3618;65;16;12157610,9560653
Oxandra krukoffii;46224274,197;31;13;20063126,9794804
Oxandra leucodermis;32984422,8644;25;2;32240226,0346046
