Accepted_species;n.ind;n.plots;est.ind;population.mean;population.sd
Protium_cuneifolium;6;2;6787161,18507854;6795568,196162;5337405,92078608
Senefeldera_verticillata;6;3;6682402,56068541;6790508,068443;5097042,74834721
Stryphnodendron_moricolor;15;10;7024345,02712231;6774648,1074654;2642004,32312557
Ilex_petiolaris;14;11;6724317,81653799;6773223,6480708;2341891,48947612
Nectandra_coeloclada;28;8;6512904,90583537;6771382,09798479;2734264,40294734
Chrysophyllum_scalare;12;6;6624219,70192107;6766426,22478381;2900255,38054411
Piper_arboreum;8;3;6393263,71997733;6735678,7694434;4987112,24649248
Paloue_induta;23;4;6591580,27735447;6733728,122897;4079680,83579679
Limadendron_amazonicum;9;4;6389330,79300882;6731247,4285564;4622746,25059225
Sloanea_erismoides;12;7;6536884,06181375;6722855,020148;2902637,24096944
Prunus_debilis;24;17;6397022,39576267;6706637,72945801;2186839,21872685
Fissicalyx_fendleri;12;4;6165663,20689026;6690332,9280954;3665596,53539551
Tabernaemontana_angulata;22;12;6711378,28745891;6679975,63445;2163162,81811417
Licania_davillifolia;22;6;6612341,86012169;6675885,8762618;3147475,99965802
Vismia_sprucei;21;11;6670055,95185688;6656874,7281666;2989779,24212568
Enterolobium_contortisiliquum;12;5;6633544,67880638;6642290,5970951;3323952,2904198
Cordia_sericicalyx;8;5;6495910,31891645;6642103,85433741;4643520,12698831
Duguetia_hadrantha;24;15;6408323,5373862;6629335,688876;2391145,81764561
Macrolobium_evenulosum;6;3;6418121,05221144;6624972,9544796;3834659,52087742
Tetrorchidium_macrophyllum;26;12;6506174,6748;6617202,149474;2348037,66643961
Couepia_cidiana;1;1;6590928,99770719;6608190,371548;5778712,06178802
Ruagea_glabra;9;1;6391869,7274147;6607836,44243799;6586426,53627273
Pourouma_phaeotricha;9;4;6689341,71348603;6602795,0157816;3454085,20871105
Inga_longiflora;8;5;6012778,81606852;6595075,38278439;4127152,02793659
Hieronyma_huilensis;7;2;6578239,53246525;6587949,275298;4502611,18571843
Citharexylum_poeppigii;9;6;7266466,62578175;6583765,8217156;3492021,21398552
Miconia_tetrasperma;15;7;6159605,29198503;6579636,30833101;3142411,74444962
Lacistema_polystachyum;8;7;6752734,16748857;6576773,2444018;2975236,05921004
Guapira_costaricana;6;2;6653584,70966025;6570395,903628;4608207,73085008
Quiina_cruegeriana;20;12;6306177,79478212;6568268,887182;2364359,74115428
Ruprechtia_tangarana;18;7;6521033,99592288;6566519,2529576;3301623,81891061
Myrcia_rufipila;7;7;6500076,62975611;6557824,82650399;3185374,59902095
Onychopetalum_periquino;6;5;6468297,32346032;6553647,18301201;2958680,23968061
Endlicheria_tessmannii;11;8;6585377,03660336;6546460,64569426;3471583,70127337
Guatteria_ramiflora;20;6;6236425,5902337;6527250,378908;3263969,18687384
Homalium_albiflorum;10;2;5864316,91248904;6516427,62355041;5872949,74822786
Isertia_parviflora;8;2;7324971,46470126;6515833,1643;4872373,28499029
Alseis_lugonis;27;16;6506701,82867429;6508920,184108;1847474,57186868
Guapira_cuspidata;11;4;6492686,51934191;6498664,151169;3745223,5917798
Microdesmia_rigida;7;1;6574508,31806742;6464031,264584;6877296,96752055
Pagamea_duckei;21;4;6423285,29673373;6426815,80627079;3916852,93165866
Miconia_centrodesma;10;8;6410130,55798224;6421882,99114241;3132309,02955549
Brosimum_melanopotamicum;10;9;6667018,60755264;6420576,34276859;2843342,47948871
Mabea_klugii;26;11;6012452,47368528;6416080,94030979;3041709,74083355
Laetia_cupulata;8;7;6326169,01778616;6405011,8491164;2756703,72763786
Curupira_tefeensis;3;3;6630697,22010719;6403520,834102;3868348,635812
Corythophora_amapaensis;28;4;6669890,79638187;6394944,0749306;5053988,43354076
Talisia_megaphylla;22;15;6207710,54489384;6383557,512108;1772706,0637402
Rhodostemonodaphne_recurva;15;14;6320517,68966498;6381072,511788;1870351,7800793
Virola_multiflora;14;12;6176003,33667741;6345532,07217581;1779139,27461991
Duguetia_trunciflora;18;8;6412723,0291411;6341663,2480912;3106634,9980433
Rudgea_hostmanniana;9;3;6178170,80207785;6323328,504072;3233049,73316215
Ixora_martinsii;7;3;6985742,81999069;6305734,9216008;3503650,61809599
Terminalia_glabrescens;7;4;6978498,79154869;6303628,25112079;4386561,18981774
Casearia_fasciculata;12;5;7486745,77259681;6292981,2012653;3114856,06995572
Erisma_micranthum;6;2;6013746,8016207;6283449,23276599;4288034,4409717
Casimirella_ampla;18;8;6303134,34567486;6279662,247444;2503160,95677422
Neea_laxa;8;8;6429782,0565178;6257290,572704;3017937,70684379
Casearia_commersoniana;8;5;6228906,84640904;6247131,8923868;3098162,2818057
Guapira_eggersiana;43;19;6223883,11535298;6246353,125234;1671986,3186023
Inga_yacoana;23;13;6014268,61152588;6236714,736358;2266389,01936495
Chaunochiton_angustifolium;23;1;6201716,71726078;6224837,231192;6735590,13051544
Genipa_spruceana;6;3;6198384,97604548;6221856,56544899;4810084,93912134
Inga_acuminata;16;10;6341633,29358318;6214726,7372036;2396978,06708364
Eugenia_heterochroma;16;14;6127415,35198543;6211479,00371;1859826,39669148
Trichanthera_gigantea;13;6;5720278,49006441;6203755,08509479;3377282,09762615
Machaerium_villosum;11;4;5891410,61363435;6200284,013791;3538663,54067149
Inga_striata;13;10;6503040,28306171;6199048,8691276;2959259,32013925
Mouriri_oligantha;13;5;6053751,34651421;6191758,71909;3393650,84241822
Neea_parvifolia;15;9;5959454,06589615;6166302,0233164;2477804,33131953
Vismia_schultesii;8;2;6150303,30789648;6151899,59659401;3888182,67609705
Byrsonima_frondosa;8;2;6137050,62712888;6144922,585413;5393640,20062263
Tovomita_caloneura;12;12;6302245,96344065;6144804,5623442;2141039,577612
Ambelania_duckei;14;13;6114516,50962938;6135624,591148;1736323,042215
Ixora_ulei;19;8;6037302,57241482;6119118,3036812;2724226,62039632
Cecropia_putumayonis;25;11;5952831,73617969;6118861,6448956;2466921,36718294
Raputia_aromatica;8;1;5702668,83373144;6116808,672342;5804450,96612052
Casearia_negrensis;18;11;5910176,60015137;6116747,49119601;1942550,79695712
Quararibea_hirta;12;5;6107810,18830967;6116193,9578716;2760377,69490689
Bursera_inversa;8;2;5799686,60492387;6093482,4104006;5533395,69022813
Talisia_sylvatica;20;5;6173366,06446986;6085625,9520048;4722043,38907014
Miconia_fragilis;19;7;5819179,54456605;6080412,78977068;4730833,13959895
Talisia_furfuracea;33;19;6044889,12346887;6062402,928678;2070734,17617304
Spongiosperma_grandiflorum;7;2;5689338,06444939;6054757,7059338;5330704,39413557
Ocotea_obovata;22;9;6016113,23456904;6052122,7507382;2580563,58231668
Ficus_piresiana;18;14;5992804,55888746;6049708,703362;2052604,79312578
Theobroma_velutinum;8;6;6479794,1014471;6045135,2261676;3017487,55999115
Nectandra_membranacea;20;15;6593696,56440767;6040524,68940001;1636901,18606918
Swartzia_leblondii;54;21;5666692,38424129;6038416,654136;2303842,16821032
Ouratea_melinonii;40;18;7365771,79002841;6026044,9983598;2616773,00054969
Endlicheria_metallica;21;8;5774624,34941328;6013897,5601614;2784716,11807582
Inga_loubryana;66;26;5534157,74721024;6013456,596554;1422725,68660926
Talisia_simaboides;41;31;5698385,54845824;6007269,539302;1365015,89119916
Aspidosperma_ulei;10;4;5617651,59065326;5975945,389744;4760843,14930514
Ceiba_crispiflora;2;1;5890028,39268713;5952409,01949599;5252899,21622332
Ocotea_nitida;9;9;5983822,4264257;5949598,136944;2236303,24932365
Parkia_balslevii;24;16;5796342,00222354;5945765,12606;1529225,64740261
Sloanea_meianthera;20;15;5815982,34485508;5941692,170736;1743613,54275492
Tetrorchidium_rubrivenium;10;3;6044573,26093643;5935624,9990494;3426670,32632804
Coursetia_ferruginea;11;5;5530300,43448427;5933681,01349879;2669617,92447833
Recordoxylon_speciosum;40;12;5598323,89874417;5924385,57401999;2201504,03964992
Vantanea_paraensis;9;7;5683104,52533922;5920374,9652424;2639377,98650464
Inga_leptocarpa;8;5;6226644,57536464;5912654,6110652;3174786,26760924
Miconia_pubipetala;10;3;6152166,74338859;5912178,84633479;4065791,777429
Theobroma_bicolor;7;3;6055733,87922488;5910530,9703468;4406782,92417811
Cavanillesia_hylogeiton;10;5;5943901,75162693;5900289,85075821;2946609,74837109
Ximenia_americana;12;5;6034869,57328845;5899382,2731794;2852149,79208048
Inga_panurensis;6;4;5934014,40878711;5871504,08923139;4040801,71555617
Guettarda_spruceana;11;4;6291334,68241024;5860623,2561876;3271316,41825827
Cinchonopsis_amazonica;9;4;5717956,94343059;5857972,0533118;3230855,08404354
Tovomita_krukovii;7;2;5663595,04053968;5847255,561866;5389288,51953494
Myrcia_citrifolia;5;2;5541998,73219353;5837758,864224;4871491,62255135
Chrysophyllum_superbum;8;4;5421707,57354015;5827101,1108358;2903738,38324575
Caryocar_harlingii;10;8;5642149,455653;5824276,4530002;2051075,68256376
Eugenia_tetramera;18;10;5890127,68480323;5823342,3200932;3493168,6657601
Pourouma_petiolulata;17;10;5522985,68426769;5820682,541722;2258694,54896183
Anaxagorea_phaeocarpa;14;8;5992348,70546575;5816220,7971492;2112501,34189568
Swartzia_picta;7;5;5994790,03738765;5811138,1020834;2485035,2575473
Adelia_ricinella;7;5;5626208,12124272;5803276,3193152;2390909,75948483
Pentaplaris_huaoranica;31;12;5574366,32386657;5801607,276194;2350350,66598867
Pachira_orinocensis;10;5;5303397,93922551;5801393,5413144;2828921,61980785
Catostemma_milanezii;7;5;5622732,49564123;5798735,312691;2944662,50446876
Quararibea_loretoyacuensis;10;3;5730247,30757469;5798695,27896239;3661004,08595368
Ocotea_brenesii;6;4;5560598,47642959;5796209,9258266;2968800,4385535
Lacmellea_gracilis;19;9;5552419,36210044;5787992,457666;2433615,12948206
Heisteria_insculpta;19;11;5716376,19743368;5776215,68518799;1737401,20818703
Pouteria_pimichinensis;5;1;5975994,72881333;5766042,00659401;5916313,67915368
Ocotea_quixos;19;12;5690509,37443786;5763917,2999;1703103,1173113
Samanea_inopinata;2;1;6174900,74478232;5761302,325752;5340829,93751681
Nectandra_umbrosa;6;1;6091421,48435717;5757864,787074;5848197,30127634
Protium_aidanianum;30;16;5428364,93021365;5728960,66952601;1824843,38008419
Eumachia_boliviana;13;2;5322631,67112094;5705510,554724;3878630,52998116
Blastemanthus_gemmiflorus;5;2;5504818,34340484;5705012,3712754;4718248,27112998
Sloanea_grandis;9;6;5793576,46420373;5686179,7838436;3680061,81850409
Schistostemon_macrophyllum;6;2;5858890,81788392;5683691,186392;4008316,98907257
Licania_robusta;78;10;5808415,07718448;5677528,8720296;2067384,45290615
Tovomita_spruceana;8;5;5644993,66196589;5676191,3240096;2656962,48481056
Hymenopus_adolphoduckei;14;7;5704787,40102818;5659819,4748006;3319660,63497461
Endlicheria_chalisea;17;11;5591224,64848479;5656910,2715552;1997096,86111632
Salvertia_convallariodora;10;1;5834429,69912238;5648799,59116;5989955,77986988
Ficus_trianae;15;2;5131706,92469471;5638331,81197701;5339972,6314793
Peltogyne_campestris;11;6;5546373,14251574;5637740,4539334;2600836,95572571
Talisia_hemidasya;11;5;5517141,40063544;5633065,5161544;2516225,60454361
Endlicheria_dysodantha;14;12;5673802,52563005;5633012,347314;1786807,46970492
Tocoyena_williamsii;15;9;5824080,4784015;5631083,3542942;2260046,20981731
Aspidosperma_nanum;9;3;5721005,20204767;5622204,86106181;4700357,44168416
Malouetia_guianensis;25;6;5675484,28933242;5621455,4378034;2611906,17279628
Trichilia_mazanensis;7;4;5816323,98858509;5613546,2439556;3058595,65706461
Taralea_nudipes;5;4;5552750,58486277;5602893,620826;3119263,03057758
Diospyros_manu;11;7;5258119,64502954;5596032,55399301;4022330,07738459
Luehea_grandiflora;8;5;5850579,67768244;5587284,3077896;2491743,46950082
Inga_glomeriflora;14;9;5317858,33039174;5581317,1590576;2192747,15483786
Myrcia_guianensis;11;10;5600711,36892607;5580455,657874;2020986,06710424
Calliandra_magdalenae;9;7;5659705,17615169;5576596,367782;2517272,68768234
Stylogyne_orinocensis;5;4;6247096,0900726;5560025,70680654;2878955,37098825
Cordia_toqueve;15;10;5323473,9046911;5557740,819794;2049361,35902931
Myrcia_servata;18;11;5423348,21458701;5554319,981986;1934446,52892563
Ecclinusa_lancifolia;15;7;5445047,94638486;5552944,125895;2171223,67690468
Cheiloclinium_hippocrateoides;7;5;5884410,54725228;5542456,9297276;2433391,37917391
Preslianthus_pittieri;14;6;5307371,80149601;5540946,2325408;2461592,92750852
Ouratea_leprieuri;13;2;5388506,47524818;5521851,735549;5308351,29340178
Eugenia_schunkei;21;13;5408117,83705265;5499967,6874262;1846865,48589172
Albizia_duckeana;14;10;5374427,24140151;5494371,246323;2102216,61123729
Styrax_sieberi;5;4;5376346,91977304;5491950,790833;3500898,56345374
Rinorea_brevipes;17;3;5355341,25406764;5481475,2588436;3515383,17519295
Byrsonima_lancifolia;2;1;5464852,04907606;5480903,298226;5230174,86383692
Duguetia_dimorphopetala;5;1;5233814,58320801;5476513,293242;5099108,11466295
Couepia_sandwithii;13;8;5414270,7478534;5474080,1227008;2461966,13098575
Byrsonima_laevis;4;3;5139632,33202476;5474015,903238;3024654,98191271
Calyptranthes_forsteri;11;10;5386624,15802669;5471191,2688952;1896048,92088053
Ternstroemia_urophora;4;3;5313693,50037587;5466461,847756;3128790,14165238
Virola_minutiflora;9;8;5408973,83629107;5465787,8627766;1955475,6654642
Catostemma_albuquerquei;18;13;5492317,77576946;5461195,050568;1739638,81890681
Stephanopodium_peruvianum;22;7;5319844,65380862;5460347,3326442;2644045,31694581
Ouratea_polyantha;7;5;5288885,82989919;5457728,0972098;2539523,04285719
Calyptranthes_maxima;16;11;5360461,12158737;5436853,0705012;2030088,82523061
Aphandra_natalia;4;2;5980581,6781146;5436782,068522;3389787,37665895
Vitex_gigantea;10;3;5078858,87808044;5430104,8469398;3502657,07003052
Naucleopsis_guianensis;26;17;5211879,26046613;5427035,47662;1579820,45529714
Tachigali_eriopetala;17;3;5315003,51018598;5418981,9811;3911751,73415151
Warszewiczia_cordata;14;10;5464791,4401454;5416984,17483201;1919701,24580265
Machaerium_robiniifolium;10;5;5333860,35121333;5403184,3621604;2711282,23873861
Sloanea_parvifructa;7;3;5202199,31846537;5400421,8366512;4155068,61128044
Talisia_firma;8;7;5195395,43267096;5392086,2834398;2516829,77202779
Calliandra_trinervia;18;11;5122225,76146159;5388095,813134;1662653,34212402
Schistostemon_retusum;6;3;5833374,07986811;5383161,4011362;4666377,7974394
Miconia_serialis;19;7;4970128,23726937;5376270,9125966;2707149,73419856
Licania_irwinii;44;5;5031429,09532141;5371456,1083426;3160618,70596732
Coussapoa_villosa;19;14;5354686,14703146;5354531,0914342;1826860,38703208
Ormosia_grandiflora;10;10;5250507,30030671;5352354,4284066;1931057,71287309
Ilex_guayusa;5;4;5177705,77156057;5352327,0620218;2683484,86372234
Vantanea_tuberculata;7;5;5175862,31559777;5348565,5140464;3221358,22895069
Enterolobium_cyclocarpum;17;13;5375255,62502833;5340646,10282;1580760,41549717
Ladenbergia_muzonensis;8;1;5818559,44808116;5337818,037546;5327983,10668161
Eugenia_nesiotica;10;4;5141243,38484875;5325819,55728181;2465998,5410935
Ephedranthus_pisocarpus;7;2;5129774,34619574;5309057,25805601;3790657,0086549
Guarea_carapoides;10;3;5445604,83958039;5306923,723946;2878524,73835133
Aldina_discolor;3;1;5312999,41144831;5301761,78941;4519368,14164376
Trema_integerrima;8;6;5220851,97225257;5283744,0455238;2798770,61371184
Tabernaemontana_catharinensis;6;3;5162642,38116317;5277945,9170254;3177368,50817987
Himatanthus_revolutus;15;13;5256591,77283638;5275559,444728;1413725,90203197
Schistostemon_oblongifolium;6;3;5176075,1918168;5273079,853602;3608290,63812202
Erythroxylum_mucronatum;8;7;5071672,86590324;5262718,733346;1988940,26509097
Xylosma_intermedia;22;19;4987661,21772279;5257695,479058;1304628,98983976
Myrcia_graciliflora;10;4;5433421,72920453;5255877,97145221;3422107,62012993
Anaxagorea_brachycarpa;3;2;5254402,27245203;5253945,9191998;4477626,210813
Inga_cordistipula;6;1;5550779,04444818;5252514,316502;4549380,47367472
Matisia_lomensis;22;11;4927710,63646939;5241467,026182;1903731,0366557
Annona_leptopetala;2;1;5464852,04907606;5234240,771184;5381907,12643551
Wettinia_augusta;15;9;5322502,52248024;5222885,8424076;1755671,03194046
Hirtella_bullata;12;5;5175508,54847702;5208856,192353;2574202,75698666
Guatteria_intermedia;9;6;5215921,73015972;5208273,3228364;1896695,81651604
Guarea_caulobotrys;7;4;5157320,4998259;5199042,0944586;2771172,59820504
Inga_plumifera;5;3;5112013,66062255;5191189,1168778;3567041,52528113
Guatteria_anteridifera;18;3;5313478,54936199;5171971,324866;3673898,01662428
Dipteryx_rosea;4;2;5098306,91356933;5171515,486512;3725367,56951425
Aniba_megaphylla;9;6;5268049,56400789;5169026,4391274;2119744,95391598
Dodecastigma_amazonicum;12;5;4971697,97374323;5162018,9824458;2735393,31736453
Abarema_longipedunculata;3;2;5259217,96234272;5153335,989356;3679655,59564393
Humiriastrum_subcrenatum;37;21;5115108,52251005;5147829,12712401;1500975,75079003
Pouteria_juruana;20;5;5215408,13754372;5144911,1967086;2573831,66333521
Pseudoxandra_obscurinervis;14;9;4954611,25440443;5136482,3347948;1959614,93286949
Duguetia_decurrens;26;1;5083978,33973335;5135004,106094;4923409,83565585
Calycolpus_revolutus;39;7;4939363,38362055;5133211,0927608;2564155,81401507
Ophiocaryon_klugii;6;3;5071337,96932365;5131759,459558;3048089,47320449
Vochysia_braceliniae;13;10;5080448,76769995;5129973,2629712;1612121,89747279
Abarema_microcalyx;11;8;5131847,45898123;5128142,1796384;2446835,28421455
Eschweilera_rionegrense;4;1;5125941,83042969;5126470,841266;4995503,53296027
Annona_dolichophylla;10;7;4941475,1235074;5121498,1817524;2167281,67937638
Ouratea_chiribiquetensis;5;3;4859695,52849269;5099231,1895932;3362336,12474767
Inga_venusta;6;1;5121993,16452589;5078021,851336;4773590,77563505
Pachira_dolichocalyx;43;11;4519584,46577118;5068976,320858;1970901,17177854
Cordia_silvestris;8;5;4976133,58236658;5061479,6487954;2352678,59516764
Lacistema_nena;20;13;4790868,83679233;5056951,6962564;1794914,23603086
Senegalia_alemquerensis;6;3;5180654,92430436;5050934,3037688;2918117,69908177
Schistostemon_reticulatum;7;2;4550740,03916252;5049363,77397;3387503,16107878
Lissocarpa_stenocarpa;8;4;4679866,77294893;5036430,922476;2662608,38143183
Sterculia_rugosa;28;7;5142775,53857136;5027116,6658934;2289232,45362794
Pouteria_resinosa;19;12;5005702,87982962;5026708,643222;1536848,37996557
Campnosperma_gummiferum;5;1;5206220,02579712;5026549,18003;5015051,07272354
Miconia_biglandulosa;7;5;5097337,60940341;5025985,3229676;2589047,78649689
Dendropanax_neblinae;5;2;4855541,03597211;5018220,610142;3345226,94858269
Vochysia_floribunda;10;2;4857424,10362253;5013788,193226;3391432,77580579
Ficus_crocata;10;6;5181031,48957976;5012075,66794321;2961588,19565647
Cynophalla_amplissima;12;8;5261394,69358332;5006646,7944166;2103001,84229786
Ilex_jenmanii;5;1;4815427,49808271;5003575,679492;4709702,71989428
