Accepted_species;n.ind;n.plots;est.ind;population.mean;population.sd
Ormosia_coutinhoi;256;34;53277753,0880032;54142033,4438;12050375,4099644
Coussarea_paniculata;95;19;53719253,0185102;53991046,05846;26961864,9628747
Ocotea_bofo;109;44;52118797,2843174;53756245,5704399;10451577,8333208
Pouteria_oblanceolata;117;62;52958577,1720022;53690134,3090601;8778277,50028873
Sandwithia_heterocalyx;58;11;54061877,9184367;53612630,3163681;21460176,7044383
Guarea_trunciflora;114;56;53216422,8103092;53487592,66916;8660744,82699489
Miconia_ceramicarpa;277;10;51592809,4296521;53478989,1698612;27869507,2133732
Alchornea_glandulosa;119;36;50797618,9964846;53327704,66058;19628216,7003127
Myracrodruon_urundeuva;105;7;49491263,9512215;53292462,4378521;26148251,3444907
Elvasia_elvasioides;237;6;54492543,1780201;53142163,0140826;47714266,5498139
Eugenia_stictopetala;129;26;51648727,4560075;53110529,08972;17157648,7643847
Virola_venosa;126;67;53572044,0932069;52781456,25434;8145610,60423492
Lacmellea_arborescens;80;38;52309265,2573564;52761626,56448;14249796,4792355
Ilex_vismiifolia;45;17;55098946,2638317;52688596,534368;24484656,5916648
Manilkara_inundata;84;33;52096468,5123911;52642365,04692;16273059,5519993
Eugenia_ramiflora;90;51;53871964,7323875;52609107,77668;7398142,95745434
Pradosia_mutisii;47;4;55148344,0288561;52526368,261912;29554653,5717036
Miconia_dispar;85;36;51131305,2714703;52482203,91426;14848303,8957234
Annona_montana;51;29;52059870,821853;52476690,419394;26350423,4193028
Corythophora_rimosa;138;52;53460801,9211239;52248883,63616;7976676,16133379
Eschweilera_eperuetorum;124;27;51778798,4331633;52223579,20808;10577609,5616254
Schizolobium_parahyba;62;38;53474182,8175277;52115328,68392;11848698,2931727
Swartzia_corrugata;71;50;51995318,9481663;51949178,76436;12557934,9012798
Byrsonima_japurensis;58;26;50448560,5858388;51807648,2688401;13576736,3348396
Tovomita_grata;169;22;53049971,8220361;51771051,143898;19303618,1460357
Sloanea_garckeana;131;53;51285309,6958275;51744821,53774;13093724,7885657
Erisma_splendens;73;18;51649628,2520969;51641106,77196;15299516,2974706
Hirtella_elongata;63;25;54417067,6070116;51488897,28588;12724531,4061232
Eschweilera_tenuifolia;80;13;49028506,1137595;51472559,36103;24084434,5177689
Macoubea_guianensis;118;63;50556939,4734642;51421378,27166;12832759,1250481
Heisteria_coccinea;52;13;51337921,5761293;51353045,990412;13875769,5059531
Pouteria_lucumifolia;51;18;53848010,7328491;51352573,109274;21826350,9554492
Vitex_calothyrsa;43;4;53414532,3057333;51334970,460242;34493820,3691493
Licaria_brasiliensis;83;43;51619582,1974199;51315917,4315;12901924,4939287
Guatteria_modesta;119;53;49444940,1223807;51267453,2904799;9391775,21364056
Caraipa_richardiana;101;13;53541832,1308423;51205980,802854;23384211,807525
Vantanea_macrocarpa;103;50;51846850,4313635;51150521,1059;9102786,1292959
Hevea_benthamiana;65;11;48718606,3931842;51144886,116256;25080706,6648967
Couepia_obovata;77;44;52226891,2876396;51035560,83596;13505654,7879119
Batocarpus_costaricensis;89;35;52371741,0714394;50992492,60466;16022999,9446726
Aniba_burchellii;85;36;52902766,4871716;50972748,61294;16073378,361054
Alibertia_edulis;45;23;49509985,663643;50905387,63816;24501712,7331597
Duguetia_calycina;153;56;50872639,3062408;50845556,03916;9222091,38747561
Nectandra_cissiflora;88;36;50098908,1468482;50797521,79612;14484057,9711605
Parinari_klugii;96;34;49682306,00612;50717008,4299;14211734,8919546
Talisia_hexaphylla;137;56;50656830,1093298;50672060,92054;11447364,6982867
Cupania_cinerea;78;27;51150353,6971208;50515870,61458;16580602,3046707
Allophylus_scrobiculatus;156;17;48440161,231767;50380306,313212;26993116,4525148
Abarema_adenophora;78;41;50634486,6640256;50249431,33704;9529142,44500044
Hymenopus_caudatus;114;56;50172496,6488823;50041549,40452;9993853,69197459
Macoubea_sprucei;48;17;56261190,1607772;49984317,571802;28082649,7975023
Pagamea_coriacea;75;16;50788601,8777731;49867012,76972;15851570,1356646
Vochysia_obidensis;86;21;48470494,8846825;49679248,179772;22337955,7282865
Ocotea_petalanthera;104;49;48799169,0651123;49629172,0879799;8116545,05602046
Pseudima_frutescens;35;20;50553741,6034371;49599759,904808;28600870,6501202
Dipteryx_magnifica;87;65;49423363,8040878;49547036,47998;10071875,2948169
Stenostomum_acreanum;186;15;49114759,2005446;49310512,318688;24085126,3774208
Protium_neglectum;148;27;47341661,6435961;49205459,92694;13675210,1471518
Hymenolobium_pulcherrimum;42;28;49292501,8155005;49140506,3424;14276401,0639882
Crudia_oblonga;101;24;50927703,6001038;49113842,54026;16323506,3152669
Alchornea_castaneifolia;37;4;47162648,3379481;49107542,6530946;35735129,3166479
Casearia_pitumba;74;52;48615175,5707906;49035419,7233601;11244898,2897384
Naucleopsis_ternstroemiiflora;84;29;47752965,4377024;48994285,99988;15166041,1652142
Garcinia_benthamiana;192;55;48780227,4869917;48909795,86916;10515578,3536935
Couepia_bernardii;88;10;49698856,4348033;48900822,66902;16477610,0873235
Parinari_campestris;156;47;49099812,7607811;48794431,67282;9547583,60229532
Mouriri_vernicosa;100;22;49285451,6658673;48727722,285356;20282966,8314076
Inga_sapindoides;69;36;48378134,4179697;48547962,6722;12166199,6616645
Croton_tessmannii;110;28;48181946,4977678;48372852,02788;15276291,3201072
Endlicheria_bracteolata;95;21;47619149,8462292;48329128,62304;8095134,91528252
Byrsonima_crispa;66;35;47496735,6700636;48318178,157;12694619,2242539
Oenocarpus_minor;20;4;47639344,8967824;48219607,9553898;39901141,7822231
Eriotheca_macrophylla;70;28;49797301,0184604;48153458,60714;16105775,6702612
Ptychopetalum_olacoides;128;65;48938404,9888099;47960026,8909201;6447325,77692882
Cespedesia_spathulata;73;27;47699601,4077366;47942776,92406;15241708,7522101
Crudia_bracteata;371;27;52844652,5594899;47932558,58296;13728683,6174105
Heisteria_laxiflora;100;36;47270452,006258;47799209,95108;17782398,9696717
Tovomita_umbellata;99;37;46961799,5270767;47789300,14242;9946957,89945299
Anacardium_parvifolium;79;50;47437517,7892082;47623263,4164;9733908,44532637
Eugenia_lambertiana;61;28;46433821,4476162;47568235,9405201;14153453,6414863
Perebea_tessmannii;64;38;46543723,3696555;47528123,64968;13865483,0866907
Cochlospermum_orinocense;72;15;49853852,3700218;47450908,02098;25511213,6581624
Banara_nitida;41;17;47484801,0964462;47443258,97388;24133196,1880689
Terminalia_guyanensis;144;43;48016346,4152395;47416550,1876401;8741253,56133182
Ocotea_matogrossensis;92;26;46478863,8870812;47311440,176548;33329126,1447952
Copaifera_reticulata;92;62;45925486,8053357;47206240,75906;9036519,95184405
Siparuna_cristata;76;38;47995714,1545411;47146146,23442;16273739,8941665
Caryocar_pallidum;69;42;47385482,6798622;47023527,49136;9806733,87001669
Couratari_oblongifolia;72;31;46254238,6605318;46967302,893962;14234553,4814642
Hymenolobium_excelsum;50;37;47901010,1760034;46944625,4012799;10176826,1873951
Cecropia_engleriana;121;57;45167556,5519645;46936426,37802;9022158,63548055
Dacryodes_roraimensis;52;17;46661725,4984875;46918169,4455;13402597,9730954
Iryanthera_tessmannii;73;19;49872362,6978483;46883006,421436;28170589,0683842
Cenostigma_macrophyllum;184;1;45643637,9215054;46835596,94444;46641019,0105517
Inga_leiocalycina;144;63;45339579,886528;46771393,34654;8471020,72723552
Croton_tricolor;219;6;46901518,3799143;46729467,1628901;39073275,14857
Parahancornia_fasciculata;130;86;46691003,5172123;46720670,68986;7451602,06136699
Socratea_salazarii;151;12;46671029,5281985;46590017,2015;14984854,0084742
Panopsis_sessilifolia;67;13;45231184,81852;46564918,00961;29813766,8469734
Leonia_cymosa;77;43;46357826,853959;46564543,43074;9990839,12062628
Aniba_parviflora;98;53;46111151,2113891;46512543,80046;10702783,97164
Catostemma_sclerophyllum;138;10;46568839,9791355;46332191,450874;22030443,5578326
Swietenia_macrophylla;32;18;46218404,2202666;46295852,80852;11850865,7338393
Panopsis_rubescens;80;20;44944292,8181945;46283110,22336;14246584,706201
Mezilaurus_synandra;47;25;46970381,0163779;46280574,90896;12404434,2955824
Chrysophyllum_cuneifolium;118;72;46208393,0699631;46260052,33878;6871632,77420154
Pentaplaris_davidsmithii;145;12;45198012,5986174;46203726,286246;13152208,3288765
Tetrastylidium_peruvianum;84;32;45065824,747921;46202681,53168;8958410,76299661
Couma_utilis;104;14;45168517,7439721;46201673,68922;15626288,7263891
Miconia_mirabilis;96;29;45666491,7930297;46199289,0830299;12592063,3887022
Mezilaurus_duckei;102;62;46514268,6661455;46140749,64734;7353630,91824258
Endlicheria_anomala;53;13;45111768,8169304;46048499,52212;17723598,9051509
Vochysia_citrifolia;13;6;46945464,935863;45986274,4853598;24691197,2233326
Peltogyne_venosa;179;61;44598893,3707961;45880995,7384801;7050369,5970028
Helicostylis_elegans;62;34;45538335,8264018;45817255,8562;8815647,15996654
Eugenia_moschata;97;67;46595868,5439406;45766860,38668;6313835,0095529
Guatteria_foliosa;95;20;44709763,5418387;45747477,427006;20134656,6762396
Elvasia_calophyllea;104;3;43472480,2545366;45710795,748628;34031471,3122818
Marlierea_schomburgkiana;156;24;45067039,3488632;45698149,819182;23582886,3589904
Herrania_mariae;48;13;45838728,5505613;45506920,86327;22073314,3504363
Byrsonima_densa;125;52;45400120,0129807;45506191,50272;7855146,53721021
Platycarpum_orinocense;31;9;44648848,6583715;45502469,4386884;27167895,7067602
Dialypetalanthus_fuscescens;51;22;45212308,0211138;45460104,10018;9504091,61541318
Virola_marleneae;54;12;44746154,3131258;45393537,470424;14840759,3097442
Himatanthus_bracteatus;143;37;43038294,0791531;45288475,8298;12457572,2919876
Vochysia_revoluta;66;3;43746855,7527825;45270250,319674;27497704,2026965
Miconia_gratissima;63;18;42878402,9487689;45267041,96809;31763393,3809593
Batocarpus_orinocensis;122;50;45461632,9610169;45207734,39132;7318786,95568185
Platymiscium_pinnatum;91;52;44676417,5803733;45160040,5286;9709413,20662879
Antonia_ovata;150;35;46120139,9627781;45068412,1344;17721004,6570879
Duguetia_odorata;52;21;48891964,8524458;44949445,02121;18914429,8985117
Licaria_armeniaca;73;20;42599728,7934889;44915969,07912;16192615,5293598
Inga_disticha;68;19;43145470,7837892;44830933,476828;19045521,6623021
Humiriastrum_excelsum;79;33;45800636,0447827;44763986,86404;16008831,1642622
Pouteria_manaosensis;68;44;44888820,3395668;44744921,0379;10976807,717431
Botryarrhena_pendula;73;35;44721532,7649771;44536015,11448;8817094,47173752
Byrsonima_incarnata;61;18;43526780,9608481;44498171,750864;28335641,2301227
Pausandra_macropetala;132;42;43872214,9907932;44411524,428;9153563,58650171
Manilkara_cavalcantei;65;30;45084101,6764597;44377970,4277;9459365,32082349
Homalium_guianense;49;15;42878395,4181936;44330920,900566;20319949,3650689
Ephedranthus_amazonicus;105;56;43776613,8590855;44302878,11526;6987432,28392482
Mezilaurus_sprucei;44;21;42756731,5820234;44241495,80454;14350208,1850785
Bellucia_dichotoma;96;18;45466553,5925349;44193293,10313;19568178,5995822
Agonandra_silvatica;96;67;44550995,0110383;44021476,3968601;6656214,5461376
Senna_silvestris;59;21;42145582,6946783;44012515,749614;16560486,174542
Swartzia_klugii;67;10;43670378,5026639;43931426,567776;15128942,7662252
Siparuna_poeppigii;102;42;44452028,9449074;43883711,03958;6363809,36185981
Guatteria_guianensis;100;50;46015361,6644676;43880394,74798;11128190,7489694
Mabea_occidentalis;71;15;44122148,157842;43850886,06106;14500720,9945909
Humiriastrum_cuspidatum;44;13;42223226,2970326;43846889,647294;18991170,5937196
Dulacia_candida;72;59;43845069,4584025;43784449,5202;8342332,72859894
Simira_cordifolia;106;24;42069498,9054747;43631838,003186;23862871,4159881
Andira_surinamensis;85;40;44459318,4209752;43596072,7061201;9751302,74016327
Ocotea_neblinae;38;18;42945158,2269002;43534345,08646;12365047,9962365
Stryphnodendron_paniculatum;92;60;43893756,2101844;43402066,48604;6278766,62508376
Platypodium_elegans;102;29;40355308,1569655;43255424,46542;13332451,3880533
Ophiocaryon_heterophyllum;71;25;42656036,7526649;43152934,80196;9287043,37888157
Aldina_latifolia;44;9;41887534,5896285;43108602,088442;23383221,1246239
Inga_cayennensis;66;38;42255223,5809942;43101193,3401;12320030,1902514
Mouriri_collocarpa;95;57;42953163,938995;43071759,46626;8670301,05480973
Guatteria_decurrens;44;28;44574987,5986575;42978173,9703801;12039194,2802172
Touroulia_guianensis;94;60;43135468,5770996;42932084,56678;7757425,20228321
Croton_trombetensis;97;23;42452233,0526079;42922022,57708;8076026,97846674
Duguetia_lepidota;64;2;43427663,6497625;42903291,861338;32487485,3691146
Protium_balsamiferum;17;2;41070003,6190109;42892899,544672;34506468,1240634
Tachigali_alba;90;49;42568066,6708516;42712921,42064;6544233,85202027
Chimarrhis_barbata;54;26;41430803,0844949;42581982,78336;13825127,6314694
Mouriri_brachyanthera;71;33;42082039,6148444;42414274,4233;16337529,5444437
Piptadenia_viridiflora;78;6;42560396,6539444;42378497,138303;20228178,4179005
Spiranthera_guianensis;58;3;45853989,0948817;42356998,470562;25621147,4617722
Vouacapoua_macropetala;285;3;42079170,6706029;42356057,4210564;41820956,4861852
Pagamea_guianensis;62;13;40612944,4210858;42130664,334856;18107492,0223432
Eugenia_punicifolia;115;8;43290670,7903956;42116108,8417914;30544385,2304971
Licaria_martiniana;52;28;42942159,3875667;42025378,4719581;20659180,578739
Dicypellium_manausense;26;10;41650453,3172572;41964583,84702;15160437,1618815
Pouteria_opposita;91;62;41223497,7485941;41782441,20882;7929947,29130082
Pouteria_rostrata;97;56;40354618,087185;41746786,19494;7402461,18115633
Inga_neblinensis;31;1;45650353,3687831;41722082,09948;38147640,5531027
Limadendron_hostmannii;190;15;39327893,2030832;41674356,329146;20969698,7906094
Amanoa_gracillima;71;3;51360029,3508065;41365034,7101908;34738923,0377622
Marlierea_spruceana;54;20;40602939,2361134;41358324,749594;16936562,5459136
Erythroxylum_citrifolium;38;23;40701463,7735135;41274135,9692499;15251879,9630717
Licania_pallida;75;52;40484559,6629939;41212431,28818;7667454,05031395
Siparuna_glycycarpa;64;31;41058705,3219973;41171380,43976;16890705,191791
Alchornea_grandiflora;24;1;40835441,4078167;41163220,0179;40764896,9501061
Marlierea_caudata;36;7;42946818,4589434;41137526,1463998;25468334,3065503
Tovomita_macrophylla;65;24;41194000,4518068;41128240,406558;11614951,3677748
Xylopia_plowmanii;56;3;41051122,4727279;41113142,1079848;37052518,3842358
Xylopia_uniflora;34;3;42701897,4065067;41085167,387718;25345279,9632636
Styrax_guyanensis;53;20;42086309,1490586;40769062,101758;14942255,4259556
Calophyllum_longifolium;60;12;38828101,6187267;40762657,979062;21905110,5420756
Gaulettia_racemosa;50;10;39815049,4975094;40710898,669384;27784612,1237057
Hymenopus_reticulatus;67;29;40280371,7620704;40655901,68024;12683215,2071223
Trichilia_cipo;78;27;40142595,5565138;40474927,72175;10233783,216321
Inga_grandiflora;37;30;40674387,0307491;40270174,242;10761975,4033914
Zygia_lathetica;57;16;39953633,6590038;40186947,446164;17592514,2529061
Dalbergia_inundata;33;3;39289495,341178;40180598,0387688;28088682,9660125
Cordia_scabrifolia;75;34;39732285,630147;40092705,68044;11000245,8363992
Sloanea_rufa;53;35;40655115,0495562;40044550,00294;8070360,20878481
Dendropanax_macropodus;44;12;38864939,7810958;40023948,33773;25775638,9418523
Mouriri_guianensis;60;11;38035288,2641198;39953460,448432;21197977,3035034
Miconia_bubalina;80;17;39253220,7665763;39905631,247906;16616510,694552
Wettinia_maynensis;128;37;39707973,6601772;39890632,93512;7528496,89544421
Inga_microcalyx;85;43;39545052,9327045;39864313,16992;6977246,6733483
Ormosia_macrocalyx;38;17;39830216,1533161;39775696,437882;11180458,2433355
Xylopia_aromatica;130;25;38754460,4697997;39717704,67082;11721345,3049222
Rinorea_paniculata;50;8;39818261,1348985;39707942,481666;20382609,6645284
Ochthocosmus_multiflorus;124;2;36773064,7728348;39654943,630622;33804257,521835
Bixa_orellana;109;32;38399514,7123212;39613707,17926;11148034,2729956
Inga_stipularis;91;61;39563417,2539046;39556626,45368;6416787,68929826
Pouteria_stipulifera;26;11;39662631,5748503;39485269,559498;20425824,9353192
Chrysochlamys_membranacea;143;35;41195244,545542;39423425,65748;9203693,9685054
Stryphnodendron_guianense;44;29;39218592,6487672;39380145,14852;10241389,3213362
Pouteria_erythrochrysa;80;42;40024646,0392643;39371267,58432;9578571,05105461
Swartzia_oblanceolata;148;51;38624077,1503015;39350156,41324;8209010,11543742
Jacaranda_macrocarpa;74;29;38148417,2616714;39289398,3423;7633711,47679784
Zanthoxylum_huberi;22;16;38744714,3528421;39281081,019964;16867133,8650533
Miconia_lepidota;39;19;41104934,2508621;39172447,2411379;12414146,2281797
Naucleopsis_oblongifolia;70;32;39431409,2623499;39147455,25732;7361188,34390943
Ruizterania_cassiquiarensis;49;20;38229339,156154;39099527,6381;12929426,0649388
Emmotum_fagifolium;127;35;38773554,8165207;39091183,24078;9604287,89102909
Aniba_kappleri;62;27;39299378,3190222;39051945,16976;15380572,421251
Senegalia_multipinnata;48;29;38724423,077502;39011413,34782;7382681,63456488
Chrysophyllum_manaosense;56;36;38846026,8927045;38991566,86408;10524635,837605
Semaphyllanthe_obovata;46;15;37203838,7580013;38956266,5611141;26147021,5048779
Ouratea_spruceana;164;3;39178205,0561007;38878603,348034;28397138,4751871
Matayba_elegans;52;16;40053905,0774088;38799863,16504;11397104,7185483
Hirtella_glandulosa;203;39;36129095,7698166;38693352,2801;15960350,1575267
Cecropia_polystachya;61;17;38000946,5292245;38672352,989272;17233382,4204044
Dipteryx_punctata;64;46;38580368,6579995;38587722,34868;9558228,15643634
Terminalia_fagifolia;26;1;35151949,3579486;38532197,81202;37014761,5263447
Albizia_subdimidiata;35;11;36394415,9821477;38443005,495782;14725103,0101291
Pouteria_macrocarpa;60;14;38313782,6091913;38428180,974258;14935156,7941904
Hymenolobium_sericeum;42;25;38066812,2526411;38286497,6851;11799860,7380727
Gustavia_poeppigiana;50;12;36788127,3887348;38222085,539644;13392165,7376731
Oxandra_euneura;72;16;37221423,7959841;38145273,35172;11934364,3983037
Miconia_tomentosa;54;17;37771163,0976249;38103134,43691;16552481,5050106
Sloanea_synandra;76;52;38282295,6306857;38052162,52618;6663904,80029188
Parinari_parilis;53;32;37729582,6088509;38029855,01078;8204102,55720092
Discophora_guianensis;89;53;38288456,3416537;38000325,89378;7104273,58145075
Platonia_insignis;65;39;37527386,4741504;37972633,73134;14706144,1204918
Sweetia_fruticosa;52;10;38251047,3014429;37880074,127874;15392925,1915525
Myrcia_splendens;96;32;35935798,4809871;37856517,4023;13514252,4830871
Eugenia_omissa;63;44;38483002,1234366;37726744,06714;7122124,69646902
Combretum_laxum;62;26;35910241,9452198;37423647,08206;10584327,8240742
Swartzia_canescens;82;25;37958137,9273073;37413853,71558;8296300,78919554
Inga_brachyrhachis;58;27;35903578,6754135;37403546,697458;13656866,6820062
Parkia_velutina;105;67;36987400,6239592;37396858,83856;5579950,27413208
Luehea_speciosa;53;43;37526080,6352233;37382010,7018601;12084892,6726363
Vismia_macrophylla;52;30;37004956,6055956;37304241,7637;8221763,43000024
Guazuma_crinita;94;14;35208622,6239569;37302113,734734;18181223,8775394
Perebea_angustifolia;61;34;40276506,255483;37260012,913342;12581115,6159464
Theobroma_microcarpum;27;12;38592170,4511328;37176390,98954;10956253,8573103
Sloanea_fragrans;97;32;35984571,7789556;37168348,7289;8324999,9968516
Cedrela_fissilis;81;41;36588922,0405384;37166994,39262;8875063,33138398
Diclinanona_tessmannii;67;21;36376606,03243;37158769,23322;8204509,48783943
Annona_neoinsignis;43;31;38605299,0747137;37150659,73452;11375738,1510776
Protium_giganteum;55;31;36726896,6928011;37138432,73206;8094633,0670065
Caraipa_heterocarpa;40;14;39482904,121909;37136132,852502;20898794,2337134
Eriotheca_longipedicellata;41;21;38298221,1812587;37033319,642894;12029012,136923
Couepia_chrysocalyx;60;24;36321118,9551095;37000568,44022;10405260,0915576
Pradosia_ptychandra;220;58;36684366,6300036;36669682,07722;5526986,07070581
Diospyros_tetrandra;106;12;35343755,7245511;36498539,6038452;13464676,3344321
Capparidastrum_coimbranum;52;2;37877422,6230182;36376958,0255938;31752376,0663683
Inga_gracilior;33;12;37599496,7271683;36371157,157108;21798945,1023674
Cordia_sagotii;123;48;35492938,5875246;36339920,73804;10844007,4772307
Handroanthus_uleanus;33;3;36597068,1899242;36285960,440016;32099029,218023
Dipteryx_alata;72;23;34260779,464046;36221388,69258;12116124,729847
Chromolucuma_rubriflora;40;16;36525043,7165143;36211744,614508;18756609,5570583
Ilex_divaricata;94;7;34724590,2314139;36209394,9368512;19279883,817146
Unonopsis_stipitata;63;32;35743546,1258963;36207979,52086;9950614,99766278
Parahancornia_amara;133;4;37032777,9038558;36184755,791587;34349679,0562307
Dulacia_guianensis;65;41;36716847,2662422;36125449,20226;8048099,36472865
Inga_huberi;85;42;35853697,2930577;36053622,8641;8657842,2433211
Dendropanax_umbellatus;119;9;34889954,9341911;35989465,3434952;16624559,7757778
Chamaecrista_apoucouita;136;13;34921850,8153793;35971823,3480682;16041587,2452671
Licania_parviflora;31;12;39463157,4678267;35915207,68454;10378601,6020905
Terminalia_corrugata;60;33;35886668,7586325;35909864,74614;9638947,89567755
Duckeodendron_cestroides;92;59;35727758,4414496;35897777,40226;4917280,78104417
Aspidosperma_multiflorum;71;12;33284431,663037;35826427,805598;15589669,7581038
Couroupita_subsessilis;23;9;35580157,478012;35821503,180528;15982832,0074728
Pouteria_melanopoda;147;49;37080172,2972575;35796945,83046;6728044,5007783
Ruizterania_trichanthera;65;21;34340287,5691425;35782538,43636;9003881,30399602
Caryodendron_orinocense;133;36;34441937,7272938;35768419,75404;8396407,73311239
Inga_vismiifolia;72;30;34752631,1595816;35729643,540954;10510202,7129745
Alseis_labatioides;69;18;35667838,4899043;35711454,835202;9539868,58787743
Clusia_hammeliana;32;2;33295387,6638441;35677389,3071562;30840284,1904101
Pouteria_baehniana;94;22;34193521,5862833;35650430,69007;12020892,0259548
Gaulettia_canomensis;75;37;35438419,5104203;35618272,95784;7140011,16750055
Leptobalanus_parvifolius;27;6;34045431,3752939;35600610,462194;13715476,3058511
Ormosia_discolor;39;16;35741563,2545777;35555415,07748;10321749,6614255
Swartzia_jenmanii;132;13;34019019,6397051;35521752,680348;16154913,4044245
Swartzia_brachyrachis;62;36;34933265,9843741;35490707,0962801;8613402,41244075
Lepidocordia_punctata;66;7;33874889,048204;35469706,278652;19945872,0069858
Sloanea_sinemariensis;83;21;33720537,7471797;35461147,21645;26443398,6382531
Ceiba_chodatii;44;18;36852785,9922528;35443605,04632;11288292,2483446
Casearia_uleana;94;14;34277024,5526861;35327304,726632;13023288,2536955
Platymiscium_stipulare;58;29;34762757,2879585;35290877,09754;7980121,94107892
Micropholis_madeirensis;45;21;35323274,2496921;35278774,50574;8516423,46184339
Bactris_gasipaes;33;18;36207541,8519336;35246161,496394;16223178,1464399
Erythrina_dominguezii;5;2;37376728,2382208;35246133,479746;25839277,5165
Ocotea_puberula;94;43;35261470,7098263;35242861,95912;8432431,69943786
Curatella_americana;77;9;33899614,2477537;35065167,8437734;16580580,4015135
Cordia_sellowiana;31;19;34590726,5835139;34872769,413754;15324050,0884341
Galipea_jasminiflora;21;5;38147414,2138222;34866963,608688;18119683,0935911
Calyptranthes_multiflora;35;11;35328285,9706199;34859479,650672;12838388,3503261
Guarea_convergens;54;34;34334643,4899354;34751140,8626;9069506,35683047
Pera_glabrata;69;33;34442358,4647423;34743744,2682;7255189,27024769
Posoqueria_latifolia;198;65;34048216,0723762;34610545,9419;6742587,20268757
Vochysia_obscura;45;5;35633200,0352286;34540977,315332;17380656,7277972
Tachigali_ptychophysca;48;7;35567688,0626814;34441737,3309538;20254727,017702
Marlierea_umbraticola;86;51;34526843,3640077;34429516,81364;5878716,47610316
Apeiba_schomburgkii;46;20;36034486,213662;34389395,51724;9135786,3907149
Cathedra_acuminata;66;45;33423160,5317838;34389241,84412;6466451,3144255
Moronobea_coccinea;123;43;34240339,8982637;34212870,11854;6816737,58393098
Aspidosperma_darienense;102;14;33873873,4739377;34121442,11858;10340528,0255909
Inga_pilosula;53;25;34255922,15156;34116059,90994;9580888,07150218
Licaria_triandra;55;23;35341960,2311969;34114478,469222;10848059,5754802
Leptobalanus_granvillei;115;29;33147431,9883676;34042170,113994;12670063,3673388
Hirtella_rodriguesii;74;43;33176744,9924521;34015510,01808;7716141,40462995
Inga_sertulifera;94;59;34200405,275683;33995483,66128;6472420,45482301
Zygia_coccinea;82;22;33320583,8285319;33970464,801626;14338973,4252142
Lorostemon_bombaciflorum;42;11;32125205,7048112;33949050,307962;13260314,0180659
Ixora_peruviana;59;20;34903344,1240618;33883867,71907;11386533,4260233
Virola_carinata;39;13;34822168,2040627;33857270,909568;15154863,0547021
Inga_alata;93;31;33548356,3922633;33849585,61406;10707025,1860502
Randia_armata;59;36;33224697,6022503;33839069,76346;9591428,85900937
Ceiba_insignis;53;15;31861528,7023843;33835939,660912;14014430,860664
Melicoccus_oliviformis;53;12;32811431,5987545;33828835,102134;13498467,2242596
Inga_spectabilis;95;20;32045037,2520847;33801075,352232;10566338,6228327
Nectandra_longifolia;85;30;33703986,1393166;33743493,31498;7901709,25126404
Terminalia_argentea;44;17;33261137,5189791;33719166,99477;11090932,6218306
Eschweilera_juruensis;67;27;33813805,9832697;33717111,58546;9682105,54000226
Licania_sandwithii;71;40;33775884,7982863;33591054,28878;8170731,30231454
Vatairea_paraensis;66;42;33177225,8189017;33580621,54172;8494221,73738151
Licania_urceolaris;62;26;33291019,4137544;33517615,05168;9151008,90137466
Dacryodes_microcarpa;39;6;35404180,3262431;33483976,603972;15952640,5218351
Eugenia_ochrophloea;43;13;32413225,2048628;33457280,251324;13312136,865317
Stryphnodendron_racemiferum;72;52;33101579,2903251;33369693,24264;9217203,18590104
Byrsonima_cydoniifolia;25;2;30270631,6573786;33253332,914444;29248096,50028
Gaulettia_elata;50;36;34491175,0726101;33196065,83644;10679649,5035105
Miconia_ruficalyx;49;10;34540092,2348623;33137622,619772;13786651,6295394
Hymenaea_intermedia;45;34;33007579,8537469;32980887,7584;7697068,70236421
Esenbeckia_grandiflora;21;1;32106800,7337569;32980329,15872;31652934,6615152
Virola_obovata;106;35;30924679,8340058;32762468,48088;7602324,76982535
Amanoa_guianensis;46;28;32202942,0967563;32678100,32252;9275249,09020234
Salacia_impressifolia;32;17;32914622,0080461;32611314,325932;19605038,3598815
Calyptranthes_lucida;17;4;33449643,1477603;32571643,643312;17490665,3153434
Pleurothyrium_parviflorum;63;32;32555699,4841107;32534561,63088;7253079,25422367
Mezilaurus_lindaviana;30;13;32022123,4165805;32368710,23666;10051889,5222446
Quararibea_amazonica;80;7;31509444,2420007;32360322,7670124;16734887,9486348
Guarea_scabra;79;37;31849641,9242841;32326050,97854;7339551,80815624
Pseudomonotes_tropenbosii;80;5;30570283,1560666;32217105,172018;18375079,3156079
Ocotea_douradensis;36;21;32796264,2178602;32081158,425276;10609373,8311209
Moquilea_minutiflora;95;18;30957634,9695755;32079976,3386202;13597841,171605
Couepia_robusta;54;28;32306257,9918135;32051612,70484;8477387,788002
Iryanthera_olacoides;145;21;30604312,3816232;31995937,022868;8684961,72096041
Miconia_cuspidata;58;12;30369103,5055324;31980198,80098;18961305,8464085
Neea_altissima;57;8;30387249,6364413;31978527,9551074;17555042,9451398
Parahancornia_negroensis;32;3;31060459,9790174;31889798,79722;19588605,48081
Swartzia_tessmannii;40;23;32406646,4079369;31846297,616876;13102964,954822
Inga_obtusata;12;6;31676505,1908871;31845132,53781;11962194,3278953
Abarema_mataybifolia;100;53;31812129,279253;31744880,24528;7464448,13478602
