Species;population;N ind;N plots
Stryphnodendron_moricolor;5779228,67936211;22;16
Stryphnodendron_occhionianum;7695932,51983235;6;3
Stryphnodendron_paniculatum;39397521,2924851;190;86
Stryphnodendron_polyphyllum;361806,259736845;1;1
Stryphnodendron_polystachyum;57837228,7019121;247;110
Stryphnodendron_porcatum;5108130,12304571;18;15
Stryphnodendron_pulcherrimum;74771127,5725867;152;105
Stryphnodendron_racemiferum;33658634,6500504;96;64
Stryphnodendron_rotundifolium;19488092,5653547;181;58
Styloceras_brokawii;390231,310163808;2;2
Stylogyne_ardisioides;3921171,47011376;15;11
Stylogyne_micrantha;753200,270101702;1;1
Stylogyne_orinocensis;6292289,68604655;7;6
Styrax_argenteus;781983,106090674;3;2
Styrax_guyanensis;36739227,794753;61;27
Styrax_macrophyllus;1123695,81587255;2;2
Styrax_pallidus;1044192,70522848;5;4
Styrax_pohlii;122122,696288716;1;1
Styrax_sieberi;5931502,32943046;18;8
Suessenguthia_multisetosa;2921024,8703853;4;3
Swartzia_acreana;2842014,77059919;4;3
Swartzia_acuminata;65062349,9676166;181;51
Swartzia_amplifolia;1857809,29304731;5;5
Swartzia_amshoffiana;3706234,99155065;27;10
Swartzia_angustifoliola;11615308,1853382;20;1
Swartzia_anomala;3964208,6590982;7;4
Swartzia_apetala;2612135,39193046;16;9
Swartzia_apiculata;1613447,84314944;1;1
Swartzia_aptera;165337,835003966;1;1
Swartzia_arborescens;132219542,689364;420;208
Swartzia_argentea;61739683,2673286;107;30
Swartzia_arumateuana;3783343,90673653;3;2
Swartzia_auriculata;3627126,00729449;8;3
Swartzia_bannia;106486933,705691;597;24
Swartzia_benthamiana;150588411,154856;239;66
Swartzia_bombycina;4667435,76599911;21;7
Swartzia_brachyrachis;22901890,2745945;93;58
Swartzia_calva;6904326,09445863;18;13
Swartzia_canescens;30501544,0125032;96;35
Swartzia_cardiosperma;141988607,157686;664;94
Swartzia_caudata;2602895,91620983;2;2
Swartzia_conferta;4254271,26453865;5;4
Swartzia_corrugata;92411689,5885959;373;108
Swartzia_cupavenensis;25679227,7465836;42;6
Swartzia_cuspidata;76871917,009026;173;63
Swartzia_dipetala;12255465,6486903;6;4
Swartzia_duckei;654580,281452487;1;1
Swartzia_eriocarpa;176301,122549866;1;1
Swartzia_flaemingii;22771380,5150505;40;17
Swartzia_flavescens;9105139,76534455;17;5
Swartzia_gracilis;12065504,7664141;20;8
Swartzia_grandifolia;54277867,6254754;131;62
Swartzia_guianensis;4746764,63332501;21;14
Swartzia_haughtii;46171,8129450312;1;1
Swartzia_ingaefolia;8935898,4390271;12;7
Swartzia_ingifolia;81403012,1759882;192;97
Swartzia_jenmanii;26298592,1450888;132;13
Swartzia_jorori;24813583,1747451;69;21
Swartzia_klugii;44799640,5159815;87;13
Swartzia_laevicarpa;153697457,931504;492;76
Swartzia_lamellata;30618577,0047291;68;30
Swartzia_latifolia;9016655,26740627;8;3
Swartzia_laurifolia;45830164,9286299;127;69
Swartzia_laxiflora;11180482,5020552;164;39
Swartzia_leblondii;3968024,78627211;58;23
Swartzia_leiocalycina;148352223,963774;578;24
Swartzia_leptopetala;33881555,7892872;101;39
Swartzia_longistipitata;10113980,6727972;16;6
Swartzia_macrocarpa;18730133,3176969;36;7
Swartzia_macrosema;2233211,60743246;15;9
Swartzia_macrostachya;1544937,80224635;9;1
Swartzia_manausensis;2918030,76428647;3;3
Swartzia_microcarpa;2453520,13158747;4;2
Swartzia_multijuga;2755110,6731843;9;5
Swartzia_myrtifolia;20472526,5787831;72;31
Swartzia_oblanceolata;32264620,4046208;154;56
Swartzia_obscura;98208,6843165865;1;1
Swartzia_oraria;23762544,748644;46;28
Swartzia_pachyphylla;291777,988009;2;2
Swartzia_panacoco;111271114,575972;398;122
Swartzia_parvifolia;1018914,12747067;3;3
Swartzia_pendula;6450163,43463942;9;4
Swartzia_picta;3726369,11958467;7;5
Swartzia_pinnata;4505947,24043623;7;1
Swartzia_pittieri;336059,861338798;1;1
Swartzia_polyphylla;448941532,632667;1574;331
Swartzia_racemosa;163581326,98796;909;146
Swartzia_recurva;149773579,721042;1229;199
Swartzia_remiger;7899136,70064527;50;8
Swartzia_reticulata;235552574,53648;816;135
Swartzia_rosea;58845212,2523394;63;11
Swartzia_schomburgkii;185624987,605074;433;107
Swartzia_schultesii;3153853,60543418;6;5
Swartzia_schunkei;1836293,62353441;2;2
Swartzia_sericea;14413913,2123318;20;8
Swartzia_simplex;11232234,5125646;20;10
Swartzia_sprucei;2606751,09465873;5;4
Swartzia_tessmannii;68940895,2842132;133;37
Swartzia_tomentifera;88481348,0799555;137;34
Swartzia_trianae;9063425,52465529;17;4
Swartzia_ulei;118535570,911615;307;43
Swartzia_vaupesiana;5562832,14181684;14;9
Sweetia_fruticosa;35898407,7998367;61;14
Swietenia_macrophylla;30435885,6920713;41;20
Syagrus_cocoides;7189260,20457806;43;9
Syagrus_inajai;27434251,5263528;44;13
Syagrus_orinocensis;20542879,0987465;27;4
Syagrus_sancona;73510352,3801248;151;21
Syagrus_vagans;224492,506859627;1;1
Symmeria_paniculata;167311614,458379;448;63
Symphonia_globulifera;771114498,010296;2705;568
Symplocos_arechea;903256,926172471;3;2
Symplocos_guianensis;1203376,79464426;1;1
Symplocos_martinicensis;2559127,60344166;15;11
Synsepalum_revolutum;793896,529176986;7;4
Systemonodaphne_geminiflora;4264265,87725061;25;13
Syzygium_cumini;2309628,84921665;3;1
Syzygium_dyerianum;198173,810357077;1;1
Syzygium_grande;76170,6102315353;1;1
Syzygium_zeylanicum;163753,058716204;1;1
Tabebuia_aurea;206832034,327408;450;8
Tabebuia_cassinoides;5929459,6470294;5;2
Tabebuia_fluviatilis;43671481,3969524;281;7
Tabebuia_insignis;214756787,090587;727;33
Tabebuia_roseoalba;63669771,7163411;144;13
Tabebuia_stenocalyx;3715141,79724138;12;8
Tabernaemontana_angulata;5685589,12505755;37;18
Tabernaemontana_attenuata;2469336,46162596;25;18
Tabernaemontana_catharinensis;4942773,51280161;8;5
Tabernaemontana_coriacea;1162220,2017107;1;1
Tabernaemontana_cymosa;64565862,3325689;112;36
Tabernaemontana_disticha;6751026,91715539;33;1
Tabernaemontana_flavicans;5154447,75932777;38;4
Tabernaemontana_grandiflora;1097176,78744077;3;3
Tabernaemontana_heterophylla;7680886,07751199;5;2
Tabernaemontana_linkii;5458232,86652524;5;2
Tabernaemontana_lorifera;354863,103474617;1;1
Tabernaemontana_macrocalyx;2566112,81648814;3;3
Tabernaemontana_markgrafiana;27289576,880349;28;8
Tabernaemontana_muricata;19915369,0971151;193;33
Tabernaemontana_rupicola;63431144,0416625;59;4
Tabernaemontana_sananho;9162302,36098605;24;18
Tabernaemontana_siphilitica;2216131,76466997;4;2
Tabernaemontana_undulata;16372543,2340389;28;15
Tabernaemontana_vanheurckii;12077767,57762;9;2
Tacarcuna_amanoifolia;25823866,7071821;30;4
Tachigali_alba;31596450,7597206;339;68
Tachigali_amplifolia;11539939,5422013;28;10
Tachigali_aurea;2218711,41955151;24;4
Tachigali_bracteosa;132923727,042973;805;52
Tachigali_cavipes;2873322,17817229;4;3
Tachigali_chrysaloides;1356761,94237066;14;3
Tachigali_chrysophylla;277400239,176264;879;165
Tachigali_colombiana;2252578,24666789;2;1
Tachigali_davidsei;1401828,28269403;4;3
Tachigali_densiflora;2639755,56836029;13;4
Tachigali_eriopetala;20461576,7111718;42;16
Tachigali_formicarum;88681460,1668266;196;59
Tachigali_glauca;286173627,756487;741;209
Tachigali_goeldiana;1589430,41875721;12;3
Tachigali_guianensis;261937059,717954;625;133
Tachigali_hypoleuca;1675352,39183666;3;2
Tachigali_inconspicua;1951643,54316055;7;3
Tachigali_leiocalyx;4062959,33083621;4;3
Tachigali_loretensis;225595,764265986;1;1
Tachigali_macbridei;10916565,5230614;17;5
Tachigali_macropetala;4849450,85634583;1;1
Tachigali_macrostachya;2677901,4233459;2;2
Tachigali_melanocarpa;119041115,714368;184;54
Tachigali_melinonii;52350842,9559456;429;86
Tachigali_micropetala;144092899,170761;172;64
Tachigali_multijuga;1963043,3309257;3;3
Tachigali_odoratissima;16025234,8749423;19;6
Tachigali_paniculata;611375626,526602;1274;278
Tachigali_paraensis;77267062,2515561;329;104
Tachigali_physophora;31008640,3023388;31;8
Tachigali_pilosa;1406878,98134382;19;1
Tachigali_plumbea;4186855,18505047;47;24
Tachigali_poeppigiana;229508566,10564;546;80
Tachigali_ptychophysca;29318315,6298519;54;10
Tachigali_pubiflora;3892693,51203054;2;1
Tachigali_richardiana;9706000,22909891;74;26
Tachigali_rigida;17022886,6618648;23;6
Tachigali_rugosa;208261485,131859;416;37
Tachigali_schultesiana;9625144,61371215;12;5
Tachigali_setifera;133672699,701611;224;87
Tachigali_subvelutina;2666871,79949621;1;1
Tachigali_tinctoria;79669813,5501234;224;13
Tachigali_vasquezii;25620388,662796;48;9
Tachigali_vaupesiana;88666701,0175837;409;11
Tachigali_venusta;219448499,000263;377;78
Tachigali_vulgaris;83889212,0038614;349;44
Talisia_acutifolia;3414330,42424337;5;5
Talisia_angustifolia;55174814,6878855;179;40
Talisia_carinata;9710233,47571129;16;9
Talisia_cerasina;58884830,8609741;106;46
Talisia_clathrata;2545146,61063441;15;11
Talisia_coriacea;35215176,7646663;30;11
Talisia_cupularis;27935357,8177825;27;21
Talisia_dasyclada;8985869,84612937;25;5
Talisia_esculenta;62752173,1255572;67;19
Talisia_eximia;1268842,15699127;4;3
Talisia_firma;3985069,2236179;12;10
Talisia_furfuracea;6065470,71843405;39;25
Talisia_guianensis;15128211,73159;183;26
Talisia_hemidasya;14458094,420645;24;6
Talisia_hexaphylla;36298720,3040741;170;72
Talisia_japurensis;507105,420385457;1;1
Talisia_longifolia;20207554,7395694;86;34
Talisia_macrophylla;22893771,6052892;38;30
Talisia_megaphylla;5373745,76187691;25;18
Talisia_microphylla;10016218,4081381;70;45
Talisia_mollis;16997445,1059086;75;28
Talisia_nervosa;751546,430366231;2;2
Talisia_obovata;13374401,5235628;38;5
Talisia_pachycarpa;1195579,20303597;2;2
Talisia_parviflora;1226301,28048808;3;2
Talisia_praealta;4960414,966909;43;31
Talisia_princeps;1666730,71712318;4;4
Talisia_retusa;59828862,1539699;103;21
Talisia_simaboides;6380188,38753904;59;45
Talisia_squarrosa;97058004,9731311;506;35
Talisia_subalbens;2010714,72587908;340;10
Talisia_sylvatica;4518337,22725285;22;7
Talisia_veraluciana;10050322,562034;27;21
Tapirira_bethanniana;5689476,22688127;43;27
Tapirira_guianensis;957099035,844139;2423;627
Tapirira_obtusa;159303061,524294;559;192
Tapirira_retusa;62156933,0351355;102;50
Tapura_acreana;265508945,595069;359;44
Tapura_amazonica;205807950,696911;780;231
Tapura_capitulifera;9153394,17776985;134;35
Tapura_coriacea;15178001,2793888;32;26
Tapura_guianensis;155826476,540564;675;144
Tapura_juruana;179359815,318366;322;97
Tapura_lanceolata;4567294,50638193;25;11
Tapura_peruviana;5648332,22623282;13;9
Tapura_singularis;11951673,6810364;92;29
Taralea_cordata;857670,394548611;5;1
Taralea_nudipes;4029641,12969481;5;4
Taralea_oppositifolia;344318780,024069;735;138
Tepuianthus_colombianus;1506939,97814375;3;1
Terminalia_amazonia;197051163,276399;564;193
Terminalia_argentea;23848157,9640056;51;23
Terminalia_crispialata;1262515,48269461;2;1
Terminalia_dichotoma;115704809,700352;400;93
Terminalia_fagifolia;31247077,6537576;26;1
Terminalia_glabrescens;8886777,23616186;15;11
Terminalia_guyanensis;39242203,4176034;173;59
Terminalia_lucida;531525,56761802;2;2
Terminalia_oblonga;149969885,635721;295;90
Terminalia_triflora;325031,718361816;4;1
Terminalia_yapacana;491472,009502303;1;1
Ternstroemia_asymmetrica;406574,582134403;1;1
Ternstroemia_candolleana;63105665,1279361;580;21
Ternstroemia_delicatula;3109385,45988338;34;4
Ternstroemia_dentata;77452483,8923402;107;25
Ternstroemia_klugiana;32746827,9005974;132;10
Ternstroemia_laevigata;8629965,8733711;10;2
Ternstroemia_punctata;1452601,52269193;6;2
Ternstroemia_urophora;2388927,62607454;5;4
Ternstroemia_verticillata;6987594,94860466;16;1
Tessaria_integrifolia;2631061,26160235;4;1
Tessmannianthus_heterostemon;2143218,65669552;13;8
Tetrameranthus_duckei;2972003,17390563;11;9
Tetrameranthus_globulifer;477592,338522878;4;3
Tetrameranthus_guianensis;1666213,06653096;7;3
Tetrameranthus_laomae;9552250,24186745;15;10
Tetrameranthus_macrocarpus;367520,705037133;1;1
Tetrameranthus_pachycarpus;435877,809743005;4;1
Tetrameranthus_umbellatus;340880,274542665;1;1
Tetrastylidium_peruvianum;36335392,4294392;90;35
Tetrathylacium_macrophyllum;56983351,6840873;224;56
Tetrazygia_urceolata;1071695,89301507;1;1
Tetrorchidium_macrophyllum;7080038,6812518;39;15
Tetrorchidium_rubrivenium;10322294,8312075;24;11
Theobroma_bicolor;14306085,1885034;11;4
Theobroma_cacao;1055363814,31708;1929;203
Theobroma_canumanense;98208,6843165865;1;1
Theobroma_glaucum;139256185,78096;1568;115
Theobroma_grandiflorum;117753005,92598;130;60
Theobroma_martianum;3018523,02306752;8;3
Theobroma_microcarpum;124552852,05741;302;52
Theobroma_obovatum;206330184,807225;439;100
Theobroma_speciosum;775209167,047315;1488;289
Theobroma_subincanum;995406130,115119;2889;564
Theobroma_sylvestre;346348378,077726;681;173
Theobroma_velutinum;5056190,38728737;9;7
Thyrsodium_bolivianum;3289810,84168845;7;5
Thyrsodium_guianense;13119317,1532477;122;40
Thyrsodium_herrerense;8172754,42035642;13;10
Thyrsodium_puberulum;14759981,1680254;90;41
Thyrsodium_rondonianum;6227604,05886712;7;1
Thyrsodium_spruceanum;224156496,398315;650;253
Ticorea_longiflora;13000982,5778331;31;8
Tococa_bullifera;564787,382273074;4;1
Tococa_caquetana;360283,644106511;1;1
Tococa_macrosperma;1221086,59644959;2;1
Tococa_subciliata;8843728,45274071;6;2
Tocoyena_formosa;112629,658441598;2;1
Tocoyena_pittieri;148092,524351981;2;1
Tocoyena_williamsii;4970794,27272749;16;10
Toulicia_elliptica;13256262,8469594;34;5
Toulicia_guianensis;325701742,714965;732;170
Toulicia_patentinervis;1337798,12195977;2;2
Toulicia_pulvinata;64090987,2708567;164;27
Toulicia_radlkoferi;1745557,4074736;3;3
Toulicia_reticulata;29555777,3630595;41;16
Touroulia_amazonica;94998,1307431467;1;1
Touroulia_guianensis;32530211,1856203;265;79
Tovomita_acutiflora;30291411,3430108;32;10
Tovomita_albiflora;1478230,93619214;3;2
Tovomita_amazonica;940482,833107586;5;4
Tovomita_brevistaminea;26514051,4693385;101;45
Tovomita_caloneura;21931471,8552289;47;19
Tovomita_calophyllophylla;97506341,9526587;176;16
Tovomita_carinata;2572792,78027249;4;2
Tovomita_choisyana;73791887,1505283;124;49
Tovomita_eggersii;21304216,1788299;50;14
Tovomita_fanshawei;117999,074662527;2;1
Tovomita_fructipendula;17986831,0693335;69;26
Tovomita_gazelii;3226911,63689452;47;17
Tovomita_gracilipes;7613465,58380426;15;11
Tovomita_grata;51278757,5990162;178;26
Tovomita_guianensis;3087833,02613664;8;4
Tovomita_hopkinsii;17553410,5977547;34;26
Tovomita_humilis;11537355,0585783;10;4
Tovomita_krukovii;8033203,31012803;12;6
Tovomita_laurina;13327624,9048032;24;5
Tovomita_leucantha;7296625,41050232;6;2
Tovomita_longifolia;17618674,2951698;96;30
Tovomita_macrophylla;52080548,5642273;114;52
Tovomita_martiana;4347251,23942739;16;2
Tovomita_obovata;51739085,1266898;220;44
Tovomita_obscura;1281917,54354745;5;2
Tovomita_rubella;1283571,91600616;7;4
Tovomita_schomburgkii;67681965,7874318;332;71
Tovomita_spruceana;21692303,8826317;80;14
Tovomita_stergiosii;367593,14576117;1;1
Tovomita_stigmatosa;5109017,04318308;8;7
Tovomita_tenuiflora;1053082,151179;3;3
Tovomita_umbellata;346001297,954847;243;51
Tovomita_weddelliana;17495252,5068064;59;21
Tovomitidium_clusiiflorum;1610876,06103126;2;2
Tovomitidium_speciosum;20758235,1608685;152;45
Trattinnickia_aspera;12385898,5542025;40;19
Trattinnickia_boliviana;13741848,9322591;118;35
Trattinnickia_burserifolia;1079813262,13889;1217;195
Trattinnickia_demerarae;19633349,951435;77;32
Trattinnickia_glaziovii;244909431,777985;500;105
Trattinnickia_lancifolia;9326907,05542613;21;14
Trattinnickia_lawrancei;48257730,1357886;114;55
Trattinnickia_peruviana;20209408,3782621;62;45
Trattinnickia_rhoifolia;201346064,096327;596;168
Trema_integerrima;4028784,35243589;8;6
Trema_micrantha;34005110,1485977;67;35
Trichanthera_gigantea;10977126,913266;49;12
Trichilia_adolfi;57564487,3711327;90;23
Trichilia_areolata;6428453,34110356;33;14
Trichilia_bullata;3129082,57938166;3;2
Trichilia_catigua;3046167,25893581;10;2
Trichilia_cipo;271685151,685819;418;117
Trichilia_claussenii;79083850,5325641;52;2
Trichilia_elegans;82805628,9896516;232;42
Trichilia_elsae;7718350,60973973;174;21
Trichilia_euneura;9639018,4054705;36;22
Trichilia_glabra;4572156,92176582;4;1
Trichilia_gustavoi;1117982,73869931;2;1
Trichilia_hirta;2596124,94756557;5;4
Trichilia_hispida;1802897,28359329;2;2
Trichilia_inaequilatera;9631490,25037006;20;4
Trichilia_laxipaniculata;11739774,3227528;42;13
Trichilia_lecointei;128877310,581178;208;42
Trichilia_lepidota;73631641,9172059;189;29
Trichilia_martiana;9040650,47136133;21;14
Trichilia_mazanensis;6850984,00218453;9;6
Trichilia_micrantha;339089473,04458;1179;298
Trichilia_micropetala;12484710,8169819;23;12
Trichilia_obovata;146815,622849828;1;1
Trichilia_pachypoda;68130376,5821577;196;27
Trichilia_pallida;102735603,56586;310;104
Trichilia_pittieri;7627910,72076946;23;5
Trichilia_pleeana;330606962,566172;732;123
Trichilia_poeppigii;103012461,001199;308;80
Trichilia_quadrijuga;414005190,554591;853;197
Trichilia_rubra;99364428,8955893;272;116
Trichilia_schomburgkii;175229269,628363;385;126
Trichilia_septentrionalis;200764777,387384;586;220
Trichilia_silvatica;148461,496026168;1;1
Trichilia_singularis;1413678,24801176;5;2
Trichilia_solitudinis;83836797,8666912;247;79
Trichilia_surinamensis;66161651,2127172;310;79
Trichilia_tuberculata;13181890,8414165;41;21
Trichostigma_octandrum;531629,117681831;1;1
Trigynaea_cinnamomea;2936128,6548924;8;7
Trigynaea_duckei;53714905,1039831;192;36
Trigynaea_lagaropoda;1364644,20838082;4;3
Trigynaea_triplinervis;2948784,04345737;7;6
Triplaris_americana;154516708,750538;360;82
Triplaris_cumingiana;1819058,94712873;3;3
Triplaris_dugandii;16529096,201593;24;12
Triplaris_gardneriana;5213378,47878619;5;3
Triplaris_peruviana;1842996,46940088;8;4
Triplaris_poeppigiana;37316893,7177416;113;24
Triplaris_punctata;11140456,6874771;15;4
Triplaris_setosa;13589177,8799865;37;5
Triplaris_vestita;3906085,37331196;8;1
Triplaris_weigeltiana;511381262,003559;1288;111
Trischidium_alternum;1576507,36726255;1;1
Trophis_caucana;12456828,3923237;36;12
Trophis_racemosa;15559587,2491243;26;8
Trymatococcus_amazonicus;256042622,396925;538;231
Trymatococcus_oligandrus;26280080,7393569;163;65
Turpinia_occidentalis;83471763,0789072;187;70
Uleanthus_erythrinoides;18084397,4592033;13;4
Unonopsis_duckei;87711978,8373172;794;143
Unonopsis_elegantissima;2879635,27308274;8;4
Unonopsis_floribunda;199373877,349827;568;108
Unonopsis_glaucopetala;72270040,9776985;312;54
Unonopsis_guatterioides;502575772,614283;965;218
Unonopsis_magnifolia;2491213,77239403;7;1
Unonopsis_perrottetii;10088392,2537936;48;19
Unonopsis_peruviana;1783977,70690486;2;2
Unonopsis_rufescens;49945721,5677008;613;90
Unonopsis_spectabilis;19232203,191611;56;28
Unonopsis_stipitata;31193555,4569532;86;46
Unonopsis_veneficiorum;10961934,1577332;28;17
Urera_baccifera;12901290,7325083;13;10
Urera_caracasana;242657974,122118;399;58
Urera_laciniata;7190861,57903442;5;1
Urera_simplex;121071,109506172;1;1
Urera_verrucosa;1464782,01499198;3;1
Vantanea_deniseae;854733,221035042;10;7
Vantanea_guianensis;127513593,341929;379;144
Vantanea_macrocarpa;27850579,227815;126;62
Vantanea_maculicarpa;750312,271581417;4;3
Vantanea_micrantha;8446519,00851668;42;30
Vantanea_paraensis;1978336,26304311;6;5
Vantanea_parviflora;93911837,2696651;669;205
Vantanea_peruviana;13632821,7587101;39;18
Vantanea_spichigeri;13569774,1328729;32;11
Vantanea_tuberculata;3735506,71516405;7;5
Varronia_buddleoides;753200,270101702;1;1
Varronia_multispicata;26846883,6433126;58;7
Varronia_polycephala;12985658,9359694;16;10
Varronia_spinescens;204151,212800886;1;1
Vasivaea_podocarpa;711536,191425416;2;1
Vatairea_erythrocarpa;71665504,6732682;207;102
Vatairea_fusca;5501255,7194186;12;11
Vatairea_guianensis;467173473,303803;1161;246
Vatairea_macrocarpa;44986070,2188201;60;7
Vatairea_paraensis;52373146,1755878;93;55
Vatairea_sericea;66520881,167285;197;74
Vataireopsis_araroba;853108,830014333;1;1
Vataireopsis_iglesiasii;37677865,0507548;68;16
Vataireopsis_speciosa;20781909,0540478;87;31
