Species;population;N ind;N plots
Licania_discolor;10790694,1261104;31;19
Licania_divaricata;55366914,0500935;272;33
Licania_durifolia;2165462,29414704;13;11
Licania_egleri;185192884,537957;674;123
Licania_elliptica;51256185,9879264;120;16
Licania_emarginata;21900889,3576361;37;13
Licania_fanshawei;4003367,72287464;28;13
Licania_gardneri;29286450,8109617;72;12
Licania_glabriflora;3659245,36126988;8;5
Licania_gracilipes;14425122,2766349;49;19
Licania_granvillei;27618484,4272334;135;33
Licania_harlingii;49255794,5336885;133;64
Licania_hebantha;2293343,66035081;2;2
Licania_heteromorpha;1544799891,39809;5366;774
Licania_hirsuta;9264909,5546273;22;15
Licania_hoehnei;180016,817447628;1;1
Licania_humilis;1975197,55086633;8;2
Licania_hypoleuca;106500947,161964;280;101
Licania_impressa;104903794,893881;709;91
Licania_incana;792412,778106504;7;4
Licania_intrapetiolaris;110269987,62768;173;30
Licania_irwinii;15265919,464661;172;11
Licania_klugii;5110146,88592926;9;8
Licania_krukovii;809998,614017921;3;3
Licania_kunthiana;286618502,300248;1958;117
Licania_laevigata;32151219,7238378;78;41
Licania_lata;184254912,50608;332;92
Licania_latifolia;165293518,164842;347;110
Licania_latistipula;2727522,60606422;31;21
Licania_laxiflora;138970858,374678;584;81
Licania_leptostachya;83644727,9015705;454;16
Licania_leucosepala;7003956,71131826;10;3
Licania_licaniiflora;47749023,7628875;149;51
Licania_longipedicellata;10136269,480087;20;12
Licania_longipetala;3385155,55349903;4;3
Licania_longistyla;210192321,805304;422;145
Licania_macrocarpa;20722151,6590033;49;27
Licania_macrophylla;219004018,647963;805;165
Licania_majuscula;18347558,61031;105;37
Licania_marleneae;610543,298224795;1;1
Licania_membranacea;173837508,424371;1073;176
Licania_micrantha;838612406,543311;1758;347
Licania_miltonii;6950608,13216652;9;4
Licania_minutiflora;25254990,4653336;161;30
Licania_mollis;36881798,5951638;82;21
Licania_niloi;25015705,1422614;51;34
Licania_oblongifolia;269494467,004435;765;151
Licania_occultans;858221,166783139;10;7
Licania_octandra;491841696,862218;1763;347
Licania_ovalifolia;20427893,1567307;84;34
Licania_pallida;49117453,7721154;150;73
Licania_paraensis;997578,657458285;5;4
Licania_parviflora;69050163,2208305;103;22
Licania_parvifolia;26674948,8496722;28;7
Licania_parvifructa;19988167,0796681;55;19
Licania_persaudii;24509738,0903214;93;14
Licania_piresii;166137,725508799;2;2
Licania_polita;13382216,4169375;18;7
Licania_reticulata;31923667,8376614;78;35
Licania_rigida;7669685,08591222;20;2
Licania_robusta;4002627,11680127;80;11
Licania_rodriguesii;69495907,7520872;93;49
Licania_rufescens;2242494,14342239;13;9
Licania_sandwithii;17886786,5997492;91;43
Licania_sclerophylla;18858566,3146811;36;23
Licania_silvae;6698791,59576388;16;14
Licania_sothersiae;37021672,1145285;50;19
Licania_sprucei;89661147,4490418;233;101
Licania_stewardii;36263716,216609;80;7
Licania_steyermarkii;877237,770506103;1;1
Licania_stricta;9242784,02930419;44;4
Licania_subarachnophylla;13369465,5617785;37;12
Licania_tambopatensis;478757,778696751;2;1
Licania_triandra;51818866,6735285;111;37
Licania_trigonioides;428333,214992006;1;1
Licania_unguiculata;40859980,233673;220;88
Licania_urceolaris;48073474,656075;126;35
Licania_vaupesiana;1744230,90841492;3;3
Licania_velutina;814115,662636249;5;5
Licania_wurdackii;11198860,9760991;24;1
Licaria_armeniaca;35487442,1521698;82;24
Licaria_aurea;24357351,6230253;61;35
Licaria_aureosericea;557700,081110449;4;4
Licaria_brasiliensis;37530169,4174684;425;68
Licaria_camara;196236,779855113;1;1
Licaria_canella;1397274,59144431;3;1
Licaria_chrysophylla;86136744,3606196;1095;117
Licaria_crassifolia;167697228,515409;797;251
Licaria_debilis;407876,590370741;2;2
Licaria_deltoidea;410884,205660477;1;1
Licaria_excelsa;381917,240646064;1;1
Licaria_exserta;68058,2156017531;1;1
Licaria_guianensis;121280108,195092;584;170
Licaria_hirsuta;153200,945884873;1;1
Licaria_macrophylla;22774018,3405078;33;22
Licaria_martiniana;39563388,5662259;88;45
Licaria_oppositifolia;7344137,46368799;46;33
Licaria_pachycarpa;17888155,9271194;56;34
Licaria_polyphylla;858791,881496129;1;1
Licaria_puchury-major;256928,124816166;1;1
Licaria_rodriguesii;7386588,63485868;19;16
Licaria_rufotomentosa;484987,485433772;5;4
Licaria_subbullata;175180,947777323;1;1
Licaria_triandra;32102580,3666743;61;27
Licaria_vernicosa;1026380,76659357;5;3
Limadendron_amazonicum;13364448,9832005;29;11
Limadendron_hostmannii;34010804,7496589;197;17
Lindackeria_latifolia;72014213,074098;297;73
Lindackeria_paludosa;162390393,903306;397;122
Lindackeria_paraensis;11746431,860732;24;10
Lindackeria_pauciflora;779318,87474746;2;2
Lissocarpa_guianensis;2623724,07777566;17;5
Lissocarpa_jensonii;1875569,5523144;4;4
Lissocarpa_stenocarpa;4646788,51367453;13;7
Lonchocarpus_hedyosmus;875857,302041021;2;1
Lonchocarpus_imatacensis;13914452,2951674;50;15
Lonchocarpus_latifolius;2348168,93551054;7;3
Lonchocarpus_lilloi;11615234,2466188;70;7
Lonchocarpus_macrophyllus;304260,3436622;1;1
Lonchocarpus_nicou;402112,846754943;1;1
Lonchocarpus_pluvialis;886014,050039303;1;1
Lonchocarpus_seorsus;13288437,2268834;71;23
Lonchocarpus_sericeus;58782814,0056735;112;13
Lonchocarpus_spiciflorus;83590717,4679971;320;34
Lonchocarpus_trifolius;147399,929889816;1;1
Lophanthera_longifolia;763404,017655782;1;1
Lorostemon_bombaciflorum;22980990,5308456;42;11
Lorostemon_coelhoi;1300592,91330667;9;9
Lorostemon_colombianus;7101877,75704193;14;7
Loxopterygium_sagotii;14356067,8000085;42;17
Luehea_candicans;47404886,8323779;114;9
Luehea_cymulosa;424534691,64254;905;86
Luehea_divaricata;1091744,8286175;8;4
Luehea_grandiflora;5306484,10120426;8;5
Luehea_paniculata;22989358,8528431;60;10
Luehea_seemannii;521857,657384265;1;1
Luehea_speciosa;84434453,3278992;350;77
Lueheopsis_althaeiflora;4314867,81685225;13;10
Lueheopsis_burretiana;5674930,79056853;4;3
Lueheopsis_duckeana;70607202,004612;204;69
Lueheopsis_hoehnei;85145493,9128821;242;6
Lueheopsis_rosea;355371874,708589;553;177
Lueheopsis_rugosa;41112123,5385225;108;51
Lueheopsis_schultesii;14961974,2175589;19;11
Luetzelburgia_praecox;330826,777200405;7;1
Luma_apiculata;722772,661885516;1;1
Lunania_parviflora;174391589,359425;502;65
Mabea_anadena;5693046,90536915;20;2
Mabea_angularis;140811438,014652;703;79
Mabea_angustifolia;5901547,62439036;12;5
Mabea_anomala;10229258,8377333;9;1
Mabea_fistulifera;51969656,1430574;166;30
Mabea_klugii;4421534,20679773;26;11
Mabea_macbridei;10056783,1066437;29;4
Mabea_montana;3450023,16042405;9;3
Mabea_nitida;395196787,087584;827;84
Mabea_occidentalis;34440851,1912843;82;20
Mabea_paniculata;78339821,593288;396;20
Mabea_piriri;276632670,055914;991;148
Mabea_pohliana;3291111,20373485;36;4
Mabea_speciosa;1053030118,02611;2045;272
Mabea_subserrulata;2563755,88283084;4;2
Mabea_subsessilis;285870214,591106;388;43
Mabea_taquari;7262728,83315843;11;3
Mabea_trianae;57270514,3595012;266;3
Mabea_uleana;334548,342319537;2;2
Maburea_trinervis;87604517,8441141;465;7
Macbrideina_peruviana;328593,17907517;1;1
Machaerium_acuminatum;4736851,26629431;11;3
Machaerium_acutifolium;57668927,3280026;129;26
Machaerium_arboreum;3845462,31309903;9;5
Machaerium_aristulatum;1661737,56472334;6;4
Machaerium_biovulatum;1668327,48160211;3;3
Machaerium_brasiliense;160421,101699901;1;1
Machaerium_goudotii;69164,173418636;1;1
Machaerium_hirtum;157733908,149874;535;7
Machaerium_latialatum;550098,191419626;1;1
Machaerium_leucopterum;2642015,67145688;5;2
Machaerium_lunatum;1661642,91726313;8;6
Machaerium_nyctitans;16610395,1056069;74;6
Machaerium_opacum;532998,863822451;4;1
Machaerium_quinata;10081587,6777496;18;14
Machaerium_robiniifolium;4931611,27236035;10;5
Machaerium_subrhombiforme;168657,464699653;1;1
Machaerium_tortipes;1737838,47478016;1;1
Machaerium_villosum;5246434,62039949;11;4
Maclura_tinctoria;122285362,685768;229;41
Macoubea_guianensis;44094190,8853546;142;80
Macoubea_sprucei;50647378,6575438;81;28
Macrocnemum_roseum;22086169,2939986;81;25
Macrolobium_acaciifolium;492011176,47161;1138;176
Macrolobium_angustifolium;466797141,866725;1393;176
Macrolobium_archeri;6549898,61379889;32;15
Macrolobium_arenarium;13816479,2256544;58;13
Macrolobium_bifolium;385830556,257517;1136;124
Macrolobium_brevense;14445291,2291168;42;9
Macrolobium_campestre;13829148,651024;32;10
Macrolobium_canaliculatum;449556,180262917;1;1
Macrolobium_colombianum;2038818,97332106;8;2
Macrolobium_discolor;9431312,13111912;14;5
Macrolobium_evenulosum;4793359,73148852;6;3
Macrolobium_gracile;132166209,16739;275;49
Macrolobium_guianense;11536373,5446777;126;4
Macrolobium_huberianum;1622441,54811945;2;2
Macrolobium_ischnocalyx;10050764,312004;53;12
Macrolobium_latifolium;7566430,45142325;6;3
Macrolobium_limbatum;403233305,224564;714;213
Macrolobium_microcalyx;154302037,720454;346;63
Macrolobium_montanum;1910503,61323315;2;1
Macrolobium_multijugum;205947916,256859;444;39
Macrolobium_pendulum;25145690,9107461;155;26
Macrolobium_prancei;339335,53026459;2;2
Macrolobium_punctatum;1482266,30719647;3;2
Macrolobium_stenocladum;3686525,64738845;21;2
Macrolobium_suaveolens;81491057,8590375;189;59
Macrolobium_urupaense;572204,196336668;3;2
Macrolobium_venulosum;5025183,05017191;7;3
Macrolobium_wurdackii;5714050,80996332;7;3
Macrosamanea_amplissima;446460,316980725;1;1
Macrosamanea_duckei;14734108,7762934;31;3
Macrosamanea_pubiramea;19159141,5876587;130;6
Macrosamanea_spruceana;1574295,65765058;2;1
Magnolia_amazonica;8996164,37645632;38;13
Magnolia_rimachii;2591802,39613577;6;5
Magonia_pubescens;9477497,60332826;34;5
Mahurea_exstipulata;4587997,91841295;11;7
Mahurea_palustris;203877,747528598;4;2
Maieta_guianensis;1628396,94534605;4;3
Mallotus_peltatus;833698,210355901;1;1
Malmea_dielsiana;6888504,71120701;39;13
Malmea_manausensis;298421,085005852;2;2
Malouetia_duckei;2784920,61487336;6;5
Malouetia_lata;32544724,7845953;240;21
Malouetia_naias;7466276,02214261;8;4
Malouetia_tamaquarina;448420017,167657;682;99
Manicaria_saccifera;297960418,208256;1040;39
Manihot_brachyloba;3356939,44475736;62;3
Manilkara_bidentata;624919549,462288;2341;435
Manilkara_cavalcantei;34231870,0989051;83;35
Manilkara_elata;254032818,830809;884;255
Manilkara_inundata;66988835,8988979;136;42
Manilkara_paraensis;22073769,7638907;79;32
Manilkara_rufula;1801561,23575299;2;2
Manilkara_subsericea;853108,830014333;1;1
Maprounea_amazonica;10826228,3674229;54;9
Maprounea_brasiliensis;180756,661399514;1;1
Maprounea_guianensis;141307775,46031;286;100
Maquira_calophylla;221493220,534522;694;238
Maquira_coriacea;507743804,9415;932;125
Maquira_guianensis;268007845,651741;955;327
Maquira_sclerophylla;258125858,312662;853;186
Margaritaria_nobilis;90382626,9342143;216;86
Margaritopsis_astrellantha;4849450,85634583;1;1
Margaritopsis_boliviana;4735579,7245184;13;2
Margaritopsis_chaenotricha;81845,4708606526;1;1
Margaritopsis_deinocalyx;1082257,07652464;2;2
Margaritopsis_podocephala;349908,291558127;3;2
Marila_alternifolia;2487626,73419311;8;6
Marila_cespedesiana;1231938,83963291;3;1
Marila_grandiflora;355419,053897075;5;2
Marila_laxiflora;31358576,2080623;136;30
Marila_pluricostata;510577,401706782;2;2
Marila_tomentosa;11268328,7466761;31;24
Marlierea_bipennis;977581,429052488;5;2
Marlierea_caudata;43342585,8305639;76;12
Marlierea_cuprea;250365,550741325;1;1
Marlierea_ensiformis;1091997,58491065;3;1
Marlierea_ferruginea;645745,140764647;3;3
Marlierea_imperfecta;925498,060528688;3;2
Marlierea_macrophylla;416778,291915542;2;1
Marlierea_montana;20265946,7493648;130;11
Marlierea_schomburgkiana;34699426,7152141;159;25
Marlierea_spruceana;25077406,2685893;64;24
Marlierea_subulata;1140108,57853316;3;2
Marlierea_umbraticola;22162418,8935558;287;69
Marlierea_velutina;4298150,55457622;48;21
Martiodendron_elatum;52094487,746409;136;42
Martiodendron_excelsum;860409,871904334;5;3
Martiodendron_mediterraneum;14991,0071332605;6;1
Martiodendron_parviflorum;19044263,1304376;53;31
Matayba_adenanthera;1938715,47272314;6;6
Matayba_arborescens;255517760,357983;498;111
Matayba_atropurpurea;2371034,95706538;7;1
Matayba_camptoneura;3169923,62907398;25;1
Matayba_elaeagnoides;117586954,426869;81;3
Matayba_elegans;62333415,718412;114;40
Matayba_guianensis;148719226,53085;350;66
Matayba_inelegans;181423141,45912;271;70
Matayba_laevigata;671246,231796358;7;7
Matayba_macrocarpa;3888022,99395562;11;9
Matayba_oligandra;16314741,503966;353;41
Matayba_opaca;114344929,925883;617;44
Matayba_peruviana;8571449,05423112;21;11
Matayba_purgans;61549781,5615778;110;53
Matayba_scrobiculata;19082223,7232754;54;25
Matayba_spruceana;25954666,3166778;21;5
Matayba_stenodictya;939108,73324547;7;4
Matisia_alchorneifolia;1532849,90155598;2;1
Matisia_arteagensis;1520711,97380468;3;2
Matisia_bicolor;23235135,3756219;73;21
Matisia_bracteolosa;83253305,991791;232;88
Matisia_cordata;245580232,406344;569;63
Matisia_idroboi;19274682,1375521;72;17
Matisia_intricata;14314196,0028484;34;16
Matisia_lasiocalyx;146930341,501894;269;34
Matisia_lecythicarpa;379830,520404686;1;1
Matisia_lomensis;20365723,7886755;101;22
Matisia_longiflora;13970449,3978747;74;21
Matisia_malacocalyx;162199254,784861;591;84
Matisia_obliquifolia;20230920,8476346;125;33
Matisia_oblongifolia;5999562,89683305;9;6
Matisia_ochrocalyx;569683912,143255;1162;245
Matisia_soegengii;1576796,90102796;4;3
Mauritia_carana;76258112,4000713;171;21
Mauritia_flexuosa;2085453011,92618;3673;136
Mauritiella_aculeata;259710427,962275;479;33
Mauritiella_armata;471649169,341049;989;27
Mayna_grandifolia;707559,155657186;1;1
Mayna_odorata;336059,861338798;1;1
Mayna_parvifolia;1920294,51751841;7;6
Maytenus_amazonica;13539452,6160516;36;23
Maytenus_cardenasii;1622249,89219647;7;3
Maytenus_communis;69164,173418636;1;1
Maytenus_ebenifolia;12712838,797259;44;15
Maytenus_erythrocarpa;1885838,4939899;3;2
Maytenus_evonymoides;1221446,29715456;4;4
Maytenus_ficiformis;10192657,6716208;37;9
Maytenus_floribunda;17329809,9184295;40;17
Maytenus_guyanensis;134357052,963721;256;118
Maytenus_krukovii;3893114,3579689;2;1
Maytenus_laevis;1956999,66785073;1;1
Maytenus_longipes;1099712,76595645;2;2
Maytenus_macrocarpa;45819257,8699916;84;43
Maytenus_meguillensis;402112,846754943;1;1
Maytenus_myrsinoides;24350064,2602961;80;44
Maytenus_oblongata;5939587,68539995;42;24
Maytenus_obtusifolia;668221,656924405;4;2
Maytenus_octogona;811226,116401575;1;1
Maytenus_officinalis;341431,181733891;3;1
Maytenus_pruinosa;7115920,255565;17;8
Maytenus_pustulata;3189109,62685277;4;2
Maytenus_schumanniana;402112,846754943;1;1
Melicoccus_novogranatensis;9070956,08448733;59;17
Melicoccus_oliviformis;24236969,3928696;59;15
Melicoccus_pedicellaris;11483502,8286891;60;37
Meliosma_boliviensis;2113918,72909267;7;2
Meliosma_frondosa;2530421,5477939;5;1
Meliosma_glabrata;1835862,74331853;3;2
Meliosma_herbertii;74577522,8630341;187;89
Meliosma_loretoyacuensis;9775494,97438583;28;20
Meliosma_vasquezii;2985335,14461504;12;10
Meriania_urceolata;42947014,8919928;64;12
Metrodorea_flavida;947182824,802104;1524;131
Metteniusa_tessmanniana;3847682,41722019;30;9
Mezilaurus_campaucola;4582788,97006001;13;3
Mezilaurus_crassiramea;11778423,600267;42;2
Mezilaurus_duckei;31913592,0471269;266;78
Mezilaurus_introrsa;361806,259736845;1;1
Mezilaurus_itauba;484337123,957801;1094;301
Mezilaurus_lindaviana;18778435,0261589;140;23
Mezilaurus_mahuba;15798183,8541796;133;39
Mezilaurus_opaca;4304132,69582724;9;8
Mezilaurus_palcazuensis;2519707,9127698;5;3
Mezilaurus_pyriflora;71923,604573816;1;1
Mezilaurus_sprucei;41866461,0326816;61;32
Mezilaurus_subcordata;3097167,72297432;8;4
Mezilaurus_synandra;38987742,7000083;70;36
Mezilaurus_triunca;1710268,46672723;10;7
Miconia_abbreviata;737153,590163762;4;4
Miconia_acuminata;3706754,18871841;50;14
Miconia_acutifolia;857227,781401512;1;1
Miconia_affinis;22397678,4911332;80;42
Miconia_albicans;686140,248532334;2;2
Miconia_amazonica;1214231,57835052;3;3
Miconia_ampla;21346314,0538606;26;10
Miconia_appendiculata;2068600,44160328;7;4
Miconia_argyrophylla;91457349,217644;339;93
Miconia_aulocalyx;1065853,74202812;9;5
Miconia_aurea;1085699,94783054;6;4
Miconia_biglandulosa;3367350,95351243;8;6
Miconia_brevipes;1110811,47691629;2;1
Miconia_bubalina;33187229,9784221;80;17
Miconia_burchellii;4908124,14946709;61;20
Miconia_calvescens;4535226,59276323;15;7
Miconia_caudata;107274,283979376;1;1
Miconia_cazaletii;624522,820815284;3;2
Miconia_centrodesma;4974412,74419315;12;9
Miconia_ceramicarpa;18566900,6136396;311;13
Miconia_chrysophylla;179635775,313116;457;63
Miconia_ciliata;180016,817447628;1;1
Miconia_comptifolia;2651525,88359847;13;3
Miconia_crassinervia;776698,213733822;38;8
Miconia_cuspidata;23754814,6656368;88;16
Miconia_decurrens;1736464,09128117;8;8
Miconia_dichrophylla;14262341,7945753;68;23
Miconia_dispar;34626430,6991696;94;42
Miconia_dodecandra;176438,457398012;2;2
Miconia_dolichorrhyncha;17966410,8365648;63;27
Miconia_egensis;12502132,4325247;66;10
Miconia_elata;29122597,1456192;108;41
Miconia_emendata;527906,368168326;3;2
Miconia_eriodonta;460468,396395207;3;3
Miconia_eugenioides;647550,788570016;1;1
Miconia_fragilis;4409534,45646227;21;8
Miconia_glaucescens;786960,982671462;4;4
Miconia_grandiflora;42442,4023253211;7;1
Miconia_grandifoliata;1932150,46219046;11;6
Miconia_gratissima;25531705,3351546;198;31
Miconia_holosericea;53464545,0975221;105;25
Miconia_hylophila;1693876,22692973;4;2
Miconia_hypoleuca;4067701,04670433;20;11
Miconia_impetiolaris;328947,541123584;1;1
Miconia_insularis;1277200,83356812;3;3
Miconia_klugii;5559370,88144722;8;4
Miconia_lamprophylla;2651011,38888072;10;4
Miconia_lepidota;23702584,3864784;58;24
Miconia_longifolia;12025032,7418628;13;9
Miconia_longispicata;6858770,94411967;52;17
Miconia_lourteigiana;7332564,68391639;10;1
Miconia_manauara;2296353,75604671;3;1
Miconia_matthaei;2478273,2004261;6;3
Miconia_mattogrossensis;2799833,74425874;5;2
Miconia_minutiflora;57409426,4589068;158;56
Miconia_mirabilis;36625603,8163232;268;36
Miconia_multiflora;12299393,4916519;31;2
Miconia_multispicata;4910554,50684604;29;11
Miconia_myriantha;16609685,6136961;28;10
Miconia_napoana;12708974,8180613;41;22
Miconia_nervosa;59052277,2980022;39;2
Miconia_oraria;282756,661050882;1;1
Miconia_phaeochaeta;700876,261811591;1;1
Miconia_phaeophylla;13656354,9077692;31;18
Miconia_phanerostila;14229863,5635828;113;40
Miconia_plukenetii;101948,331051719;1;1
Miconia_poeppigii;133183840,239852;286;60
Miconia_prancei;791545,751989253;2;2
Miconia_prasina;13146966,018165;75;20
Miconia_pterocaulon;337811,00056937;2;2
Miconia_pubipetala;9159758,6556344;20;8
Miconia_pulverulenta;810061,014698601;1;1
Miconia_punctata;200526082,58854;759;158
Miconia_pyrifolia;283031855,070073;925;87
Miconia_quadrialata;649453,578564947;2;1
Miconia_regelii;5429829,81275232;16;13
Miconia_rimachii;407412,826480992;1;1
Miconia_rubiginosa;6117720,14440292;3;2
Miconia_ruficalyx;25935168,6162632;56;13
Miconia_sellowiana;219064,217956834;1;1
Miconia_serialis;4742811,7894503;163;11
Miconia_serrulata;5497655,07603315;13;5
Miconia_spennerostachya;382292,178127885;1;1
Miconia_spichigeri;1611521,80662428;2;2
Miconia_splendens;70081169,7227431;153;46
Miconia_sprucei;2678761,90188435;6;1
Miconia_stipitata;1463177,29697848;2;1
Miconia_subspicata;266126,934765929;2;1
Miconia_ternatifolia;4953077,29424286;7;2
Miconia_tetrasperma;4657801,62567323;19;10
Miconia_tetraspermoides;2143097,88489801;9;4
Miconia_tomentosa;25068612,5833509;61;20
Miconia_traillii;5245914,62896017;11;7
Miconia_trianae;131664,993486767;1;1
Miconia_trinervia;18132870,7991744;39;19
Miconia_triplinervis;16799361,3952481;52;13
Miconia_truncata;3039573,37848866;3;3
Miconia_tschudyoides;681242,47086976;11;11
Miconia_woytkowskii;500563,553825506;2;1
Miconia_zubenetana;296185,048703963;4;1
Micrandra_elata;291512514,832298;786;27
Micrandra_glabra;146796620,348654;382;5
Micrandra_minor;91814599,0935868;168;19
Micrandra_rossiana;15100449,4752209;41;13
Micrandra_siphonioides;204279684,074964;396;47
Micrandra_spruceana;598968250,083816;1061;80
Micrandra_sprucei;840730265,885219;1209;15
Micrandropsis_scleroxylon;173771505,051268;502;50
Micropholis_acutangula;81832141,5451847;300;103
Micropholis_brochidodroma;9019115,7523541;25;15
Micropholis_casiquiarensis;113014117,294067;205;75
Micropholis_caudata;13769738,7765465;187;38
Micropholis_cayennensis;12811921,370685;82;27
Micropholis_cylindrocarpa;28056880,5630049;100;56
Micropholis_egensis;332098677,21253;1197;232
Micropholis_gardneriana;215274008,729434;2860;16
Micropholis_gnaphaloclados;1798637,33378189;4;1
Micropholis_grandiflora;1089011,8978183;1;1
Micropholis_guyanensis;1341710656,3969;3741;679
Micropholis_humboldtiana;49781620,8266881;193;7
Micropholis_longipedicellata;6773590,62237826;44;18
Micropholis_macrophylla;22938608,0505043;36;13
Micropholis_madeirensis;24391360,2570033;44;20
Micropholis_maguirei;95259312,1763707;144;8
Micropholis_melinoniana;100798690,53972;374;109
Micropholis_mensalis;72168061,7789671;161;51
Micropholis_obscura;14868231,5408831;127;48
Micropholis_porphyrocarpa;14002396,2575692;130;35
Micropholis_resinifera;35464383,6059834;321;49
Micropholis_sanctae-rosae;6191186,60859171;36;14
Micropholis_splendens;69617593,1112892;142;50
Micropholis_submarginalis;84736,9647419794;1;1
Micropholis_trunciflora;38137815,2051404;100;55
Micropholis_venulosa;555235377,223023;1561;478
Micropholis_williamii;129419604,7384;542;136
Minquartia_guianensis;850389415,859422;3125;789
Mollia_gracilis;133600579,796635;388;45
Mollia_lepidota;498586224,256017;948;92
Mollia_speciosa;179243732,235211;352;33
Mollia_ulei;2485608,93333424;10;6
Mollinedia_killipii;11638187,7051322;39;15
Mollinedia_lanceolata;899790,248829726;1;1
Mollinedia_ovata;9504207,83292439;21;16
Mollinedia_repanda;599132,874719159;2;2
Mollinedia_tomentosa;300217,289542096;2;2
Molongum_laxum;609352,960362035;2;1
Molongum_lucidum;1084996,64489491;3;1
Monopteryx_angustifolia;55019803,8721426;62;3
Monopteryx_inpae;29685510,871482;135;32
Monopteryx_uaucu;498901307,567238;621;48
Mora_excelsa;202228386,639236;613;17
Mora_gonggrijpii;305769493,764085;994;23
Mora_paraensis;315316402,92831;2879;55
Moronobea_coccinea;31559728,7066768;166;55
Moronobea_pulchra;1527122,1698756;5;3
Moronobea_riparia;2112440,74502253;3;2
Mosannona_hypoglauca;1384453,99859761;5;3
Mosannona_papillosa;1040014,21145282;1;1
Mosannona_raimondii;1348927,23845641;1;1
Mouriri_acutiflora;119934331,622252;755;86
Mouriri_ambiconvexa;1299128,44602939;2;1
Mouriri_angulicosta;85001091,5913372;233;60
Mouriri_apiranga;166702386,802545;341;66
Mouriri_brachyanthera;91416688,8511125;242;61
Mouriri_brevipes;17482292,8980751;31;5
Mouriri_cauliflora;12761732,4481488;25;15
Mouriri_chamissoana;786498,480485145;1;1
Mouriri_collocarpa;37139509,0553862;285;81
Mouriri_crassifolia;20637585,2688271;129;60
Mouriri_densifoliata;1771920,25443236;2;2
Mouriri_dimorphandra;3028215,58203759;15;12
Mouriri_duckeana;90756472,5925068;407;111
Mouriri_duckeanoides;1602388,71649034;11;8
Mouriri_elliptica;876292,624794304;3;1
Mouriri_ficoides;19694540,0283191;34;18
Mouriri_floribunda;995391,911942212;2;2
Mouriri_francavillana;2330961,93565435;8;7
Mouriri_gleasoniana;853108,830014333;1;1
Mouriri_grandiflora;173992915,496496;412;90
Mouriri_guianensis;35239459,2052432;100;24
Mouriri_huberi;25167239,0841188;75;54
Mouriri_laxiflora;1599448,86577416;8;5
Mouriri_longifolia;368457,661833518;1;1
Mouriri_lunatanthera;12099332,0352392;20;11
Mouriri_myrtifolia;62443106,6502289;122;32
Mouriri_myrtilloides;6463450,6784858;19;12
Mouriri_nervosa;12880260,3817023;40;23
Mouriri_nigra;160966053,688013;420;133
Mouriri_oligantha;4545557,18818942;16;7
Mouriri_peruviana;2947593,10615245;18;7
Mouriri_sagotiana;33140809,7549627;134;33
Mouriri_sideroxylon;22716178,110403;16;3
Mouriri_spruceana;5312922,97467906;6;3
Mouriri_subumbellata;775151,052326866;2;2
Mouriri_torquata;1328079,36171989;7;5
Mouriri_trunciflora;25806172,5041834;31;20
Mouriri_uncitheca;25490908,7452767;20;3
Mouriri_vernicosa;53254095,2636756;150;32
Mucoa_duckei;65252653,9142024;121;34
Muellera_campestris;171659,75580515;1;1
Muellera_monilis;5965689,9659109;24;3
Myracrodruon_urundeuva;44704350,3789663;105;7
Myrceugenia_correifolia;1186526,60312655;7;6
Myrcia_aliena;14203828,7744922;26;19
Myrcia_amapensis;1341460,59357622;9;4
Myrcia_amazonica;156144132,979431;344;66
Myrcia_argentigemma;14398416,7621653;20;2
Myrcia_atramentifera;10891279,0944814;55;25
Myrcia_bracteata;3036239,552742;9;7
Myrcia_citrifolia;6972847,51428419;8;4
Myrcia_coumete;707594,015532433;1;1
Myrcia_crassimarginata;1581930,81138713;4;4
Myrcia_cuprea;2862701,07382164;7;6
Myrcia_decorticans;3744113,14389992;36;16
Myrcia_deflexa;16233563,4538061;44;22
Myrcia_dichasialis;4643486,99764175;5;2
Myrcia_eximia;10293580,7787526;27;18
Myrcia_fenestrata;2478503,64935294;1;1
Myrcia_fenzliana;1528060,18843481;1;1
Myrcia_gigas;7364809,82756537;32;8
Myrcia_graciliflora;4324650,87765484;10;4
Myrcia_grandis;8051437,42323913;59;29
Myrcia_guianensis;6298609,40905509;15;14
Myrcia_huallagae;458047,769627516;4;2
Myrcia_inaequiloba;5132553,67528672;16;4
Myrcia_laruotteana;256928,124816166;1;1
Myrcia_lucida;8219724,89674425;10;6
Myrcia_madida;470163,994837717;1;1
Myrcia_magnifolia;763404,017655782;1;1
Myrcia_magnoliifolia;11608744,4941971;20;15
Myrcia_minutiflora;1879675,36819443;7;6
Myrcia_mollis;248580,719253858;1;1
Myrcia_multiflora;126843383,370563;276;45
Myrcia_obumbrans;3028545,61933024;6;5
Myrcia_paivae;20110002,9500004;101;43
Myrcia_platyclada;12569995,7724558;34;5
Myrcia_pyrifolia;71923,604573816;1;1
Myrcia_rufipila;20806902,9845224;25;18
Myrcia_servata;14218837,6240818;29;18
Myrcia_silvatica;1857591,61451512;3;3
Myrcia_speciosa;176301,122549866;1;1
Myrcia_splendens;247604245,004662;732;213
Myrcia_subobliqua;307698,774330161;1;1
Myrcia_subsericea;4672973,47037569;8;4
Myrcia_sylvatica;13691656,8749596;47;22
Myrcia_tomentosa;25894524,5123894;166;19
Myrcianthes_prodigiosa;53208,0280956799;1;1
