Species;population;N.ind;N.plots
Coccoloba coronata;9428836,05487923;52;22
Pera decipiens;9428768,98521962;17;9
Inga fastuosa;9419981,83833001;31;21
Allantoma integrifolia;9419383,26726584;39;15
Erisma fuscum;9414640,35128656;27;13
Simira paraensis;9407842,03445874;20;3
Hymenolobium modestum;9398842,46365112;23;17
Trichilia euneura;9398550,01099837;36;22
Peridiscus lucidus;9397176,2411373;42;16
Caryocar amygdaliforme;9377783,8407063;31;17
Casearia commersoniana;9375132,27158405;17;9
Ormosia bopiensis;9368503,09350741;28;17
Moquilea longipedicellata;9362197,74177212;33;13
Galipea davisii;9358648,99436148;16;3
Iryanthera inpae;9321928,20574808;19;10
Erythroxylum anguifugum;9308317,01066195;41;7
Salacia macrantha;9296269,81113626;36;24
Schefflera japurensis;9284869,18620119;20;1
Meliosma loretoyacuensis;9273421,68042276;29;21
Mabea macbridei;9267785,81779921;29;4
Vochysia densiflora;9266295,81993979;28;14
Albizia duckeana;9264001,19679785;20;14
Diospyros kondor;9256632,88871372;10;3
Humiriastrum obovatum;9233656,89535648;82;4
Alseis longifolia;9232561,3450969;14;3
Guapira noxia;9217918,58679494;61;13
Citronella incarum;9202259,98794659;39;24
Vochysia complicata;9185157,38401342;23;4
Ocotea olivacea;9178985,62139653;34;16
Talisia carinata;9166802,89755358;16;9
Pagamea acrensis;9154912,85063608;7;2
Rhodostemonodaphne peneia;9150932,68109185;24;20
Endlicheria arunciflora;9142631,83654103;11;4
Catostemma sancarlosianum;9138690,39615139;19;3
Croton sampatik;9129582,0812619;38;9
Deguelia utilis;9118509,78920075;28;17
Annona tenuipes;9115363,21740181;49;26
Calyptranthes macrophylla;9107899,66662084;106;25
Pachira gracilis;9088797,52918432;13;1
Chamaecrista bahiae;9087656,36172405;14;7
Coussarea ampla;9082680,01729826;25;15
Simaba paraensis;9080624,94962735;47;20
Cordia naidophila;9071769,707097;16;6
Cyrilla racemiflora;9065170,54547202;16;1
Calyptranthes pulchella;9047911,46383194;13;4
Annona cuspidata;9014122,08861301;21;12
Trichilia inaequilatera;8998682,68098995;20;4
Aspidosperma myristicifolium;8981630,50224055;28;11
Aniba excelsa;8980792,80659188;38;15
Tetrameranthus laomae;8975951,02774001;15;10
Duguetia furfuracea;8971293,14199906;52;4
Erythrina dominguezii;8967367,43952228;5;2
Emmotum orbiculatum;8953424,03972709;39;8
Melicoccus novogranatensis;8947203,67356775;128;18
Virola minutiflora;8928497,34213236;26;12
Swartzia longistipitata;8917083,31947364;16;6
Dystovomita paniculata;8914898,09316622;17;3
Lindackeria paraensis;8899011,14649516;24;10
Mollinedia ovata;8877956,7079088;21;16
Spondias venosa;8866792,30269793;16;9
Quiina integrifolia;8809149,90757844;35;15
Trichilia martiana;8808996,87049461;21;14
Barnebydendron riedelii;8805478,466084;23;11
Astrocaryum ulei;8788541,38658889;4;1
Annona sericea;8780668,27000915;13;7
Quararibea loretoyacuensis;8758949,79937893;25;13
Caryocar nuciferum;8756086,90745971;31;18
Pterodon pubescens;8755410,32106764;39;3
Magonia pubescens;8740357,99453429;34;5
Licania stricta;8739517,31771958;44;4
Swartzia trianae;8727620,77487876;17;4
Sparattosperma leucanthum;8726110,79913423;15;6
Pera distichophylla;8721070,01285169;22;8
Micropholis brochidodroma;8720502,10087333;43;16
Vochysia cayennensis;8718491,7671121;40;1
Piper reticulatum;8698499,21514198;30;16
Couepia williamsii;8691396,13196518;25;7
Hippotis albiflora;8690429,23614009;24;4
Casearia corymbosa;8681487,22108053;28;14
Tachigali schultesiana;8681072,39538817;12;5
Genipa spruceana;8626331,17062915;26;13
Swartzia ingaefolia;8624524,93611265;12;7
Neoraputia magnifica;8621459,42676647;8;1
Ficus piresiana;8608692,45502478;30;20
Calliandra surinamensis;8601715,61376204;14;12
Siparuna reginae;8600675,75748725;29;16
Annona impressivenia;8588655,49463765;45;8
Lecythis barnebyi;8573230,76188727;46;18
Porcelia nitidifolia;8561524,66818538;29;12
Diospyros manu;8561072,29966026;18;10
Magnolia amazonica;8542921,20048651;38;13
Annona dolichophylla;8542886,42092844;24;17
Sloanea picapica;8531826,52296201;22;16
Staminodianthus duckei;8526372,9989096;16;12
Annona neoamazonica;8525618,67572485;29;19
Chromolucuma baehniana;8524781,07347903;12;7
Vatairea fusca;8521795,97819003;19;16
Miconia pubipetala;8512454,98162654;20;8
Swartzia latifolia;8510626,29965539;8;3
Pseudoxandra obscurinervis;8506300,10178697;25;18
Ormosia macrophylla;8487202,17356755;20;8
Macrolobium discolor;8480354,66430734;14;5
Tabernaemontana sananho;8477429,39596809;24;18
Abarema piresii;8472825,26871802;88;29
Allophylus loretensis;8454613,83231977;24;9
Votomita pubescens;8447950,3602553;23;7
Guatteria atabapensis;8437651,43235789;14;8
Monteverdia ficiformis;8433182,30546944;37;9
Rauvolfia pentaphylla;8412902,58170017;12;8
Talisia dasyclada;8405546,77052024;25;5
Tabebuia stenocalyx;8405036,34032042;41;10
Isertia coccinea;8404490,86092215;49;13
Eriotheca gracilipes;8397484,88125699;41;7
Ocotea gracilis;8386450,60825337;16;10
Pouteria tarapotensis;8374375,44792433;19;14
Senna multijuga;8363671,10370184;18;13
Duroia bolivarensis;8349095,5967172;15;10
Henriettea fissanthera;8342761,86361356;25;4
Diospyros bullata;8342059,72543891;10;8
Siparuna cymosa;8270996,99215369;93;30
Protium surinamense;8268789,92174356;48;19
Terminalia glabrescens;8265622,41054933;15;11
Inga microcoma;8263817,5676612;35;17
Guapira tomentosa;8235669,6019148;15;12
Pochota fendleri;8228503,03272889;14;10
Annona fosteri;8221952,51771511;19;8
Klarobelia lucida;8210515,46733203;21;9
Nectandra viburnoides;8201800,45024532;84;16
Lecythis congestiflora;8200372,22294236;101;20
Eugenia belemitana;8194819,6036877;115;31
Prunus detrita;8188919,21382964;20;11
Aspidosperma fendleri;8181200,62153462;35;14
Swartzia flavescens;8176177,078853;17;5
Hebepetalum roraimense;8148123,38377031;21;3
Endlicheria arenosa;8143284,29451557;18;8
Cremastosperma brevipes;8136278,46605179;11;3
Ouratea paraensis;8133568,0308437;42;20
Rauia resinosa;8128174,36289916;23;10
Persea peruviana;8111848,6436626;19;10
Anthodiscus amazonicus;8064263,87790442;16;6
Bactris balanophora;8040770,23745299;13;6
Rinorea neglecta;8031677,79389406;14;9
Schoepfia lucida;8030718,44667556;17;9
Casearia fasciculata;8027109,12358192;14;7
Byrsonima leucophlebia;8004040,35317574;16;5
Tococa subciliata;7963396,97709354;6;2
Senna ruiziana;7960847,2541071;9;4
Alibertia claviflora;7954023,62860172;42;19
Salacia cordata;7946905,3989877;15;6
Caryodaphnopsis fosteri;7919524,18052286;35;23
Aniba megaphylla;7918528,93265344;18;15
Cecropia putumayonis;7912607,14482369;30;15
Ternstroemia laevigata;7889860,59971183;9;1
Rauvolfia paraensis;7884517,27974394;30;23
Schistostemon retusum;7873789,68468019;15;8
Inga lallensis;7869949,23812049;25;16
Annona neoulei;7862918,69704056;17;2
Bunchosia argentea;7822246,09392173;37;22
Colubrina arborescens;7808541,71987925;48;10
Trichilia elsae;7805671,17247926;192;22
Chrysochlamys bracteolata;7788678,52501516;28;10
Ruizterania rigida;7788179,96246189;25;1
Cinchonopsis amazonica;7787616,60109101;17;8
Achatocarpus praecox;7787549,39255506;37;3
Citharexylum macrophyllum;7780545,09561305;10;5
Erythrina poeppigiana;7777911,7182562;19;9
Matayba peruviana;7771490,84595954;21;11
Protium elegans;7770031,80308507;37;9
Carapichea pacimonica;7764383,61682311;12;8
Dodecastigma amazonicum;7723003,74177914;19;11
Spondias venulosa;7707054,20634455;26;8
Thyrsodium herrerense;7706911,28768173;13;10
Nectandra lineata;7701079,42091097;40;9
Eschweilera paniculata;7698159,50747287;12;2
Byrsonima chrysophylla;7679313,75404884;19;11
Ruizterania sacculata;7671298,38764159;5;2
Miconia regelii;7665112,85853399;20;17
Copaifera martii;7664494,19781068;12;6
Euplassa pinnata;7650612,00675553;28;13
Swartzia remiger;7650174,03835957;50;8
Vantanea micrantha;7613188,74478831;42;30
Cassipourea lasiocalyx;7591389,52402917;30;5
Ruprechtia tangarana;7570141,73094562;26;10
Tovomita krukovii;7557476,0495975;13;7
Eschweilera potaroensis;7534513,82375743;40;2
Persea fastigiata;7531099,89623336;7;1
Cybianthus nestorii;7514003,16091357;59;1
Erythroxylum rufum;7510720,84524638;17;9
Cordia hebeclada;7496051,88208524;29;18
Calyptranthes speciosa;7491333,61124933;37;17
Laetia ovalifolia;7479515,21531438;18;4
Moquilea fritschii;7471860,26588726;12;9
Virola parvifolia;7468926,8859387;18;13
Gloeospermum sphaerocarpum;7457455,5166781;20;14
Galipea congestiflora;7454882,79851688;12;3
Persea areolatocostae;7446017,10499044;11;7
Myroxylon peruiferum;7444714,00717797;16;1
Eugenia discreta;7439717,96335484;21;7
Ilex laureola;7431028,66686156;35;12
Platycarpum rugosum;7428646,5112484;11;3
Pentagonia macrophylla;7426584,70857766;31;14
Faramea corymbosa;7425839,63482742;24;18
Anaxagorea brachycarpa;7423341,45661753;7;5
Citharexylum spinosum;7414910,06551555;23;4
Guarea guentheri;7407612,68630795;47;16
Ficus caballina;7406442,20765054;13;7
Phyllanthus attenuatus;7405710,15831238;25;15
Erythroxylum gracilipes;7399855,41399789;19;9
Trichilia pittieri;7333097,21866101;23;5
Pausandra fordii;7332502,03716247;106;7
Tabernaemontana heterophylla;7329015,41742406;5;2
Vismia sprucei;7309377,90787998;28;13
Andira coriacea;7307671,14803497;101;33
Aiouea trinervis;7297791,1996143;12;8
Vouacapoua pallidior;7291383,02187423;34;24
Myrcia grandis;7285456,25368919;59;29
Rudgea viburnoides;7276619,17267083;23;18
Anthodiscus klugii;7265034,98740685;26;23
Stryphnodendron occhionianum;7264461,41920264;6;3
Nectandra cuneatocordata;7255433,33140654;29;17
Chamaecrista scleroxylon;7253904,87818517;16;7
Ptychopetalum uncinatum;7252585,10071356;482;14
Inga bonplandiana;7251305,68588714;15;2
Ficus mathewsii;7251066,32734926;25;14
Peltogyne campestris;7242736,36843932;18;9
Rudgea lanceifolia;7238287,74643559;24;12
Quiina guianensis;7235257,52286869;46;14
Bravaisia integerrima;7231369,2210006;29;10
Casearia guianensis;7231048,13769811;7;7
Couepia exflexa;7228125,9897003;31;13
Syagrus cocoides;7225348,89842533;43;9
Myrcia lucida;7224706,54464946;10;6
Elvasia macrostipularis;7222960,58270517;139;4
Guatteria alata;7190193,13267758;24;4
Euphronia guianensis;7168018,14145266;9;3
Ocotea delicata;7146183,97134653;15;12
Sterculia guapayensis;7140389,63043327;19;12
Diospyros pseudoxylopia;7140122,75384512;44;24
Dimorphandra polyandra;7135483,23168035;87;5
Ficus crocata;7126669,52547364;22;11
Annona jucunda;7125083,14830397;20;13
Pera anisotricha;7120191,53582297;16;3
Isertia rosea;7078874,12311451;38;9
Mouriri spruceana;7066752,30823666;15;7
Neea laxa;7057532,515272;11;10
Cybianthus peruvianus;7039027,36946978;20;9
Mouriri myrtilloides;7029979,54369521;27;15
Ilex martiniana;7022772,23637732;38;5
Faramea sessilifolia;7019295,51320687;29;8
Helicostylis heterotricha;7013829,78566387;20;9
Cheiloclinium hippocrateoides;7009156,19982524;20;12
Microdesmia rigida;7007029,52747225;20;2
Inga barbata;7002632,9494253;54;13
Inga cocleensis;7002130,75168379;18;2
Septotheca tessmannii;6948563,38455122;11;2
Quiina macrophylla;6945940,38920007;30;18
Ilex guayusa;6920793,84680946;10;5
Pradosia atroviolacea;6920126,16485757;31;18
Diospyros longifolia;6907868,16799089;7;2
Allophylus pilosus;6901330,9312208;20;14
Vitex klugii;6885817,88087347;15;13
Neea anisophylla;6883727,67422325;28;6
Himatanthus obovatus;6862407,02302937;12;7
Pouteria maxima;6860681,34755344;24;19
Micropholis sanctae-rosae;6860597,41636742;40;15
Tovomita gracilipes;6850412,25672229;15;11
Guatteria cryandra;6840697,76047261;25;2
Tovomita leucantha;6839044,48698199;6;2
Aiouea laevis;6838571,95733074;21;14
Inga glomeriflora;6837074,42812912;18;12
Dussia discolor;6836631,19980271;37;20
Mabea taquari;6827378,40861535;11;3
Miconia lourteigiana;6826703,15958764;10;1
Bellucia arborescens;6823453,13161863;38;27
Ximenia americana;6818407,67305591;16;7
Aiouea maguireana;6813456,48789884;26;13
Pleurothyrium acuminatum;6807981,82443685;18;7
Eugenia paracatuana;6807446,30566977;8;2
Brosimum melanopotamicum;6800650,19864163;17;14
Faramea crassifolia;6797436,02900714;17;1
Ocotea scabrella;6793003,0906554;8;7
Endlicheria metallica;6785315,99922631;30;15
Calycophyllum multiflorum;6784076,13762012;16;5
Aldina insignis;6779960,3651983;30;4
Enterolobium barnebianum;6764932,78552925;19;11
Cordia sprucei;6757085,60166817;62;13
Celtis loxensis;6742635,86651092;10;3
Humiriastrum colombianum;6740969,90722814;11;4
Zygia claviflora;6732681,22638047;15;6
Picramnia spruceana;6727072,01694401;16;9
Connarus erianthus;6725050,67911512;47;23
Faramea paniculata;6724186,62894528;41;2
Pouteria grandis;6720312,78871657;72;26
Andira cordata;6719203,65834374;52;2
Monteverdia pruinosa;6717092,03784278;17;8
Cordia panicularis;6712105,87007341;23;16
Macrolobium latifolium;6711006,01682482;6;3
Micropholis longipedicellata;6707013,78191309;44;18
Sterculia villifera;6696910,09310342;25;8
Ouratea amplifolia;6694304,35673473;17;9
Inga gereauana;6676807,25294123;23;6
Ficus sphenophylla;6674340,34962904;16;12
Eschweilera rankiniae;6670915,55154068;72;34
Tetrorchidium macrophyllum;6668473,32365453;39;15
Neocalyptrocalyx grandipetala;6662961,34516359;5;4
Cupania rubiginosa;6662726,13360698;36;23
Sloanea meianthera;6661869,12131772;29;18
Ixora ulei;6661277,43986524;46;13
Eugenia tetramera;6659200,12251043;37;17
Myrcia gigas;6655972,05832611;32;8
Chrysophyllum superbum;6644334,84653021;17;11
Angostura simplex;6636877,0496809;19;8
Citharexylum poeppigii;6631325,1649573;11;8
Lorostemon colombianus;6618537,44629428;14;7
Qualea tessmannii;6612683,8823753;9;7
Guatteria stipitata;6612082,78885773;15;9
Cordia lasseri;6602229,35736726;19;12
Hortia regia;6595840,1702905;38;11
Chaunochiton loranthoides;6590458,90613064;24;8
Protium leptostachyum;6581353,6105122;13;4
Malouetia naias;6579878,87354619;8;4
Licaria oppositifolia;6572724,62335171;46;33
Moquilea leucosepala;6561593,58229562;10;3
Hirtella beckii;6556561,3559795;9;1
Endlicheria sprucei;6553769,74031532;56;20
Banara arguta;6544403,92420152;11;7
Lepidocaryum tenue;6539688,898369;4;1
Protium cuneifolium;6537349,73128773;8;4
Nectandra paucinervia;6535209,37993756;41;14
Bonellia mucronata;6526577,80502714;9;2
Tabernaemontana disticha;6518814,20197765;33;1
Sorocea klotzschiana;6509690,70612323;12;3
Croton diasii;6499359,64930843;14;6
Ocotea fragrantissima;6486327,80260986;11;6
Attalea princeps;6484673,34531268;9;2
Pouteria gabrielensis;6481033,05679152;18;3
Duguetia cadaverica;6477122,7253803;23;9
Ternstroemia verticillata;6473774,36672222;16;1
Ateleia guaraya;6455456,66497318;7;2
Pradosia decipiens;6452141,40794612;22;14
Dacryodes sclerophylla;6437515,29778858;13;8
Malmea dielsiana;6426861,44100287;39;13
Vataireopsis surinamensis;6404587,65726458;23;16
Botryarrhena venezuelensis;6404528,90870733;9;7
Swartzia calva;6404492,69637789;18;13
Miconia longispicata;6398736,73173733;52;17
Carpotroche crispidentata;6395819,8585013;25;20
Trichilia mazanensis;6383998,46889018;9;6
Enterolobium contortisiliquum;6382614,39555417;13;6
Miconia ternatifolia;6369499,03549048;10;4
Pleurothyrium trianae;6368008,84418173;37;21
Anaxagorea angustifolia;6347949,41350251;8;1
Guatteria wachenheimii;6334520,31672579;43;19
Wettinia augusta;6329930,31255704;16;10
Urera laciniata;6322966,7774207;5;1
Tabebuia cassinoides;6317082,86527407;5;2
Sapium curupita;6293410,20607307;22;12
Inga poeppigiana;6292705,77358895;25;16
Ouratea melinonii;6268222,03393989;41;19
Hirtella piresii;6264682,94162651;43;13
Acalypha diversifolia;6254357,26008334;8;2
Swartzia pendula;6250684,61815465;9;4
Licaria rodriguesii;6247878,59001477;19;16
Rhabdodendron macrophyllum;6242336,65022701;33;5
Campsiandra gomez-alvareziana;6236164,95544107;12;2
Talisia simaboides;6224804,62251817;59;45
Erisma micranthum;6218226,68266068;11;3
Alseis blackiana;6210939,68548133;31;9
Pachira minor;6209459,20169077;8;4
Muellera frutescens;6209041,15397553;24;3
Bauhinia eilertsii;6207624,59296694;17;2
Myrcia citrifolia;6194036,71065722;8;4
Caryocar edule;6193735,37113203;8;4
Endlicheria robusta;6191446,34207125;13;5
Coussapoa villosa;6171757,07721974;24;19
Licania silvae;6139888,9359651;23;15
Virola albidiflora;6136769,90771384;17;7
Faramea tamberlikiana;6128684,72540687;19;12
Paloue induta;6128213,03713835;44;5
Macrolobium archeri;6126175,54822341;32;15
Eschweilera obversa;6115847,21435572;65;23
Vaupesia cataractarum;6109470,66410352;9;5
Abarema barbouriana;6106291,19969231;24;13
Picramnia pentandra;6095744,52249644;10;6
Zanthoxylum martinicense;6090484,13995295;18;11
Coursetia ferruginea;6086044,76006344;22;8
Samanea inopinata;6080547,24397143;9;6
Ocotea immersa;6073350,42969305;10;6
Agonandra peruviana;6072196,0603131;27;17
Anadenanthera peregrina;6049816,04397267;9;5
Diptychandra aurantiaca;6030795,25802214;15;2
Calycolpus revolutus;6029759,56098796;62;10
Siparuna bifida;6027360,3755125;18;13
Stachyarrhena acuminata;6027054,95264159;24;11
Copaifera glycycarpa;6018126,46252259;11;10
Thyrsodium rondonianum;6017545,7885598;7;1
Calycolpus calophyllus;6013325,33273229;8;4
Nectandra canescens;5998459,92213709;28;4
Dacryodes edilsonii;5979491,46043624;9;2
Burdachia prismatocarpa;5975182,76134316;12;6
Miconia rubiginosa;5973635,51469837;3;2
Seguieria macrophylla;5972568,67817729;18;13
Diplotropis peruviana;5965428,7610611;10;5
Erythroxylum campinense;5946174,12478292;7;1
Qualea dichotoma;5939777,63047944;6;2
Cecropia utcubambana;5922503,33367603;14;1
Esenbeckia leiocarpa;5918561,81073151;5;2
Virola coelhoi;5913859,14544489;9;3
Xylopia ochrantha;5907543,77925552;32;13
Sloanea erismoides;5902287,60512158;24;12
Stylogyne orinocensis;5898129,33314729;7;6
Hirtella tocantina;5868717,72756734;19;3
Byrsonima laevis;5868702,25990096;25;7
Vismia schultesii;5858979,0961158;13;4
Monteverdia oblongata;5856717,61393918;42;24
Lacmellea peruviana;5849207,78627068;15;9
Henriettea spruceana;5847291,89860107;8;4
Euterpe longebracteata;5842693,96821947;4;3
Tontelea corymbosa;5834544,11341056;23;3
Picramnia sellowii;5821039,6530405;13;6
Hymenopus miltonii;5797940,18619333;9;4
Aiouea guianensis;5787432,69538348;11;9
Styrax sieberi;5781167,42423449;18;8
Stryphnodendron moricolor;5777777,4955531;22;16
Eugenia schunkei;5772075,71702454;45;17
Diplotropis triloba;5770251,92083605;90;21
Zanthoxylum setulosum;5759100,90556637;16;5
Tapura tessmannii;5753673,36576009;26;4
Exostema maynense;5748109,28966527;11;5
Couepia joaquinae;5739210,75498837;20;9
Sloanea froesii;5736487,06313223;23;6
Pachira faroensis;5731059,59114644;41;7
Bonyunia aquatica;5725268,70007075;10;7
Eugenia acrensis;5723990,57548225;7;5
Gloeospermum equatoriense;5721904,51347855;20;9
Rauvolfia sprucei;5719917,29758012;17;15
Heisteria latifolia;5710661,82724761;11;7
Allophylus racemosus;5708055,67037558;14;5
Nectandra pearcei;5694710,03755239;19;10
Erisma floribundum;5685083,88076885;9;6
Rudgea sclerocalyx;5684991,50816618;18;11
Porcelia ponderosa;5678202,57143139;9;5
Kutchubaea oocarpa;5677263,18065552;5;4
Cecropia glaziovii;5667598,37652461;6;1
Caraipa myrcioides;5666926,52520394;36;12
Eugenia arawakorum;5665917,27513514;33;8
Protium urophyllidium;5662292,0421379;14;9
Ixora martinsii;5660408,58972407;7;3
Hymenopus adolphoduckei;5659066,79206887;32;10
Euxylophora paraensis;5656094,72894195;41;11
Schistostemon macrophyllum;5656010,51593014;7;3
Tapirira bethanniana;5655800,04520431;43;27
Curupira tefeensis;5633677,23100666;9;7
Zinowiewia aymardii;5631945,70586758;26;10
Endlicheria dysodantha;5616344,2511614;18;15
Cestrum racemosum;5604803,40690078;9;4
Catostemma milanezii;5601548,560123;19;6
Pouteria pubescens;5584635,23277642;18;14
Endlicheria chalisea;5576220,32000464;24;16
Nectandra coeloclada;5568824,11908139;30;9
Zygia dinizii;5561627,94016592;8;6
Nectandra lanceolata;5556145,28659172;7;4
Trichilia areolata;5542643,94804417;33;14
Mabea angustifolia;5527589,46074924;12;5
Pachira glabra;5514667,16186755;35;9
Anacardium microsepalum;5487232,51005738;10;6
Hirtella duckei;5480519,89722352;12;5
Ficus schultesii;5478274,39975278;15;15
Hirtella fasciculata;5473239,26775055;59;16
Quiina attenuata;5467848,46658956;13;7
Duguetia sancticaroli;5459016,19935064;8;3
Tapura peruviana;5432005,33792576;18;10
Palicourea violacea;5428879,74659897;4;2
Talisia furfuracea;5427855,33589831;39;25
Inga vera;5423102,21043516;14;10
Salacia juruana;5418619,06226548;18;8
Cochlospermum vitifolium;5411424,66771827;8;5
Pouteria rodriguesiana;5408652,49802649;42;16
Alseis lugonis;5406910,77833937;82;17
Calyptranthes paniculata;5404855,66950815;20;13
Matisia oblongifolia;5394753,55607848;16;7
Piptocoma schomburgkii;5390444,56913317;13;1
Inga suberosa;5384863,62804262;8;8
Cynophalla polyantha;5374237,86645646;74;1
Corythophora amapaensis;5373148,19534612;32;6
Pourouma phaeotricha;5365902,15539032;11;6
Inga yasuniana;5364093,60824429;16;12
Duguetia longicuspis;5358256,4973638;17;6
Zygia inundata;5335444,85177575;42;5
Miconia klugii;5320730,32968356;16;5
Guapira eggersiana;5316846,42584268;56;22
Clusia hoffmannseggiana;5293880,18886309;11;6
Lacistema nena;5284631,56855966;28;19
Sloanea multiflora;5280286,70158697;16;11
Macrolobium wurdackii;5273406,38619542;7;3
Ficus boliviana;5263314,93061292;10;5
Inga yacoana;5246437,23552788;45;17
Pouteria arcuata;5238290,32501052;6;4
Vochysia braceliniae;5227895,58689872;16;12
Pradosia verticillata;5222788,32610494;12;12
Tabernaemontana angulata;5218620,1340074;37;18
Humiriastrum subcrenatum;5208174,24916994;59;27
Ormosia fastigiata;5206641,42112834;9;4
Talisia megaphylla;5204214,06712436;25;18
Sloanea fendleriana;5202997,07574892;26;23
Anaxagorea phaeocarpa;5194124,53821149;16;10
Guatteria intermedia;5168072,5665175;18;12
Tovomita stigmatosa;5168049,56026482;10;8
Guatteria villosissima;5165597,76614456;40;10
Dalbergia foliosa;5153230,16274051;7;4
Chimarrhis microcarpa;5148691,7433943;24;7
Aphandra natalia;5129940,80912198;4;2
Tabernaemontana flavicans;5127134,17965216;38;4
Prunus debilis;5114854,96780025;45;21
Cybianthus guyanensis;5107104,80003368;17;8
Ocotea fendleri;5102523,83827602;17;8
Solanum grandiflorum;5079949,9907665;18;3
Sloanea macrophylla;5063043,22149634;12;9
Pouteria benai;5062744,09029637;51;22
Miconia serrulata;5046274,13453119;13;5
Nectandra latissima;5042493,39686897;17;7
Calliandra guildingii;5040751,55005557;14;11
Byrsonima riparia;5016862,13349293;30;4
Piper arboreum;5006783,57785304;9;4
Theobroma velutinum;4998452,24981086;9;7
Ouratea pendula;4996400,49555964;9;7
Inga loubryana;4995460,48956782;83;32
Ephedranthus pisocarpus;4971232,62847108;8;3
Neea parvifolia;4962112,30056948;15;9
Guatteria ferruginea;4961994,79823459;7;6
Duguetia chrysea;4959529,24997377;35;19
Swartzia vaupesiana;4956808,66811985;14;9
Albizia multiflora;4943746,32246225;15;4
Cordia ripicola;4942953,48426347;14;9
Warszewiczia cordata;4941767,76415393;62;13
Nectandra crassiloba;4940083,84584942;33;17
Euphronia hirtelloides;4940025,72404415;10;4
Ocotea quixos;4936436,51518904;23;14
Ouratea hexasperma;4928411,22441833;14;3
Phyllanthus juglandifolius;4917802,62789364;8;7
Ruagea glabra;4917634,20910997;9;1
Aniba santalodora;4914402,82263665;24;7
Brosimum multinervium;4895041,67130881;13;8
Inga tomentosa;4885523,61032024;19;10
Byrsonima flexipes;4880427,26926189;14;10
Pleurothyrium cuneifolium;4879207,3876022;29;14
Heisteria insculpta;4867806,0776184;19;11
Machaerium villosum;4862884,58085065;11;4
Psychotria viridis;4861944,94793456;10;1
Virola multiflora;4859829,98248127;14;12
Psychotria mapourioides;4857265,48676148;18;16
Kutchubaea morilloi;4857155,83286513;3;2
Vantanea paraensis;4849227,50517748;12;10
Parahancornia krukovii;4844184,6155544;8;6
Tabernaemontana linkii;4834918,98910716;5;2
Myrcia inaequiloba;4833080,92484178;16;4
Acalypha stenoloba;4824121,87826993;11;3
Talisia praealta;4814164,49822168;43;31
Quiina cruegeriana;4812800,42258019;21;13
Miconia traillii;4812036,12543767;11;7
Lacistema polystachyum;4810112,55580719;10;9
Abarema commutata;4806836,17571366;5;2
Eugenia dittocrepis;4802942,3291085;14;8
Lecythis serrata;4798533,77989137;81;9
Quararibea hirta;4795911,87532182;12;5
Warszewiczia elata;4790504,81426593;9;5
Miconia centrodesma;4789699,16738412;12;9
Stryphnodendron porcatum;4774135,14539867;22;16
Zanthoxylum rigidum;4772179,98753049;6;3
Croton spruceanus;4770621,5535886;15;4
Cassia fastuosa;4764997,40287341;14;10
Inga ulei;4754226,21618008;19;10
Vochysia diversa;4740946,51925689;6;3
Couepia habrantha;4732590,27089886;24;15
Luehea grandiflora;4725309,22743777;8;5
Miconia serialis;4711518,60470526;163;11
Tocoyena williamsii;4702601,03373851;16;10
Ouratea decagyna;4700656,00841211;25;19
Macrolobium venulosum;4698625,67463309;7;3
Eugenia heterochroma;4682324,86442631;17;15
Eugenia uniflora;4667963,07211269;17;10
Dipteryx rosea;4654981,62722685;6;3
Lueheopsis burretiana;4654093,17432592;4;3
Casearia duckeana;4649923,86882044;12;11
Jacqueshuberia loretensis;4646577,84666233;30;4
Mezilaurus campaucola;4628225,31464512;13;3
Vochysia rufescens;4627811,13122865;22;12
Aralia excelsa;4624781,79517158;9;5
Moquilea klugii;4619786,60095067;9;8
Miconia multispicata;4619511,83160054;39;12
Chrysophyllum scalare;4615752,04926527;12;6
Coccoloba dugandiana;4615438,56958969;8;3
Roupala obtusata;4609005,1207131;42;20
Henriettea maroniensis;4601696,53004204;24;9
Isertia parviflora;4574561,19942672;8;2
Vochysia saccata;4562519,8520888;10;2
Swartzia peruviana;4561880,9523058;7;2
Guarea carapoides;4556697,37973145;10;3
Sohnreyia excelsa;4546197,93448718;13;9
Plinia duplipilosa;4538364,85472022;14;8
Neea stellulata;4511394,82224964;8;7
Ilex petiolaris;4494175,37763709;30;20
Casearia negrensis;4485929,69781448;32;16
Erythroxylum shatona;4480221,8473617;5;2
Duguetia hadrantha;4464593,7730896;37;16
Euplassa inaequalis;4458848,72999383;16;6
Mouriri oligantha;4442816,39905582;16;7
Stryphnodendron adstringens;4440908,92358146;14;10
Tabernaemontana catharinensis;4428846,21137961;8;5
Solanum altissimum;4425601,79875169;30;15
Cestrum schlechtendalii;4418872,79683556;18;13
Endlicheria punctulata;4417050,23030765;14;11
Lissocarpa stenocarpa;4411582,0463412;13;7
Rhodostemonodaphne rufovirgata;4410716,17156046;44;26
Brosimum longifolium;4404653,61746279;11;11
Marlierea velutina;4398381,25620455;48;21
Anacardium excelsum;4383640,34629337;14;4
Clusia amazonica;4382167,52084003;17;11
Platycarpum duckei;4378492,62653005;8;5
Bellucia ovata;4377372,53083455;11;4
Couepia excelsa;4375450,75929751;30;19
Duguetia manausensis;4369234,06032408;60;20
Rinorea brevipes;4369168,12494394;17;3
